"original_taxa","accepted_wfo","wfo_taxonID","wfo_rank","wfo_authorship","wfo_family","wfo_genus","wfo_status","wfo_match"
"Thlaspi alliaceum","Mummenhoffia alliacea","wfo-0001423852","species","(L.) Esmailbegi & Al-Shehbaz","Brassicaceae","Mummenhoffia","Accepted","MATCH"
"Thlaspi arvense","Thlaspi arvense","wfo-0000410873","species","L.","Brassicaceae","Thlaspi","Accepted","MATCH"
"Thlaspi perfoliatum","Microthlaspi perfoliatum","wfo-0000369668","species","(L.) F.K.Mey.","Brassicaceae","Microthlaspi","Accepted","MATCH"
"Thymbra capitata","Thymbra capitata","wfo-0000323594","species","(L.) Cav.","Lamiaceae","Thymbra","Accepted","MATCH"
"Thymelaea passerina","Thymelaea passerina","wfo-0000508045","species","(L.) Coss. & Germ.","Thymelaeaceae","Thymelaea","Accepted","MATCH"
"Thymelaea sanamunda","Thymelaea sanamunda","wfo-0000457610","species","All.","Thymelaeaceae","Thymelaea","Accepted","MATCH"
"Thymus","Thymus","wfo-4000038335","genus","L.","Lamiaceae","Thymus","Accepted","MATCH"
"Thymus pulegioides","Thymus pulegioides","wfo-0000324607","species","L.","Lamiaceae","Thymus","Accepted","MATCH"
"Thymus serpyllum","Thymus serpyllum","wfo-0000324739","species","L.","Lamiaceae","Thymus","Accepted","MATCH"
"Thymus spinulosus","Thymus spinulosus","wfo-0000324834","species","Ten.","Lamiaceae","Thymus","Accepted","MATCH"
"Thymus striatus","Thymus striatus","wfo-0000324843","species","Vahl","Lamiaceae","Thymus","Accepted","MATCH"
"Thymus vulgaris","Thymus vulgaris","wfo-0000324951","species","L.","Lamiaceae","Thymus","Accepted","MATCH"
"Tilia","Tilia","wfo-4000038415","genus","L.","Malvaceae","Tilia","Accepted","MATCH"
"Tilia cordata","Tilia cordata","wfo-0000457451","species","Mill.","Malvaceae","Tilia","Accepted","MATCH"
"Tilia platyphyllos","Tilia platyphyllos","wfo-0000456948","species","Scop.","Malvaceae","Tilia","Accepted","MATCH"
"Tolpis barbata","Tolpis barbata","wfo-0000091856","species","(L.) Gaertn.","Asteraceae","Tolpis","Accepted","MATCH"
"Tolpis barbata umbellata","Tolpis barbata","wfo-0000091856","species","(L.) Gaertn.","Asteraceae","Tolpis","Accepted","FUZZY"
"Tolpis umbellata","Tolpis umbellata","wfo-0000114536","species","Bertol.","Asteraceae","Tolpis","Accepted","MATCH"
"Tordylium","Tordylium","wfo-4000038576","genus","Tourn. ex L.","Apiaceae","Tordylium","Accepted","MATCH"
"Tordylium apulum","Tordylium apulum","wfo-0000409733","species","L.","Apiaceae","Tordylium","Accepted","MATCH"
"Tordylium maximum","Tordylium maximum","wfo-0000409654","species","L.","Apiaceae","Tordylium","Accepted","MATCH"
"Tordylium officinale","Tordylium officinale","wfo-0000409659","species","L.","Apiaceae","Tordylium","Accepted","MATCH"
"Torilis","Torilis","wfo-4000038583","genus","Adans.","Apiaceae","Torilis","Accepted","MATCH"
"Torilis arvensis","Torilis arvensis","wfo-0000409709","species","(Huds.) Link","Apiaceae","Torilis","Accepted","MATCH"
"Torilis arvensis arvensis","Torilis arvensis","wfo-0000409709","species","(Huds.) Link","Apiaceae","Torilis","Accepted","FUZZY"
"Torilis japonica","Torilis japonica","wfo-0000411355","species","DC.","Apiaceae","Torilis","Accepted","MATCH"
"Torilis leptophylla","Torilis leptophylla","wfo-0000411338","species","Rchb.f.","Apiaceae","Torilis","Accepted","MATCH"
"Torilis nodosa","Torilis nodosa","wfo-0000411340","species","(L.) Gaertn.","Apiaceae","Torilis","Accepted","MATCH"
"Torilis nodosa nodosa","Torilis nodosa","wfo-0000411340","species","(L.) Gaertn.","Apiaceae","Torilis","Accepted","FUZZY"
"Tracheophyta",NA,"",NA,NA,NA,NA,NA,"NOT FOUND"
"Tragopogon","Tragopogon","wfo-4000038774","genus","L.","Asteraceae","Tragopogon","Accepted","MATCH"
"Tragopogon crocifolius","Tragopogon crocifolius","wfo-0000004808","species","L.","Asteraceae","Tragopogon","Accepted","MATCH"
"Tragopogon dubius","Tragopogon dubius","wfo-0000122592","species","Scop.","Asteraceae","Tragopogon","Accepted","MATCH"
"Tragopogon orientalis","Tragopogon orientalis","wfo-0000029072","species","L.","Asteraceae","Tragopogon","Accepted","MATCH"
"Tragopogon porrifolius","Tragopogon porrifolius","wfo-0000091699","species","L.","Asteraceae","Tragopogon","Accepted","MATCH"
"Tragopogon pratensis","Tragopogon pratensis","wfo-0000080363","species","L.","Asteraceae","Tragopogon","Accepted","MATCH"
"Tragopogon pratensis minor","Tragopogon pratensis","wfo-0000080363","species","L.","Asteraceae","Tragopogon","Accepted","FUZZY"
"Tragopogon pratensis pratensis","Tragopogon pratensis f. pratensis","wfo-0000116826","form","L.","Asteraceae","Tragopogon","Accepted","FUZZY"
"Tragus racemosus","Tragus racemosus","wfo-0000903975","species","(L.) All.","Poaceae","Tragus","Accepted","MATCH"
"Tribulus terrestris","Tribulus terrestris","wfo-0000457857","species","L.","Zygophyllaceae","Tribulus","Accepted","MATCH"
"Trifolium","Trifolium","wfo-4000039133","genus","Tourn. ex L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium alexandrinum","Trifolium alexandrinum","wfo-0000212963","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium alpestre","Trifolium alpestre","wfo-0000213941","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium angustifolium","Trifolium angustifolium","wfo-0000212964","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium arvense","Trifolium arvense","wfo-0000212967","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium arvense arvense","Trifolium arvense","wfo-0000212967","species","L.","Fabaceae","Trifolium","Accepted","FUZZY"
"Trifolium aureum","Trifolium aureum","wfo-0000213947","species","Pollich","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium campestre","Trifolium campestre","wfo-0000212979","species","Schreb.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium campestre campestre","Trifolium campestre","wfo-0000212979","species","Schreb.","Fabaceae","Trifolium","Accepted","FUZZY"
"Trifolium campestris","Trifolium campestre","wfo-0000212979","species","Schreb.","Fabaceae","Trifolium","Accepted","FUZZY"
"Trifolium cherleri","Trifolium cherleri","wfo-0000212983","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium dubium","Trifolium dubium","wfo-0000212995","species","Sibth.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium fragiferum","Trifolium fragiferum","wfo-0000213002","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium glomeratum","Trifolium glomeratum","wfo-0000213007","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium hirtum","Trifolium hirtum","wfo-0000213008","species","All.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium hybridum","Trifolium hybridum","wfo-0000213009","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium hybridum elegans","Trifolium hybridum","wfo-0000213009","species","L.","Fabaceae","Trifolium","Accepted","FUZZY"
"Trifolium hybridum hybridum","Trifolium hybridum","wfo-0000213009","species","L.","Fabaceae","Trifolium","Accepted","FUZZY"
"Trifolium incarnatum","Trifolium incarnatum","wfo-0000213010","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium incarnatum incarnatum","Trifolium incarnatum","wfo-0000213010","species","L.","Fabaceae","Trifolium","Accepted","FUZZY"
"Trifolium incarnatum molinerii","Trifolium incarnatum","wfo-0000213010","species","L.","Fabaceae","Trifolium","Accepted","FUZZY"
"Trifolium lappaceum","Trifolium lappaceum","wfo-0000213022","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium medium","Trifolium medium","wfo-0000213979","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium micranthum","Trifolium micranthum","wfo-0000213000","species","Viv.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium montanum","Trifolium montanum","wfo-0000213031","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium nigrescens","Trifolium nigrescens","wfo-0000213035","species","Viv.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium nigrescens nigrescens","Trifolium nigrescens","wfo-0000213035","species","Viv.","Fabaceae","Trifolium","Accepted","FUZZY"
"Trifolium pallidum","Trifolium pallidum","wfo-0000213043","species","Waldst. & Kit.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium patens","Trifolium patens","wfo-0000213044","species","Schreb.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium pratense","Trifolium pratense","wfo-0000213053","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium repens","Trifolium repens","wfo-0000213062","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium repens prostratum","Trifolium repens","wfo-0000213062","species","L.","Fabaceae","Trifolium","Accepted","FUZZY"
"Trifolium resupinatum","Trifolium resupinatum","wfo-0000213063","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium rubens","Trifolium rubens","wfo-0000214000","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium scabrum","Trifolium scabrum","wfo-0000213071","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium scabrum scabrum","Trifolium scabrum","wfo-0000213071","species","L.","Fabaceae","Trifolium","Accepted","FUZZY"
"Trifolium squamosum","Trifolium squamosum","wfo-0000213082","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium squarrosum","Trifolium squarrosum","wfo-0000213084","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium stellatum","Trifolium stellatum","wfo-0000213085","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium striatum","Trifolium striatum","wfo-0000213091","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium strictum","Trifolium strictum","wfo-0000213092","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium subterraneum","Trifolium subterraneum","wfo-0000213094","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium suffocatum","Trifolium suffocatum","wfo-0000213096","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium tomentosum","Trifolium tomentosum","wfo-0000213103","species","L.","Fabaceae","Trifolium","Accepted","MATCH"
"Trifolium vesiculosum","Trifolium vessiculosum","wfo-0000214014","species","Savi","Fabaceae","Trifolium","Accepted","FUZZY"
"Trigonella","Trigonella","wfo-4000039145","genus","L.","Fabaceae","Trigonella","Accepted","MATCH"
"Trigonella alba","Melilotus albus","wfo-0000212815","species","Medik.","Fabaceae","Melilotus","Accepted","MATCH"
"Trigonella altissima","Melilotus altissimus","wfo-0000185371","species","Thuill.","Fabaceae","Melilotus","Accepted","MATCH"
"Trigonella corniculata","Trigonella balansae","wfo-0000214018","species","Boiss. & Reut.","Fabaceae","Trigonella","Accepted","MATCH"
"Trigonella esculenta","Trigonella esculenta","wfo-0000212940","species","Willd.","Fabaceae","Trigonella","Accepted","MATCH"
"Trigonella foenum-graecum","Trigonella foenum-graecum","wfo-0000212944","species","L.","Fabaceae","Trigonella","Accepted","MATCH"
"Trigonella gladiata","Trigonella gladiata","wfo-0000212945","species","Steven ex M.Bieb.","Fabaceae","Trigonella","Accepted","MATCH"
"Trigonella officinalis","Melilotus officinalis","wfo-0001055378","species","(L.) Lam.","Fabaceae","Melilotus","Accepted","MATCH"
"Trigonella wojciechowskii","Melilotus neapolitanus","wfo-0000185391","species","Ten. ex Guss.","Fabaceae","Melilotus","Accepted","MATCH"
"Trigonotis","Trigonotis","wfo-4000039172","genus","Steven","Boraginaceae","Trigonotis","Accepted","MATCH"
"Trigonotis peduncularis","Trigonotis peduncularis","wfo-0000411071","species","Steven ex Palib.","Boraginaceae","Trigonotis","Accepted","MATCH"
"Tripleurospermum","Tripleurospermum","wfo-4000039281","genus","Sch.Bip.","Asteraceae","Tripleurospermum","Accepted","MATCH"
"Tripleurospermum inodorum","Tripleurospermum inodorum","wfo-0000014118","species","(L.) Sch.Bip.","Asteraceae","Tripleurospermum","Accepted","MATCH"
"Tripleurospermum maritimum","Tripleurospermum maritimum","wfo-0000063085","species","(L.) W.D.J.Koch","Asteraceae","Tripleurospermum","Accepted","MATCH"
"Trisetaria aurea","Trisetaria aurea","wfo-0000904890","species","(Ten.) Pignatti","Poaceae","Trisetaria","Accepted","MATCH"
"Trisetaria panicea","Trisetaria panicea","wfo-0000904930","species","(Lam.) Paunero","Poaceae","Trisetaria","Accepted","MATCH"
"Trisetum flavescens","Trisetum flavescens","wfo-0000905119","species","(L.) P.Beauv.","Poaceae","Trisetum","Accepted","MATCH"
"Trisetum flavescens flavescens","Trisetum flavescens","wfo-0000905119","species","(L.) P.Beauv.","Poaceae","Trisetum","Accepted","FUZZY"
"Triticosecale","Triticosecale","wfo-4000039396","genus","Wittm. ex Degen","Poaceae","Triticosecale","Accepted","MATCH"
"Triticosecale rimpaui","Triticosecale rimpaui","wfo-0000841235","species","Wittm.","Poaceae","Triticosecale","Unchecked","MATCH"
"Triticum","Triticum","wfo-4000039397","genus","L.","Poaceae","Triticum","Accepted","MATCH"
"Triticum aestivum","Triticum aestivum","wfo-0000905667","species","L.","Poaceae","Triticum","Accepted","MATCH"
"Triticum aestivum spelta","Triticum aestivum","wfo-0000905667","species","L.","Poaceae","Triticum","Accepted","FUZZY"
"Triticum durum","Triticum turgidum subsp. durum","wfo-0000906469","subspecies","(Desf.) Husn.","Poaceae","Triticum","Accepted","MATCH"
"Triticum monococcum monococcum","Triticum monococcum","wfo-0000906149","species","L.","Poaceae","Triticum","Accepted","FUZZY"
"Triticum spelta","Triticum aestivum subsp. spelta","wfo-0000905674","subspecies","(L.) Thell.","Poaceae","Triticum","Accepted","MATCH"
"Triticum turgidum","Triticum turgidum","wfo-0000906463","species","L.","Poaceae","Triticum","Accepted","MATCH"
"Triticum turgidum durum","Triticum turgidum","wfo-0000906463","species","L.","Poaceae","Triticum","Accepted","FUZZY"
"Tulipa","Tulipa","wfo-4000039559","genus","L.","Liliaceae","Tulipa","Accepted","MATCH"
"Tulipa agenensis","Tulipa agenensis","wfo-0000744285","species","Redouté","Liliaceae","Tulipa","Accepted","MATCH"
"Tulipa aximensis","Tulipa agenensis","wfo-0000744285","species","Redouté","Liliaceae","Tulipa","Accepted","MATCH"
"Tulipa billietiana","Tulipa gesneriana","wfo-0000743525","species","L.","Liliaceae","Tulipa","Accepted","MATCH"
"Tulipa clusiana","Tulipa clusiana","wfo-0000744781","species","Redouté","Liliaceae","Tulipa","Accepted","MATCH"
"Tulipa didieri","Tulipa gesneriana","wfo-0000743525","species","L.","Liliaceae","Tulipa","Accepted","MATCH"
"Tulipa gesneriana","Tulipa gesneriana","wfo-0000743525","species","L.","Liliaceae","Tulipa","Accepted","MATCH"
"Tulipa lortetii","Tulipa agenensis","wfo-0000744285","species","Redouté","Liliaceae","Tulipa","Accepted","MATCH"
"Tulipa mauriana","Tulipa gesneriana","wfo-0000743525","species","L.","Liliaceae","Tulipa","Accepted","MATCH"
"Tulipa montisandrei","Tulipa gesneriana","wfo-0000743525","species","L.","Liliaceae","Tulipa","Accepted","MATCH"
"Tulipa planifolia","Tulipa gesneriana","wfo-0000743525","species","L.","Liliaceae","Tulipa","Accepted","MATCH"
"Tulipa raddii","Tulipa agenensis","wfo-0000744285","species","Redouté","Liliaceae","Tulipa","Accepted","MATCH"
"Tulipa sylvestris sylvestris","Tulipa sylvestris","wfo-0000746765","species","L.","Liliaceae","Tulipa","Accepted","FUZZY"
"Turgenia latifolia","Turgenia latifolia","wfo-0000411232","species","(L.) Hoffm.","Apiaceae","Turgenia","Accepted","MATCH"
