"accepted_taxa","original_taxa_Midolo2023","Disturbance.Frequency_Midolo2023","Disturbance.Frequency.herblayer_Midolo2023","Disturbance.Severity_Midolo2023","Disturbance.Severity.herblayer_Midolo2023","Grazing.Pressure_Midolo2023","Mowing.Frequency_Midolo2023","Soil.Disturbance_Midolo2023","original_taxa_Tichy2022","Ellenberg.Light_Tichy2022","Ellenberg.Moisture_Tichy2022","Ellenberg.Nutrients_Tichy2022","Ellenberg.Reaction_Tichy2022","Ellenberg.Salinity_Tichy2022","Ellenberg.Temperature_Tichy2022","original_taxa_Lososova2023","Dispersal.distance_class_Lososova2023","Dispersal.mode_Lososova2023","Plant.height_m_Lososova2023","Seed.mass_mg_Lososova2023"
"Allium subhirsutum","Allium subhirsutum",0.20338,1.35611,0.7039,0.27775,0.26914,0.05605,0.14645,"Allium subhirsutum",7,4,6.3,7.3,0.3,9.3,"Allium subhirsutum","1","Local non-specific dispersal",0.285,1.4521
"Allium triquetrum","Allium triquetrum",0.21614,1.3344,0.64704,0.26015,0.2359,0.07776,0.1354,"Allium triquetrum",6,4,6.7,6.7,0,8.5,"Allium triquetrum","1","Local non-specific dispersal",0.25,NA
"Allium ursinum","Allium ursinum",0.05865,1.32589,0.6921,0.16471,0.18211,0.01073,0.1025,"Allium ursinum",NA,NA,7.6,7.4,0,NA,"Allium ursinum","3","Myrmecochory",0.305,6.042711
"Allium vineale","Allium vineale",1.04201,1.86787,0.55839,0.50166,0.20341,0.66813,0.34605,"Allium vineale",6.4,4.1,6.4,6.4,0.3,6.4,"Allium vineale","3","Myrmecochory",0.505,5.20955566666666
"Alnus glutinosa","Alnus glutinosa",0.2261,1.36567,0.64769,0.28979,0.18056,0.04776,0.11129,"Alnus glutinosa",5.7,9.2,6.3,5.9,0.6,5.6,"Alnus glutinosa","6","Dyszoochory",19.9588888888889,2.19636666666666
"Alopecurus","Alopecurus aequalis_Alopecurus geniculatus_Alopecurus myosuroides_Alopecurus pratensis_Alopecurus rendlei",1.708622,2.010362,0.592176,0.583272,0.279018,0.752428,0.324176,"Alopecurus aequalis_Alopecurus geniculatus_Alopecurus myosuroides_Alopecurus pratensis_Alopecurus rendlei_Alopecurus utriculatus",7.66666666666667,7.9,6.25,6.55,0.65,6.24,"Alopecurus aequalis_Alopecurus geniculatus_Alopecurus myosuroides_Alopecurus pratensis_Alopecurus rendlei_Alopecurus utriculatus","1_2","Local non-specific dispersal",0.375138888888889,1.23245780423016
"Alopecurus aequalis","Alopecurus aequalis",1.57384,1.78688,0.56593,0.55703,0.15919,0.09204,0.25271,"Alopecurus aequalis",8.4,9.1,NA,5.2,0.4,4.3,"Alopecurus aequalis","1","Local non-specific dispersal",0.2475,0.198049999999999
"Alopecurus geniculatus","Alopecurus geniculatus",2.1103,2.22766,0.48008,0.47856,0.59887,0.7399,0.24691,"Alopecurus geniculatus",8,8.3,6.5,6.7,1,5.9,"Alopecurus geniculatus","2","Local non-specific dispersal",0.305,0.312471428571428
"Alopecurus myosuroides","Alopecurus myosuroides",1.55617,1.94638,0.78906,0.77595,0.19402,0.70626,0.67527,"Alopecurus myosuroides",7,NA,6.5,6.9,0.1,NA,"Alopecurus myosuroides","2","Local non-specific dispersal",0.375,2.08242539680952
"Alopecurus pratensis","Alopecurus pratensis",1.51649,1.89198,0.52233,0.50852,0.22116,1.13393,0.28429,"Alopecurus pratensis",6.9,NA,NA,5.8,0.4,4.7,"Alopecurus pratensis","2","Local non-specific dispersal",0.61,0.779
"Alopecurus pratensis pratensis","Alopecurus pratensis",1.51649,1.89198,0.52233,0.50852,0.22116,1.13393,0.28429,"Alopecurus pratensis",6.9,NA,NA,5.8,0.4,4.7,"Alopecurus pratensis","2","Local non-specific dispersal",0.61,0.779
"Alopecurus rendlei","Alopecurus rendlei",1.78631,2.19891,0.60348,0.5963,0.22185,1.09001,0.1617,"Alopecurus rendlei",7.7,7.7,7,7,0.7,8.3,"Alopecurus rendlei","2","Local non-specific dispersal",0.333333333333333,2.6628
"Alopecurus utriculatus",NA,NA,NA,NA,NA,NA,NA,NA,"Alopecurus utriculatus",8,6.5,5,7.7,1.3,8,"Alopecurus utriculatus","2","Local non-specific dispersal",0.38,1.36
"Alpagrostis setacea","Agrostis curtisii",0.63145,1.56723,0.50175,0.33706,0.3334,0.30709,0.16326,"Agrostis curtisii",8,5.5,1.3,2,0,6,"Agrostis curtisii","2","Local non-specific dispersal",0.5,0.1024
"Althaea cannabina","Althaea cannabina",0.52836,1.65027,0.69677,0.51343,0.22,0.43107,0.24265,"Althaea cannabina",7.9,NA,5.7,6.7,0,7,"Althaea cannabina","2","Local non-specific dispersal",1.01833333333333,3.8961
"Althaea officinalis","Althaea officinalis",1.41647,1.62671,0.47551,0.46134,0.22671,0.544,0.15893,"Althaea officinalis",7.2,7.2,5.3,7.9,1.9,NA,"Althaea officinalis","2","Local non-specific dispersal",1.01375,4.9235
"Alyssum","Alyssum alyssoides_Alyssum granatense_Alyssum minutum_Alyssum rostratum_Alyssum scardicum_Alyssum simplex",1.074565,1.89610166666667,0.566643333333333,0.501245,0.319983333333333,0.336785,0.260175,"Alyssum alyssoides_Alyssum granatense_Alyssum minutum_Alyssum rostratum_Alyssum simplex_Alyssum stribrnyi",8.46666666666667,3.25,2.8,7.26,0,6.5,"Alyssum alyssoides_Alyssum granatense_Alyssum minutum_Alyssum montanum_Alyssum simplex","1","Local non-specific dispersal",0.129395833333333,0.79102619047619
"Alyssum alyssoides","Alyssum alyssoides",1.44827,1.87463,0.54104,0.51889,0.33539,0.37553,0.3036,"Alyssum alyssoides",8.8,2.9,1.8,7.8,0,6.1,"Alyssum alyssoides","1","Local non-specific dispersal",0.14175,0.591904761904761
"Alyssum granatense","Alyssum granatense",0.53244,1.76955,0.71111,0.55405,0.35946,0.18542,0.30303,"Alyssum granatense",8.3,2.7,4.4,5.9,0,7.8,"Alyssum granatense","1","Local non-specific dispersal",NA,NA
"Alyssum minutum","Alyssum minutum",1.07881,1.84427,0.60412,0.57019,0.28646,0.35902,0.34082,"Alyssum minutum",8.3,3.3,3,8,0,6.7,"Alyssum minutum","1","Local non-specific dispersal",0.0883333333333333,1.02
"Alyssum montanum","Alyssum rostratum_Alyssum scardicum",0.946735,1.901365,0.460655,0.38398,0.319575,0.367195,0.143,"Alyssum rostratum_Alyssum stribrnyi",8.2,3.9,2.8,7.6,0,5.95,"Alyssum montanum","1","Local non-specific dispersal",0.115,0.7182
"Alyssum simplex","Alyssum simplex",1.4944,2.08543,0.62228,0.59638,0.29944,0.36635,0.3276,"Alyssum simplex",9,2.8,2,7,0,NA,"Alyssum simplex","1","Local non-specific dispersal",0.1725,0.834
"Amaranthaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amaranthus","Amaranthus albus_Amaranthus blitoides_Amaranthus blitum_Amaranthus crispus_Amaranthus deflexus_Amaranthus emarginatus_Amaranthus graecizans_Amaranthus retroflexus_Amaranthus viridis",1.89109666666667,2.08078777777778,0.836362222222222,0.830354444444445,0.15027,0.818034444444444,0.673067777777778,"Amaranthus albus_Amaranthus blitoides_Amaranthus blitum_Amaranthus crispus_Amaranthus deflexus_Amaranthus emarginatus_Amaranthus graecizans_Amaranthus retroflexus_Amaranthus viridis",8.25555555555556,4.18888888888889,7.78888888888889,7.01111111111111,0.377777777777778,8.35,"Amaranthus albus_Amaranthus blitoides_Amaranthus blitum_Amaranthus bouchonii_Amaranthus caudatus_Amaranthus crispus_Amaranthus cruentus_Amaranthus deflexus_Amaranthus emarginatus_Amaranthus graecizans_Amaranthus hybridus_Amaranthus powellii_Amaranthus retroflexus_Amaranthus spinosus_Amaranthus viridis","1_2","Local non-specific dispersal",0.554811111111111,0.507209194444444
"Amaranthus albus","Amaranthus albus",1.7728,1.9188,0.7841,0.77846,0.14962,0.61245,0.60775,"Amaranthus albus",8.4,3.7,7.3,7,0.8,NA,"Amaranthus albus","2","Local non-specific dispersal",0.3675,0.3237
"Amaranthus blitoides","Amaranthus blitoides",1.72791,2.02042,0.82075,0.81483,0.14563,0.92684,0.66293,"Amaranthus blitoides",8.8,3.8,8,7.2,0.3,NA,"Amaranthus blitoides","2","Local non-specific dispersal",0.48,1.08323333333333
"Amaranthus blitum","Amaranthus blitum",1.18996,1.78886,0.81386,0.78025,0.16402,0.63899,0.68716,"Amaranthus blitum",7.9,4.4,7.9,6.8,0.3,NA,"Amaranthus blitum","2","Local non-specific dispersal",0.5,0.457016666666666
"Amaranthus blitum emarginatus","Amaranthus emarginatus",1.91678,1.91678,0.84423,0.84423,0.187,0.18755,0.51569,"Amaranthus emarginatus",8,4,8,7,0,7.7,"Amaranthus emarginatus","1","Local non-specific dispersal",0.275,NA
"Amaranthus caudatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amaranthus caudatus","2","Local non-specific dispersal",0.855,0.669
"Amaranthus crispus","Amaranthus crispus",2.10086,2.40792,0.86935,0.86774,0.1303,1.04949,0.76667,"Amaranthus crispus",8.7,4.3,7.7,6.3,0.7,7.8,"Amaranthus crispus","2","Local non-specific dispersal",0.357,NA
"Amaranthus cruentus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amaranthus cruentus","2","Local non-specific dispersal",0.675,NA
"Amaranthus deflexus","Amaranthus deflexus",2.05392,2.28965,0.86845,0.86485,0.13824,1.24386,0.66368,"Amaranthus deflexus",8,4.1,7.4,7,0.3,8.9,"Amaranthus deflexus","2","Local non-specific dispersal",0.47375,0.4
"Amaranthus graecizans","Amaranthus graecizans",2.15786,2.15786,0.8481,0.8481,0.15937,0.97661,0.73727,"Amaranthus graecizans",8.5,4.1,7.9,7.8,0.1,NA,"Amaranthus graecizans","2","Local non-specific dispersal",0.468,0.706933333333333
"Amaranthus hybridus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amaranthus hybridus","2","Local non-specific dispersal",0.93625,0.520738111111111
"Amaranthus powellii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amaranthus powellii","2","Local non-specific dispersal",0.67,0.41
"Amaranthus powellii bouchonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amaranthus bouchonii","2","Local non-specific dispersal",0.5725,0.4
"Amaranthus retroflexus","Amaranthus retroflexus",1.89398,2.021,0.84294,0.83925,0.13309,0.76664,0.75313,"Amaranthus retroflexus",8,4.6,7.9,7,0.6,NA,"Amaranthus retroflexus","2","Local non-specific dispersal",0.754666666666667,0.420888888888889
"Amaranthus spinosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amaranthus spinosus","2","Local non-specific dispersal",0.505,0.195
"Amaranthus tricolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amaranthus viridis","Amaranthus viridis",2.2058,2.2058,0.83548,0.83548,0.14516,0.95988,0.66333,"Amaranthus viridis",8,4.7,8,7,0.3,9,"Amaranthus viridis","2","Local non-specific dispersal",0.4325,0.5
"Ambrosia artemisiifolia","Ambrosia artemisiifolia",1.56932,1.85955,0.74364,0.73293,0.19046,0.70306,0.55121,"Ambrosia artemisiifolia",8.9,4,6.2,7.6,0.2,7.2,"Ambrosia artemisiifolia","5","Anemochory",0.848,4.213
"Ambrosia psilostachya","Ambrosia psilostachya",1.5105,1.68694,0.53333,0.50435,0.14143,0.17606,0.40294,"Ambrosia psilostachya",8.8,3.4,NA,7.8,0.2,7.5,"Ambrosia psilostachya","5","Anemochory",0.54,6.604
"Ambrosia trifida","Ambrosia trifida",1.92911,1.92911,0.85567,0.85567,0.10619,1.16591,0.75556,NA,NA,NA,NA,NA,NA,NA,"Ambrosia trifida","5","Anemochory",1.10125,14.062
"Ammi","Ammi majus",1.96649,2.10318,0.86495,0.86186,0.16875,0.56713,0.64792,"Ammi majus",7.7,3.7,6.7,7.5,0.2,8.6,"Ammi majus","2","Local non-specific dispersal",0.4825,0.607583333333333
"Ammi majus","Ammi majus",1.96649,2.10318,0.86495,0.86186,0.16875,0.56713,0.64792,"Ammi majus",7.7,3.7,6.7,7.5,0.2,8.6,"Ammi majus","2","Local non-specific dispersal",0.4825,0.607583333333333
"Ammi majus majus","Ammi majus",1.96649,2.10318,0.86495,0.86186,0.16875,0.56713,0.64792,"Ammi majus",7.7,3.7,6.7,7.5,0.2,8.6,"Ammi majus","2","Local non-specific dispersal",0.4825,0.607583333333333
"Ammoides pusilla","Ammoides pusilla",0.91985,1.64504,0.75435,0.65652,0.33696,0.21695,0.33404,"Ammoides pusilla",7,2,2,5,0,9,"Ammoides pusilla","1","Local non-specific dispersal",0.105,0.28
"Anacamptis morio","Anacamptis morio",1.41466,1.94279,0.5034,0.47944,0.2702,0.79253,0.22713,"Anacamptis morio",7.6,NA,3.1,NA,0.1,NA,"Anacamptis morio","5","Anemochory",0.217,0.00309
"Anacamptis pyramidalis","Anacamptis pyramidalis",0.83451,1.73551,0.53991,0.43512,0.29521,0.57078,0.15505,"Anacamptis pyramidalis",7.8,3.4,2.5,8.2,0,NA,"Anacamptis pyramidalis","5","Anemochory",0.371,0.000726
"Anacyclus clavatus","Anacyclus clavatus",1.95867,2.13997,0.83162,0.82655,0.225,0.79597,0.49119,"Anacyclus clavatus",8.3,2.7,5.7,5.3,0,7.7,"Anacyclus clavatus","2","Local non-specific dispersal",0.3,0.6
"Anagallis arvensis caerulea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anagyris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anchusa","Anchusa azurea_Anchusa crispa_Anchusa hybrida_Anchusa officinalis_Lycopsis arvensis",1.592334,2.024096,0.722056,0.705508,0.171028,0.448714,0.570018,"Anchusa azurea_Anchusa crispa_Anchusa hybrida_Anchusa officinalis_Lycopsis arvensis",8.28,3.66,5.225,6.3,0.5,7.775,"Anchusa azurea_Anchusa crispa_Anchusa hybrida_Anchusa officinalis_Anchusa puechii_Lycopsis arvensis","3","Myrmecochory",0.50675,8.72420833333333
"Anchusa arvensis","Lycopsis arvensis",1.92947,2.04354,0.8513,0.84649,0.12415,0.35255,0.81886,"Lycopsis arvensis",7.4,3.8,NA,4.8,0,5.8,"Lycopsis arvensis","3","Myrmecochory",0.322,5.41483333333333
"Anchusa azurea","Anchusa azurea",1.30337,1.9704,0.80927,0.77806,0.2,0.62419,0.57662,"Anchusa azurea",8.7,3.5,5.2,7.2,0,NA,"Anchusa azurea","3","Myrmecochory",0.935,21.8
"Anchusa hybrida","Anchusa hybrida",1.7131,2.05813,0.78065,0.77241,0.16404,0.47243,0.51263,"Anchusa hybrida",8,4,6,7,0,9.3,"Anchusa hybrida","3","Myrmecochory",NA,NA
"Anchusa officinalis","Anchusa officinalis",1.42936,1.85853,0.67739,0.65558,0.19658,0.71312,0.36698,"Anchusa officinalis",8.3,3.5,5.2,7,0,7,"Anchusa officinalis","3","Myrmecochory",0.545,4.906
"Anchusa puechii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anchusa puechii","3","Myrmecochory",NA,NA
"Anchusa undulata hybrida","Anchusa crispa",1.58637,2.18988,0.49167,0.475,0.17037,0.08128,0.575,"Anchusa crispa",9,3.5,4.5,5.5,2.5,9,"Anchusa crispa","3","Myrmecochory",0.225,2.776
"Andrachne telephioides","Andrachne telephioides",0.87565,1.7508,0.74571,0.61081,0.225,0.28233,0.34595,"Andrachne telephioides",8.1,3.3,6.3,7.7,0,7.9,"Andrachne telephioides","3","Myrmecochory",0.1475,NA
"Androsace elongata","Androsace elongata",1.64692,1.64641,0.54302,0.54302,0.33721,0.52132,0.3093,"Androsace elongata",8.7,2.8,2,6.5,0,6.7,"Androsace elongata","1","Local non-specific dispersal",0.045,0.3671
"Androsace maxima","Androsace maxima",1.75614,1.85293,0.59291,0.58526,0.34215,0.42187,0.38984,"Androsace maxima",8,3.4,3.5,7,0.6,7.3,"Androsace maxima","1","Local non-specific dispersal",0.0795,1.28288888888889
"Andryala","Andryala integrifolia",0.58295,1.61957,0.61463,0.4422,0.26539,0.33499,0.26098,"Andryala integrifolia",7.7,3.3,NA,5.3,0,8,"Andryala integrifolia_Andryala laxiflora","5","Anemochory",0.375,0.148333333333333
"Andryala integrifolia","Andryala integrifolia",0.58295,1.61957,0.61463,0.4422,0.26539,0.33499,0.26098,"Andryala integrifolia",7.7,3.3,NA,5.3,0,8,"Andryala integrifolia","5","Anemochory",0.375,0.148333333333333
"Andryala rothia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andryala laxiflora","5","Anemochory",NA,NA
"Anemone coronaria","Anemone coronaria",0.43359,1.55713,0.77619,0.53684,0.23333,0.17376,0.33684,"Anemone coronaria",7.3,4.7,4.3,6.3,0,8.3,"Anemone coronaria","1","Local non-specific dispersal",0.22,0.5
"Anemone hortensis","Anemone hortensis",0.2612,1.42026,0.70538,0.32201,0.30076,0.10328,0.17471,"Anemone hortensis",7.3,4.3,3.7,6,0,8.3,"Anemone hortensis","1","Local non-specific dispersal",0.235,1.4131
"Anemonoides nemorosa","Anemone nemorosa",0.09087,1.33498,0.67108,0.18536,0.19408,0.04866,0.1148,"Anemone nemorosa",NA,5.9,NA,5.2,0,NA,"Anemone nemorosa","3","Myrmecochory",0.167666666666667,2.94813333333333
"Anethum graveolens",NA,NA,NA,NA,NA,NA,NA,NA,"Anethum graveolens",7.3,4.5,6.5,6,0,7.4,"Anethum graveolens","2","Local non-specific dispersal",0.81,1.668
"Angelica archangelica","Angelica archangelica",0.8185,1.32338,0.51388,0.41557,0.15361,0.32505,0.1387,"Angelica archangelica",7.1,8.4,8.3,6.3,0.7,4.6,"Angelica archangelica","2","Local non-specific dispersal",1.15166666666667,4.29420833333333
"Angelica sylvestris","Angelica sylvestris",0.56279,1.51574,0.55893,0.39808,0.17902,0.36123,0.15429,"Angelica sylvestris",NA,NA,NA,5.9,0,NA,"Angelica sylvestris","2","Local non-specific dispersal",1.09666666666667,2.16551851851851
"Antennaria dioica","Antennaria dioica",0.83427,1.557,0.40891,0.31546,0.27901,0.12708,0.12179,"Antennaria dioica",7.9,4.2,2.1,3.3,0,3.7,"Antennaria dioica","5","Anemochory",0.129,0.0545
"Anthemis","Anthemis arvensis_Anthemis cotula_Anthemis maritima_Anthemis ruthenica",1.63011,1.964205,0.653005,0.6394025,0.200155,0.414285,0.5819075,"Anthemis arvensis_Anthemis cotula_Anthemis maritima_Anthemis ruthenica",7.9,3.85,4.775,6.1,0.7,7.8,"Anthemis arvensis_Anthemis cotula_Anthemis maritima_Anthemis ruthenica","1_2","Local non-specific dispersal",0.27925,0.653329625
"Anthemis arvensis","Anthemis arvensis",1.48618,2.00096,0.81355,0.79659,0.17609,0.40103,0.7043,"Anthemis arvensis",7.4,4,5.7,NA,0,NA,"Anthemis arvensis","2","Local non-specific dispersal",0.319,0.7880685
"Anthemis arvensis arvensis","Anthemis arvensis",1.48618,2.00096,0.81355,0.79659,0.17609,0.40103,0.7043,"Anthemis arvensis",7.4,4,5.7,NA,0,NA,"Anthemis arvensis","2","Local non-specific dispersal",0.319,0.7880685
"Anthemis arvensis incrassata","Anthemis arvensis",1.48618,2.00096,0.81355,0.79659,0.17609,0.40103,0.7043,"Anthemis arvensis",7.4,4,5.7,NA,0,NA,"Anthemis arvensis","2","Local non-specific dispersal",0.319,0.7880685
"Anthemis cotula","Anthemis cotula",1.86883,2.06954,0.78806,0.78368,0.19344,0.7135,0.60828,"Anthemis cotula",7.3,4.2,5.6,6,0.3,NA,"Anthemis cotula","1","Local non-specific dispersal",0.264,0.4421
"Anthemis maritima","Anthemis maritima",1.59148,1.75163,0.3994,0.3806,0.13901,0.00964,0.59639,"Anthemis maritima",9,4,4.5,7,2.5,9,"Anthemis maritima","1","Local non-specific dispersal",0.25,1.0179
"Anthemis ruthenica","Anthemis ruthenica",1.57395,2.03469,0.61101,0.59674,0.29208,0.53297,0.41866,"Anthemis ruthenica",7.9,3.2,3.3,5.3,0,6.6,"Anthemis ruthenica","1","Local non-specific dispersal",0.284,0.365249999999999
"Anthoxanthum","Anthoxanthum aristatum",1.58511,2.05783,0.62496,0.61018,0.22042,0.39346,0.52675,"Anthoxanthum aristatum_Anthoxanthum pauciflorum",7.7,4.85,3,4.9,0,8,"Anthoxanthum aristatum_Anthoxanthum odoratum","1_2","Local non-specific dispersal",0.275388888888889,0.457993333333333
"Anthoxanthum aristatum","Anthoxanthum aristatum",1.58511,2.05783,0.62496,0.61018,0.22042,0.39346,0.52675,"Anthoxanthum aristatum",7.4,2.7,3,2.8,0,7,"Anthoxanthum aristatum","1","Local non-specific dispersal",0.192777777777778,0.304603333333333
"Anthoxanthum odoratum",NA,NA,NA,NA,NA,NA,NA,NA,"Anthoxanthum pauciflorum",8,7,3,7,0,9,"Anthoxanthum odoratum","2","Local non-specific dispersal",0.358,0.611383333333333
"Anthriscus","Anthriscus caucalis_Anthriscus cerefolium_Anthriscus sylvestris",0.53823,1.46864666666667,0.634526666666667,0.41099,0.191346666666667,0.312763333333333,0.26616,"Anthriscus caucalis_Anthriscus cerefolium_Anthriscus sylvestris",6.75,5.1,7.4,6.43333333333333,0.0333333333333333,6.7,"Anthriscus caucalis_Anthriscus cerefolium_Anthriscus sylvestris","2","Local non-specific dispersal",0.596888888888889,2.58776551851851
"Anthriscus caucalis","Anthriscus caucalis",0.71659,1.49198,0.63276,0.49769,0.20886,0.28893,0.34903,"Anthriscus caucalis",7.3,NA,6.5,6,0.1,NA,"Anthriscus caucalis","2","Local non-specific dispersal",0.452,1.61826666666666
"Anthriscus cerefolium","Anthriscus cerefolium",0.20467,1.36721,0.70111,0.2886,0.20582,0.12401,0.17891,"Anthriscus cerefolium",6.2,5.1,8.3,6.7,0,6.7,"Anthriscus cerefolium","2","Local non-specific dispersal",0.412,2.26606666666666
"Anthriscus sylvestris","Anthriscus sylvestris",0.69343,1.54675,0.56971,0.44668,0.15936,0.52535,0.27054,"Anthriscus sylvestris",NA,NA,7.4,6.6,0,NA,"Anthriscus sylvestris","2","Local non-specific dispersal",0.926666666666667,3.87896322222222
"Anthriscus sylvestris sylvestris","Anthriscus sylvestris",0.69343,1.54675,0.56971,0.44668,0.15936,0.52535,0.27054,"Anthriscus sylvestris",NA,NA,7.4,6.6,0,NA,"Anthriscus sylvestris","2","Local non-specific dispersal",0.926666666666667,3.87896322222222
"Anthyllis circinnata","Hymenocarpos circinnatus",0.78401,1.80097,0.78438,0.57553,0.3161,0.26624,0.33642,"Hymenocarpos circinnatus",8,2.5,NA,6.5,0,10,"Hymenocarpos circinnatus","1","Local non-specific dispersal",0.15,6.3
"Anthyllis vulneraria","Anthyllis vulneraria",1.18552,1.73721,0.45718,0.41387,0.30086,0.38429,0.17697,"Anthyllis vulneraria",7.9,3.8,2.6,7.3,0,NA,"Anthyllis vulneraria","1","Local non-specific dispersal",0.249444444444444,3.82997010416666
"Anthyllis vulneraria vulneraria","Anthyllis vulneraria",1.18552,1.73721,0.45718,0.41387,0.30086,0.38429,0.17697,"Anthyllis vulneraria",7.9,3.8,2.6,7.3,0,NA,"Anthyllis vulneraria","1","Local non-specific dispersal",0.249444444444444,3.82997010416666
"Antirrhinum majus","Antirrhinum majus",0.6067,1.05238,0.60316,0.45312,0.21053,0.24637,0.22828,"Antirrhinum majus",7.1,3.8,5.8,7.1,0.3,NA,"Antirrhinum majus","2","Local non-specific dispersal",0.545,0.1068
"Apera interrupta","Apera interrupta",2.36549,2.33206,0.56552,0.56552,0.33103,0.46443,0.44483,"Apera interrupta",8,3.6,NA,NA,0.6,6.7,"Apera interrupta","1","Local non-specific dispersal",0.2325,0.128933333333333
"Apera spica-venti","Apera spica-venti",1.97,2.05807,0.85089,0.84872,0.12198,0.33878,0.78845,"Apera spica-venti",6.7,5.1,5,4.6,0,5.8,"Apera spica-venti","2","Local non-specific dispersal",0.594,0.115999999999999
"Apera spica-venti spica-venti","Apera spica-venti",1.97,2.05807,0.85089,0.84872,0.12198,0.33878,0.78845,"Apera spica-venti",6.7,5.1,5,4.6,0,5.8,"Apera spica-venti","2","Local non-specific dispersal",0.594,0.115999999999999
"Aphanes arvensis","Aphanes arvensis",1.83228,2.07255,0.79692,0.78859,0.18873,0.46121,0.7487,"Aphanes arvensis",6.8,NA,4.9,4.7,0,NA,"Aphanes arvensis","1","Local non-specific dispersal",0.125,0.299053333333333
"Aphyllanthes","Aphyllanthes monspeliensis",0.38872,1.51144,0.62543,0.27072,0.34302,0.14994,0.16492,"Aphyllanthes monspeliensis",8,3.7,2.7,6.3,0,7.5,"Aphyllanthes monspeliensis","1","Local non-specific dispersal",0.24,2.4650909
"Aphyllanthes monspeliensis","Aphyllanthes monspeliensis",0.38872,1.51144,0.62543,0.27072,0.34302,0.14994,0.16492,"Aphyllanthes monspeliensis",8,3.7,2.7,6.3,0,7.5,"Aphyllanthes monspeliensis","1","Local non-specific dispersal",0.24,2.4650909
"Apiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apium",NA,NA,NA,NA,NA,NA,NA,NA,"Apium graveolens",7.9,7.8,7.2,6.7,2.7,NA,"Apium graveolens","2","Local non-specific dispersal",0.630666666666667,0.400990476190476
"Apium graveolens",NA,NA,NA,NA,NA,NA,NA,NA,"Apium graveolens",7.9,7.8,7.2,6.7,2.7,NA,"Apium graveolens","2","Local non-specific dispersal",0.630666666666667,0.400990476190476
"Aquilegia","Aquilegia vulgaris",0.14912,1.29264,0.63589,0.20301,0.20629,0.09821,0.11544,"Aquilegia vulgaris",6.3,4.8,4.6,7.3,0,5.9,"Aquilegia vulgaris","2","Local non-specific dispersal",0.521,1.44887222222222
"Aquilegia vulgaris","Aquilegia vulgaris",0.14912,1.29264,0.63589,0.20301,0.20629,0.09821,0.11544,"Aquilegia vulgaris",6.3,4.8,4.6,7.3,0,5.9,"Aquilegia vulgaris","2","Local non-specific dispersal",0.521,1.44887222222222
"Arabidopsis","Arabidopsis arenosa_Arabidopsis halleri_Arabidopsis thaliana",0.82452,1.59804666666667,0.597383333333333,0.463483333333333,0.185276666666667,0.33291,0.349926666666667,"Arabidopsis arenosa_Arabidopsis halleri_Arabidopsis thaliana",7.56666666666667,4.8,3.23333333333333,5.03333333333333,0,5.13333333333333,"Arabidopsis arenosa_Arabidopsis halleri_Arabidopsis thaliana","1","Local non-specific dispersal",0.227055555555555,0.0995199629444442
"Arabidopsis arenosa","Arabidopsis arenosa",0.33958,1.31773,0.56138,0.28464,0.20096,0.11783,0.17396,"Arabidopsis arenosa",8,NA,2.2,6.2,0,5.5,"Arabidopsis arenosa","1","Local non-specific dispersal",0.245,0.1062
"Arabidopsis arenosa arenosa","Arabidopsis arenosa",0.33958,1.31773,0.56138,0.28464,0.20096,0.11783,0.17396,"Arabidopsis arenosa",8,NA,2.2,6.2,0,5.5,"Arabidopsis arenosa","1","Local non-specific dispersal",0.245,0.1062
"Arabidopsis halleri","Arabidopsis halleri",0.76879,1.52801,0.52307,0.42405,0.15249,0.47663,0.26307,"Arabidopsis halleri",7.7,6,3.5,3.6,0,4,"Arabidopsis halleri","1","Local non-specific dispersal",0.2295,0.170622222166666
