"original_taxa","original_ID","database_ID","simplified_taxa","accepted_taxa","in_WFO","match","accepted_wfo"
"Plantago major cf. subsp. pleiosperma Pilg., 1937","138903","FR_ANN_BOURGOGNE","Plantago major pleiosperma","Plantago major intermedia","Accepted","Synonym","Plantago major intermedia"
"Plantago major subsp. pleiosperma Pilg., 1937","138903","FR_ANN_BOURGOGNE","Plantago major pleiosperma","Plantago major intermedia","Accepted","Synonym","Plantago major intermedia"
"Polygonum amphibium L., 1753","114641","FR_ANN_BOURGOGNE","Polygonum amphibium","Persicaria amphibia","Accepted","Synonym","Persicaria amphibia"
"Polygonum aviculare cf. subsp. aviculare","139086","FR_ANN_BOURGOGNE","Polygonum aviculare aviculare","Polygonum aviculare","Accepted","Synonym","Polygonum aviculare"
"Polygonum aviculare L. cf. subsp. aviculare","139086","FR_ANN_BOURGOGNE","Polygonum aviculare aviculare","Polygonum aviculare","Accepted","Synonym","Polygonum aviculare"
"Polygonum aviculare L. subsp. aviculare","139086","FR_ANN_BOURGOGNE","Polygonum aviculare aviculare","Polygonum aviculare","Accepted","Synonym","Polygonum aviculare"
"Polygonum aviculare subsp. rurivagum (Jord. ex Boreau) Berher, 1887","139103","FR_ANN_BOURGOGNE","Polygonum aviculare rurivagum","Polygonum rurivagum","Accepted","Synonym","Polygonum rurivagum"
"Polygonum cf. hydropiper","114745","FR_ANN_BOURGOGNE","Polygonum hydropiper","Persicaria hydropiper","Accepted","Synonym","Persicaria hydropiper"
"Polygonum cf. mite","114785","FR_ANN_BOURGOGNE","Polygonum mite","Persicaria mitis","Accepted","Synonym","Persicaria mitis"
"Polygonum cf. persicaria","114822","FR_ANN_BOURGOGNE","Polygonum persicaria","Persicaria maculosa","Accepted","Synonym","Persicaria maculosa"
"Polygonum hydropiper L., 1753","114745","FR_ANN_BOURGOGNE","Polygonum hydropiper","Persicaria hydropiper","Accepted","Synonym","Persicaria hydropiper"
"Polygonum lapathifolium L., 1753","114761","FR_ANN_BOURGOGNE","Polygonum lapathifolium","Persicaria lapathifolia","Accepted","Synonym","Persicaria lapathifolia"
"Polygonum persicaria L., 1753","114822","FR_ANN_BOURGOGNE","Polygonum persicaria","Persicaria maculosa","Accepted","Synonym","Persicaria maculosa"
"Poterium sanguisorba L., 1753","115789","FR_ANN_BOURGOGNE","Poterium sanguisorba","Sanguisorba minor","Accepted","Synonym","Sanguisorba minor"
"Schedonorus arundinaceus (Schreb.) Dumort., 1824","717533","FR_ANN_BOURGOGNE","Schedonorus arundinaceus","Lolium arundinaceum","Accepted","Synonym","Lolium arundinaceum"
"Schedonorus cf. arundinaceus (Schreb.) Dumort., 1824","717533","FR_ANN_BOURGOGNE","Schedonorus arundinaceus","Lolium arundinaceum","Accepted","Synonym","Lolium arundinaceum"
"Schedonorus pratensis (Huds.) P.Beauv., 1812","121479","FR_ANN_BOURGOGNE","Schedonorus pratensis","Lolium pratense","Accepted","Synonym","Lolium pratense"
"Senecio erucifolius L., 1755","122596","FR_ANN_BOURGOGNE","Senecio erucifolius","Jacobaea erucifolia","Accepted","Synonym","Jacobaea erucifolia"
"Setaria cf. italica subsp. viridis (L.) Thell., 1912","718292","FR_ANN_BOURGOGNE","Setaria italica viridis","Setaria viridis","Accepted","Synonym","Setaria viridis"
"Setaria italica subsp. viridis (L.) Thell., 1912","718292","FR_ANN_BOURGOGNE","Setaria italica viridis","Setaria viridis","Accepted","Synonym","Setaria viridis"
"Silene vulgaris (Moench) Garcke subsp. vulgaris","141214","FR_ANN_BOURGOGNE","Silene vulgaris vulgaris","Silene vulgaris","Accepted","Synonym","Silene vulgaris"
"Sinapis arvensis L., 1753","123713","FR_ANN_BOURGOGNE","Sinapis arvensis","Mutarda arvensis","Accepted","Synonym","Mutarda arvensis"
"Sinapis cf. arvensis","123713","FR_ANN_BOURGOGNE","Sinapis arvensis","Mutarda arvensis","Accepted","Synonym","Mutarda arvensis"
"Sinapis cf. arvensis L., 1753","123713","FR_ANN_BOURGOGNE","Sinapis arvensis","Mutarda arvensis","Accepted","Synonym","Mutarda arvensis"
"Solanum nigrum L. subsp. nigrum","141273","FR_ANN_BOURGOGNE","Solanum nigrum nigrum","Solanum nigrum","Accepted","Binomial","Solanum nigrum"
"Solanum nigrum subsp. schultesii (Opiz) Wessely, 1961","141275","FR_ANN_BOURGOGNE","Solanum nigrum schultesii","Solanum nigrum","Accepted","Synonym","Solanum nigrum"
"Stellaria holostea L., 1753","125006","FR_ANN_BOURGOGNE","Stellaria holostea","Rabelera holostea","Accepted","Synonym","Rabelera holostea"
"Taraxacum F.H.Wigg.","198226","FR_ANN_BOURGOGNE","Taraxacum fhwigg","Taraxacum","Accepted","Synonym","Taraxacum"
"Trifolium incarnatum var. incarnatum","141861","FR_ANN_BOURGOGNE","Trifolium incarnatum incarnatum","Trifolium incarnatum","Accepted","Synonym","Trifolium incarnatum"
"Trigonella cf. officinalis (L.) Coulot & Rabaute, 2013","788839","FR_ANN_BOURGOGNE","Trigonella officinalis","Melilotus officinalis","Accepted","Synonym","Melilotus officinalis"
"Trigonella officinalis (L.) Coulot & Rabaute, 2013","788839","FR_ANN_BOURGOGNE","Trigonella officinalis","Melilotus officinalis","Accepted","Synonym","Melilotus officinalis"
"Triticum cf. durum","127727","FR_ANN_BOURGOGNE","Triticum durum","Triticum turgidum durum","Accepted","Synonym","Triticum turgidum subsp. durum"
"Triticum durum Desf., 1798","127727","FR_ANN_BOURGOGNE","Triticum durum","Triticum turgidum durum","Accepted","Synonym","Triticum turgidum subsp. durum"
"Valerianella cf. carinata","128460","FR_ANN_BOURGOGNE","Valerianella carinata","Valeriana carinata","Accepted","Synonym","Valeriana carinata"
"Valerianella cf. dentata","128467","FR_ANN_BOURGOGNE","Valerianella dentata","Valeriana dentata","Accepted","Synonym","Valeriana dentata"
"Valerianella cf. locusta (L.) Laterr., 1821","128476","FR_ANN_BOURGOGNE","Valerianella locusta","Valeriana locusta","Accepted","Synonym","Valeriana locusta"
"Valerianella cf. locusta f. carinata (Loisel.) Devesa, J.López & R.Gonzalo, 2005","718832","FR_ANN_BOURGOGNE","Valerianella locusta carinata","Valeriana carinata","Accepted","Synonym","Valeriana carinata"
"Valerianella dentata (L.) Pollich, 1776","128467","FR_ANN_BOURGOGNE","Valerianella dentata","Valeriana dentata","Accepted","Synonym","Valeriana dentata"
"Valerianella dentata cf. f. rimosa (Bastard) Devesa, J.López & R.Gonzalo, 2005","718830","FR_ANN_BOURGOGNE","Valerianella dentata rimosa","Valeriana rimosa","Accepted","Synonym","Valeriana rimosa"
"Valerianella dentata f. rimosa (Bastard) Devesa, J.López & R.Gonzalo, 2005","718830","FR_ANN_BOURGOGNE","Valerianella dentata rimosa","Valeriana rimosa","Accepted","Synonym","Valeriana rimosa"
"Valerianella locusta f. carinata (Loisel.) Devesa, J.López & R.Gonzalo, 2005","718832","FR_ANN_BOURGOGNE","Valerianella locusta carinata","Valeriana carinata","Accepted","Synonym","Valeriana carinata"
"Valerianella rimosa Bastard, 1814","128491","FR_ANN_BOURGOGNE","Valerianella rimosa","Valeriana rimosa","Accepted","Synonym","Valeriana rimosa"
"Vicia angustifolia L., 1759","129109","FR_ANN_BOURGOGNE","Vicia angustifolia","Vicia sativa nigra","Accepted","Synonym","Vicia sativa nigra"
"Vicia cf. angustifolia L., 1759","129109","FR_ANN_BOURGOGNE","Vicia angustifolia","Vicia sativa nigra","Accepted","Synonym","Vicia sativa nigra"
"Vitis vinifera L. subsp. vinifera","142452","FR_ANN_BOURGOGNE","Vitis vinifera vinifera","Vitis vinifera","Accepted","Synonym","Vitis vinifera"
"Vitis vinifera subsp. vinifera L., 1753","142452","FR_ANN_BOURGOGNE","Vitis vinifera vinifera","Vitis vinifera","Accepted","Synonym","Vitis vinifera"
"Vulpia bromoides (L.) Gray, 1821","129997","FR_ANN_BOURGOGNE","Vulpia bromoides","Festuca bromoides","Accepted","Synonym","Festuca bromoides"
"Vulpia myuros (L.) C.C.Gmel., 1805","130028","FR_ANN_BOURGOGNE","Vulpia myuros","Festuca myuros","Accepted","Synonym","Festuca myuros"
"x Triticosecale rimpaui Wittm., 1899","130471","FR_ANN_BOURGOGNE","x Triticosecale rimpaui","Triticosecale rimpaui","Unchecked","Fuzzy","Triticosecale rimpaui"
"Anchusa italica Retz., 1779","82380","FR_ANN_CASDAR","Anchusa italica","Anchusa azurea","Accepted","Synonym","Anchusa azurea"
"Anisantha diandra (Roth) Tutin ex Tzvelev, 1963","82750","FR_ANN_CASDAR","Anisantha diandra","Bromus diandrus","Accepted","Synonym","Bromus diandrus"
"Anisantha madritensis (L.) Nevski, 1934","86668","FR_ANN_CASDAR","Anisantha madritensis","Bromus madritensis","Accepted","Synonym","Bromus madritensis"
"Anisantha rigida (Roth) Hyl., 1945","82755","FR_ANN_CASDAR","Anisantha rigida","Bromus rigidus","Accepted","Synonym","Bromus rigidus"
"Anisantha sterilis (L.) Nevski, 1934","82757","FR_ANN_CASDAR","Anisantha sterilis","Bromus sterilis","Accepted","Synonym","Bromus sterilis"
"Anisantha tectorum (L.) Nevski, 1934","86778","FR_ANN_CASDAR","Anisantha tectorum","Bromus tectorum","Accepted","Synonym","Bromus tectorum"
"Arenaria leptoclados (Rchb.) Guss., 1844","83596","FR_ANN_CASDAR","Arenaria leptoclados","Arenaria serpyllifolia leptoclados","Accepted","Synonym","Arenaria serpyllifolia subsp. leptoclados"
"Brassica nigra (L.) W.D.J.Koch, 1833","86400","FR_ANN_CASDAR","Brassica nigra","Mutarda nigra","Accepted","Synonym","Mutarda nigra"
"Bromopsis erecta (Huds.) Fourr., 1869","86512","FR_ANN_CASDAR","Bromopsis erecta","Bromus erectus","Accepted","Synonym","Bromus erectus"
"Capsella bursa-pastoris subsp. rubella (Reut.) Hobk., 1869","87862","FR_ANN_CASDAR","Capsella bursa-pastoris rubella","Capsella rubella","Accepted","Synonym","Capsella rubella"
"Cerastium brachypetalum subsp. luridum (Boiss.) Nyman, 1878","133093","FR_ANN_CASDAR","Cerastium brachypetalum luridum","Cerastium brachypetalum roeseri","Accepted","Synonym","Cerastium brachypetalum subsp. roeseri"
"Cerastium ramosissimum Boiss., 1838","90080","FR_ANN_CASDAR","Cerastium ramosissimum","Cerastium gracile","Accepted","Synonym","Cerastium gracile"
"Ceratocephala falcata (L.) Pers., 1805","133165","FR_ANN_CASDAR","Ceratocephala falcata","Ranunculus falcatus","Accepted","Synonym","Ranunculus falcatus"
"Chaenorrhinum minus (L.) Lange, 1870","90316","FR_ANN_CASDAR","Chaenorrhinum minus","Chaenorhinum minus","Accepted","Fuzzy","Chaenorhinum minus"
"Convolvulus sepium L., 1753","87560","FR_ANN_CASDAR","Convolvulus sepium","Calystegia sepium","Accepted","Synonym","Calystegia sepium"
"Cyanus segetum Hill, 1762","89574","FR_ANN_CASDAR","Cyanus segetum","Centaurea cyanus","Accepted","Synonym","Centaurea cyanus"
"Delphinium orientale J.Gay, 1840","92265","FR_ANN_CASDAR","Delphinium orientale","Delphinium ajacis","Accepted","Synonym","Delphinium ajacis"
"Dorycnium hirsutum (L.) Ser., 1825","95269","FR_ANN_CASDAR","Dorycnium hirsutum","Lotus hirsutus","Accepted","Synonym","Lotus hirsutus"
"Dorycnium pentaphyllum Scop., 1772","95279","FR_ANN_CASDAR","Dorycnium pentaphyllum","Lotus dorycnium","Accepted","Synonym","Lotus dorycnium"
"Elytrigia repens (L.) Desv. ex Nevski, 1934","96046","FR_ANN_CASDAR","Elytrigia repens","Elymus repens","Accepted","Synonym","Elymus repens"
"Eruca sativa Mill., 1768","97036","FR_ANN_CASDAR","Eruca sativa","Eruca vesicaria sativa","Accepted","Synonym","Eruca vesicaria subsp. sativa"
"Ervilia sativa Link, 1822","129166","FR_ANN_CASDAR","Ervilia sativa","Vicia ervilia","Accepted","Synonym","Vicia ervilia"
"Ervum tetraspermum L., 1753","129325","FR_ANN_CASDAR","Ervum tetraspermum","Vicia tetrasperma","Accepted","Synonym","Vicia tetrasperma"
"Euphorbia flavicoma subsp. verrucosa (Fiori) Pignatti, 1973","134387","FR_ANN_CASDAR","Euphorbia flavicoma verrucosa","Euphorbia verrucosa","Accepted","Synonym","Euphorbia verrucosa"
"Ficaria verna Huds., 1762","117019","FR_ANN_CASDAR","Ficaria verna","Ranunculus ficaria","Accepted","Synonym","Ranunculus ficaria"
"Knautia timeroyii Jord., 1848","104558","FR_ANN_CASDAR","Knautia timeroyii","Knautia arvensis","Accepted","Fuzzy","Knautia arvensis"
"Lepidium squamatum Forssk., 1775","105680","FR_ANN_CASDAR","Lepidium squamatum","Lepidium coronopus","Accepted","Synonym","Lepidium coronopus"
"Loncomelos pyrenaicus (L.) Hrouda, 1988","106546","FR_ANN_CASDAR","Loncomelos pyrenaicus","Loncomelos pyrenaicum","Accepted","Fuzzy","Loncomelos pyrenaicum"
"Lycopsis arvensis L., 1753","82369","FR_ANN_CASDAR","Lycopsis arvensis","Anchusa arvensis","Accepted","Synonym","Anchusa arvensis"
"Medicago sativa subsp. ambigua (Trautv.) Tutin","107766","FR_ANN_CASDAR","Medicago sativa ambigua","Medicago x varia","Accepted","Synonym","Medicago × varia"
"Medicago sativa subsp. falcata (L.) Arcang., 1882","107610","FR_ANN_CASDAR","Medicago sativa falcata","Medicago falcata","Accepted","Synonym","Medicago falcata"
"Micropyrum tenellum (L.) Link, 1844","108519","FR_ANN_CASDAR","Micropyrum tenellum","Festuca lachenalii","Accepted","Synonym","Festuca lachenalii"
"Minuartia hybrida (Vill.) Schischk., 1936","108597","FR_ANN_CASDAR","Minuartia hybrida","Sabulina tenuifolia hybrida","Accepted","Synonym","Sabulina tenuifolia subsp. hybrida"
"Minuartia laricifolia (L.) Schinz & Thell., 1907","108602","FR_ANN_CASDAR","Minuartia laricifolia","Cherleria laricifolia","Accepted","Synonym","Cherleria laricifolia"
"Neslia paniculata subsp. thracica (Velen.) Bornm., 1894","109589","FR_ANN_CASDAR","Neslia paniculata thracica","Neslia apiculata","Accepted","Synonym","Neslia apiculata"
"Nigella hispanica var. parviflora Coss.","109629","FR_ANN_CASDAR","Nigella hispanica parviflora","Nigella hispanica","Accepted","Synonym","Nigella hispanica"
"Ononis spinosa subsp. maritima (Dumort. ex Piré) P.Fourn., 1937","138212","FR_ANN_CASDAR","Ononis spinosa maritima","Ononis spinosa procurrens","Accepted","Synonym","Ononis spinosa subsp. procurrens"
"Ononis spinosa subsp. maritima (Dumort. ex Piré) P.Fourn., 1937","138212","FR_ANN_CASDAR","Ononis spinosa maritima","Ononis spinosa procurrens","Accepted","Synonym","Ononis spinosa subsp. procurrens"
"Orlaya platycarpos W.D.J.Koch, 1824","111299","FR_ANN_CASDAR","Orlaya platycarpos","Caucalis platycarpos","Accepted","Synonym","Caucalis platycarpos"
"Oxybasis rubra (L.) S.Fuentes, Uotila & Borsch, 2012","717361","FR_ANN_CASDAR","Oxybasis rubra","Chenopodium rubrum","Accepted","Synonym","Chenopodium rubrum"
"Papaver argemone L., 1753","112285","FR_ANN_CASDAR","Papaver argemone","Roemeria argemone","Accepted","Synonym","Roemeria argemone"
"Phelipanche ramosa (L.) Pomel, 1874","113100","FR_ANN_CASDAR","Phelipanche ramosa","Orobanche ramosa","Accepted","Synonym","Orobanche ramosa"
"Phleum nodosum L., 1759","113212","FR_ANN_CASDAR","Phleum nodosum","Phleum pratense","Accepted","Synonym","Phleum pratense"
"Pisum sativum L., 1753","113778","FR_ANN_CASDAR","Pisum sativum","Lathyrus oleraceus","Accepted","Synonym","Lathyrus oleraceus"
"Poa bulbosa var. vivipara Koeler, 1802","149631","FR_ANN_CASDAR","Poa bulbosa vivipara","Poa bulbosa","Accepted","Synonym","Poa bulbosa"
"Podospermum laciniatum (L.) DC., 1805","121962","FR_ANN_CASDAR","Podospermum laciniatum","Scorzonera laciniata","Accepted","Synonym","Scorzonera laciniata"
"Poterium sanguisorba L., 1753","115789","FR_ANN_CASDAR","Poterium sanguisorba","Sanguisorba minor","Accepted","Synonym","Sanguisorba minor"
"Poterium verrucosum Link ex G.Don, 1832","609262","FR_ANN_CASDAR","Poterium verrucosum","Sanguisorba verrucosa","Accepted","Synonym","Sanguisorba verrucosa"
"Rapistrum rugosum subsp. orientale (L.) Arcang., 1882","139849","FR_ANN_CASDAR","Rapistrum rugosum orientale","Rapistrum rugosum","Accepted","Synonym","Rapistrum rugosum"
"Schedonorus arundinaceus (Schreb.) Dumort., 1824","717533","FR_ANN_CASDAR","Schedonorus arundinaceus","Lolium arundinaceum","Accepted","Synonym","Lolium arundinaceum"
"Schedonorus pratensis (Huds.) P.Beauv., 1812","121479","FR_ANN_CASDAR","Schedonorus pratensis","Lolium pratense","Accepted","Synonym","Lolium pratense"
"Setaria italica subsp. viridis (L.) Thell., 1912","123156","FR_ANN_CASDAR","Setaria italica viridis","Setaria viridis","Accepted","Synonym","Setaria viridis"
"Sinapis arvensis L., 1753","123713","FR_ANN_CASDAR","Sinapis arvensis","Mutarda arvensis","Accepted","Synonym","Mutarda arvensis"
"Stellaria holostea L., 1753","125006","FR_ANN_CASDAR","Stellaria holostea","Rabelera holostea","Accepted","Synonym","Rabelera holostea"
"Trigonella officinalis (L.) Coulot & Rabaute, 2013","107942","FR_ANN_CASDAR","Trigonella officinalis","Melilotus officinalis","Accepted","Synonym","Melilotus officinalis"
"Vaccaria hispanica (Mill.) Rauschert, 1965","128330","FR_ANN_CASDAR","Vaccaria hispanica","Gypsophila vaccaria","Accepted","Synonym","Gypsophila vaccaria"
"Valerianella coronata f. pumila (L.) Devesa, J.López & R.Gonzalo, 2005","128489","FR_ANN_CASDAR","Valerianella coronata pumila","Valeriana pumila","Accepted","Synonym","Valeriana pumila"
"Valerianella dentata (L.) Pollich, 1776","128467","FR_ANN_CASDAR","Valerianella dentata","Valeriana dentata","Accepted","Synonym","Valeriana dentata"
"Valerianella dentata f. rimosa (Bastard) Devesa, J.López & R.Gonzalo, 2005","128491","FR_ANN_CASDAR","Valerianella dentata rimosa","Valeriana rimosa","Accepted","Synonym","Valeriana rimosa"
"Valerianella echinata (L.) DC., 1805","128469","FR_ANN_CASDAR","Valerianella echinata","Valeriana echinata","Accepted","Synonym","Valeriana echinata"
"Valerianella eriocarpa Desv., 1809","128470","FR_ANN_CASDAR","Valerianella eriocarpa","Valeriana eriocarpa","Accepted","Synonym","Valeriana eriocarpa"
"Valerianella locusta (L.) Laterr., 1821","128476","FR_ANN_CASDAR","Valerianella locusta","Valeriana locusta","Accepted","Synonym","Valeriana locusta"
"Valerianella locusta f. carinata (Loisel.) Devesa, J.López & R.Gonzalo, 2005","128460","FR_ANN_CASDAR","Valerianella locusta carinata","Valeriana carinata","Accepted","Synonym","Valeriana carinata"
"Vicia angustifolia L., 1759","129109","FR_ANN_CASDAR","Vicia angustifolia","Vicia sativa nigra","Accepted","Synonym","Vicia sativa nigra"
"Vicia angustifolia L., 1759","129332","FR_ANN_CASDAR","Vicia angustifolia","Vicia sativa nigra","Accepted","Synonym","Vicia sativa nigra"
"Vicia dasycarpa Ten., 1829","129153","FR_ANN_CASDAR","Vicia dasycarpa","Vicia villosa varia","Accepted","Synonym","Vicia villosa subsp. varia"
"Vicia pannonica var. purpurascens (DC.) Ser., 1825","142222","FR_ANN_CASDAR","Vicia pannonica purpurascens","Vicia pannonica","Accepted","Synonym","Vicia pannonica"
"Vulpia myuros (L.) C.C.Gmel., 1805","130028","FR_ANN_CASDAR","Vulpia myuros","Festuca myuros","Accepted","Synonym","Festuca myuros"
"Vulpia unilateralis (L.) Stace, 1978","130046","FR_ANN_CASDAR","Vulpia unilateralis","Festuca maritima","Accepted","Synonym","Festuca maritima"
"Aegilops ovata","AEGLO","FR_ANN_MP","Aegilops ovata","Aegilops neglecta","Accepted","Synonym","Aegilops neglecta"
"Anagallis arvensis","ANGAR","FR_ANN_MP","Anagallis arvensis","Lysimachia arvensis","Accepted","Synonym","Lysimachia arvensis"
"Angiospermae sp.","1ANGC","FR_ANN_MP","Angiospermae",NA,"NOT FOUND","NOT FOUND",NA
"Cyanus segetum","CENCY","FR_ANN_MP","Cyanus segetum","Centaurea cyanus","Accepted","Synonym","Centaurea cyanus"
"Polygonum persicaria","POLPE","FR_ANN_MP","Polygonum persicaria","Persicaria maculosa","Accepted","Synonym","Persicaria maculosa"
"Valerianella dentata","VLLDE","FR_ANN_MP","Valerianella dentata","Valeriana dentata","Accepted","Synonym","Valeriana dentata"
"Valerianella dentata f. rimosa","VLLRI","FR_ANN_MP","Valerianella dentata rimosa","Valeriana rimosa","Accepted","Synonym","Valeriana rimosa"
"Valerianella eriocarpa","VLLER","FR_ANN_MP","Valerianella eriocarpa","Valeriana eriocarpa","Accepted","Synonym","Valeriana eriocarpa"
"Vulpia myuros","VLPMY","FR_ANN_MP","Vulpia myuros","Festuca myuros","Accepted","Synonym","Festuca myuros"
"Agrostis curtisii",NA,"FR_ANN_500_ENI","Agrostis curtisii","Alpagrostis setacea","Accepted","Synonym","Alpagrostis setacea"
"Anisantha diandra",NA,"FR_ANN_500_ENI","Anisantha diandra","Bromus diandrus","Accepted","Synonym","Bromus diandrus"
"Anisantha madritensis",NA,"FR_ANN_500_ENI","Anisantha madritensis","Bromus madritensis","Accepted","Synonym","Bromus madritensis"
"Anisantha rubens",NA,"FR_ANN_500_ENI","Anisantha rubens","Bromus rubens","Accepted","Synonym","Bromus rubens"
"Anisantha sterilis",NA,"FR_ANN_500_ENI","Anisantha sterilis","Bromus sterilis","Accepted","Synonym","Bromus sterilis"
"Anisantha tectorum",NA,"FR_ANN_500_ENI","Anisantha tectorum","Bromus tectorum","Accepted","Synonym","Bromus tectorum"
"Anisantha_Bromus",NA,"FR_ANN_500_ENI","Anisantha bromus",NA,"NOT FOUND","NOT FOUND",NA
"Asperula cynanchica",NA,"FR_ANN_500_ENI","Asperula cynanchica","Cynanchica pyrenaica cynanchica","Accepted","Synonym","Cynanchica pyrenaica subsp. cynanchica"
"Astragalus pelecinus",NA,"FR_ANN_500_ENI","Astragalus pelecinus","Biserrula pelecinus","Accepted","Synonym","Biserrula pelecinus"
"Avenula pratensis",NA,"FR_ANN_500_ENI","Avenula pratensis","Helictochloa pratensis","Accepted","Synonym","Helictochloa pratensis"
"Bartsia trixago",NA,"FR_ANN_500_ENI","Bartsia trixago","Bellardia trixago","Accepted","Synonym","Bellardia trixago"
"Beta vulgaris subsp. maritima",NA,"FR_ANN_500_ENI","Beta vulgaris maritima","Beta vulgaris","Accepted","Synonym","Beta vulgaris"
"Beta vulgaris subsp. vulgaris",NA,"FR_ANN_500_ENI","Beta vulgaris vulgaris","Beta vulgaris","Accepted","Synonym","Beta vulgaris"
"Brachypodium rupestre",NA,"FR_ANN_500_ENI","Brachypodium rupestre","Brachypodium pinnatum","Accepted","Synonym","Brachypodium pinnatum"
"Brassica nigra",NA,"FR_ANN_500_ENI","Brassica nigra","Mutarda nigra","Accepted","Synonym","Mutarda nigra"
"Brassicaeae",NA,"FR_ANN_500_ENI","Brassicaeae","Brassicaceae","Accepted","Fuzzy","Brassicaceae"
"Bromopsis erecta",NA,"FR_ANN_500_ENI","Bromopsis erecta","Bromus erectus","Accepted","Synonym","Bromus erectus"
"Bromopsis inermis",NA,"FR_ANN_500_ENI","Bromopsis inermis","Bromus inermis","Accepted","Synonym","Bromus inermis"
"Bromopsis ramosa",NA,"FR_ANN_500_ENI","Bromopsis ramosa","Bromus ramosus","Accepted","Synonym","Bromus ramosus"
"Buglossoides purpurocaerulea",NA,"FR_ANN_500_ENI","Buglossoides purpurocaerulea","Aegonychon purpurocaeruleum","Accepted","Synonym","Aegonychon purpurocaeruleum"
"Centranthus calcitrapae",NA,"FR_ANN_500_ENI","Centranthus calcitrapae","Valeriana calcitrapae","Accepted","Synonym","Valeriana calcitrapae"
"Ceratochloa cathartica",NA,"FR_ANN_500_ENI","Ceratochloa cathartica","Bromus catharticus","Accepted","Synonym","Bromus catharticus"
"Cervaria rivini",NA,"FR_ANN_500_ENI","Cervaria rivini","Peucedanum cervaria","Accepted","Synonym","Peucedanum cervaria"
"Chaenorrhinum minus",NA,"FR_ANN_500_ENI","Chaenorrhinum minus","Chaenorhinum minus","Accepted","Fuzzy","Chaenorhinum minus"
"Convolvulus sepium",NA,"FR_ANN_500_ENI","Convolvulus sepium","Calystegia sepium","Accepted","Synonym","Calystegia sepium"
"Cyanus segetum",NA,"FR_ANN_500_ENI","Cyanus segetum","Centaurea cyanus","Accepted","Synonym","Centaurea cyanus"
"Elytrigia",NA,"FR_ANN_500_ENI","Elytrigia","Elymus","Accepted","Synonym","Elymus"
"Elytrigia campestris",NA,"FR_ANN_500_ENI","Elytrigia campestris","Elymus pungens campestris","Accepted","Synonym","Elymus pungens subsp. campestris"
"Elytrigia repens",NA,"FR_ANN_500_ENI","Elytrigia repens","Elymus repens","Accepted","Synonym","Elymus repens"
"Eruca sativa",NA,"FR_ANN_500_ENI","Eruca sativa","Eruca vesicaria sativa","Accepted","Synonym","Eruca vesicaria subsp. sativa"
"Ervilia hirsuta",NA,"FR_ANN_500_ENI","Ervilia hirsuta","Vicia hirsuta","Accepted","Synonym","Vicia hirsuta"
"Ervum pubescens",NA,"FR_ANN_500_ENI","Ervum pubescens","Vicia pubescens","Accepted","Synonym","Vicia pubescens"
"Ervum tetraspermum",NA,"FR_ANN_500_ENI","Ervum tetraspermum","Vicia tetrasperma","Accepted","Synonym","Vicia tetrasperma"
"Festuca_Schedonorus",NA,"FR_ANN_500_ENI","Festuca schedonorus",NA,"NOT FOUND","NOT FOUND",NA
"Ficaria verna",NA,"FR_ANN_500_ENI","Ficaria verna","Ranunculus ficaria","Accepted","Synonym","Ranunculus ficaria"
"Gnaphalium antillanum",NA,"FR_ANN_500_ENI","Gnaphalium antillanum","Gamochaeta antillana","Accepted","Synonym","Gamochaeta antillana"
"Hainardia cylindrica",NA,"FR_ANN_500_ENI","Hainardia cylindrica","Parapholis cylindrica","Accepted","Synonym","Parapholis cylindrica"
"Hymenocarpos circinnatus",NA,"FR_ANN_500_ENI","Hymenocarpos circinnatus","Anthyllis circinnata","Accepted","Synonym","Anthyllis circinnata"
"Linum usitatissimum subsp. angustifolium",NA,"FR_ANN_500_ENI","Linum usitatissimum angustifolium","Linum bienne","Accepted","Synonym","Linum bienne"
"Lolium x boucheanum",NA,"FR_ANN_500_ENI","Lolium x boucheanum","Lolium boucheanum","Accepted","Synonym","Lolium boucheanum"
"Lycopsis arvensis",NA,"FR_ANN_500_ENI","Lycopsis arvensis","Anchusa arvensis","Accepted","Synonym","Anchusa arvensis"
"Minuartia hybrida",NA,"FR_ANN_500_ENI","Minuartia hybrida","Sabulina tenuifolia hybrida","Accepted","Synonym","Sabulina tenuifolia subsp. hybrida"
"NA2",NA,"FR_ANN_500_ENI","",NA,"NOT FOUND","NOT FOUND",NA
"NA3",NA,"FR_ANN_500_ENI","",NA,"NOT FOUND","NOT FOUND",NA
"Oxalis fontana",NA,"FR_ANN_500_ENI","Oxalis fontana","Oxalis stricta","Accepted","Synonym","Oxalis stricta"
"Parthenocissus inserta",NA,"FR_ANN_500_ENI","Parthenocissus inserta","Parthenocissus quinquefolia","Accepted","Synonym","Parthenocissus quinquefolia"
"Phelipanche nana",NA,"FR_ANN_500_ENI","Phelipanche nana","Orobanche nana","Accepted","Synonym","Orobanche nana"
"Picris_Helminthotheca",NA,"FR_ANN_500_ENI","Picris helminthotheca",NA,"NOT FOUND","NOT FOUND",NA
"Podospermum laciniatum",NA,"FR_ANN_500_ENI","Podospermum laciniatum","Scorzonera laciniata","Accepted","Synonym","Scorzonera laciniata"
"Poterium",NA,"FR_ANN_500_ENI","Poterium","Sanguisorba","Accepted","Synonym","Sanguisorba"
