"accepted_taxa","full_name","wfo_rank"
"Parameconopsis cambrica","Parameconopsis cambrica (L.) Grey-Wilson","species"
"Parapholis cylindrica","Parapholis cylindrica (Willd.) Romero Zarco","species"
"Pardoglossum cheirifolium","Pardoglossum cheirifolium (L.) Barbier & Mathez","species"
"Parentucellia","Parentucellia Viv.","genus"
"Parentucellia latifolia","Parentucellia latifolia (L.) Caruel","species"
"Parentucellia viscosa","Parentucellia viscosa (L.) Caruel","species"
"Parietaria judaica","Parietaria judaica L.","species"
"Paronychia","Paronychia Mill.","genus"
"Parthenocissus","Parthenocissus Planch.","genus"
"Parthenocissus quinquefolia","Parthenocissus quinquefolia (L.) Planch.","species"
"Paspalum","Paspalum L.","genus"
"Paspalum dilatatum","Paspalum dilatatum Poir.","species"
"Paspalum distichum","Paspalum distichum L.","species"
"Pastinaca","Pastinaca L.","genus"
"Pastinaca sativa","Pastinaca sativa L.","species"
"Pelargonium","Pelargonium L'Hér.","genus"
"Persicaria","Persicaria (L.) Mill.","genus"
"Persicaria acuminata","Persicaria acuminata (Kunth) M.Gómez","species"
"Persicaria amphibia","Persicaria amphibia (L.) Delarbre","species"
"Persicaria bistorta","Persicaria bistorta (L.) Samp.","species"
"Persicaria dubia","Persicaria dubia (Stein ex A.Braun) Fourr.","species"
"Persicaria hydropiper","Persicaria hydropiper (L.) Delarbre","species"
"Persicaria lapathifolia","Persicaria lapathifolia (L.) Delarbre","species"
"Persicaria maculosa","Persicaria maculosa Gray","species"
"Persicaria minor","Persicaria minor Opiz","species"
"Persicaria mitis","Persicaria mitis (Schrank) Holub","species"
"Petasites hybridus","Petasites hybridus (L.) G.Gaertn., B.Mey. & Scherb.","species"
"Petrorhagia prolifera","Petrorhagia prolifera (L.) P.W.Ball & Heywood","species"
"Petrorhagia saxifraga","Petrorhagia saxifraga Link","species"
"Petrosedum sediforme","Petrosedum sediforme (Jacq.) Grulich","species"
"Petroselinum","Petroselinum Hill","genus"
"Petroselinum crispum","Petroselinum crispum (Mill.) Fuss","species"
"Peucedanum cervaria","Peucedanum cervaria (L.) Lapeyr.","species"
"Peucedanum oreoselinum","Peucedanum oreoselinum Moench","species"
"Peucedanum palustre","Peucedanum palustre (L.) Moench","species"
"Phacelia tanacetifolia","Phacelia tanacetifolia Benth.","species"
"Phalaris","Phalaris L.","genus"
"Phalaris aquatica","Phalaris aquatica L.","species"
"Phalaris arundinacea","Phalaris arundinacea L.","species"
"Phalaris brachystachys","Phalaris brachystachys Link","species"
"Phalaris canariensis","Phalaris canariensis L.","species"
"Phalaris coerulescens","Phalaris coerulescens Desf.","species"
"Phalaris minor","Phalaris minor Retz.","species"
"Phalaris paradoxa","Phalaris paradoxa L.","species"
"Phedimus spurius","Phedimus spurius (M.Bieb.) 't Hart","species"
"Phillyrea latifolia","Phillyrea latifolia L.","species"
"Phleum","Phleum L.","genus"
"Phleum arenarium","Phleum arenarium L.","species"
"Phleum exaratum","Phleum exaratum Griseb.","species"
"Phleum hirsutum","Phleum hirsutum Honck.","species"
"Phleum paniculatum","Phleum paniculatum Huds.","species"
"Phleum phleoides","Phleum phleoides (L.) H.Karst.","species"
"Phleum pratense","Phleum pratense L.","species"
"Phleum subulatum","Phleum subulatum (Savi) Asch. & Graebn.","species"
"Phragmites","Phragmites Adans.","genus"
"Phragmites australis","Phragmites australis (Cav.) Steud.","species"
"Physalis peruviana","Physalis peruviana L.","species"
"Physalis viscosa","Physalis viscosa L.","species"
"Physocarpus opulifolius","Physocarpus opulifolius (L.) Maxim.","species"
"Phytolacca","Phytolacca L.","genus"
"Phytolacca americana","Phytolacca americana L.","species"
"Phytolacca dodecandra","Phytolacca dodecandra L'Hér.","species"
"Picea abies","Picea abies (L.) H.Karst.","species"
"Picnomon acarna","Picnomon acarna (L.) Cass.","species"
"Picris","Picris L.","genus"
"Picris angustifolia","Picris angustifolia DC.","species"
"Picris hieracioides","Picris hieracioides Sm.","species"
"Pilosella","Pilosella Hill","genus"
"Pilosella aurantiaca","Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip.","species"
"Pilosella officinarum","Pilosella officinarum F.W.Schultz & Sch.Bip.","species"
"Pilosella officinarum","Pilosella officinarum Vaill.","species"
"Pilosella piloselloides","Pilosella piloselloides (Vill.) Soják","species"
"Pimpinella","Pimpinella L.","genus"
"Pimpinella major","Pimpinella major Huds.","species"
"Pimpinella saxifraga","Pimpinella saxifraga L.","species"
"Pinus halepensis","Pinus halepensis Mill.","species"
"Pinus nigra","Pinus nigra J.F.Arnold","species"
"Pinus sylvestris","Pinus sylvestris L.","species"
"Piptatherum","Piptatherum P.Beauv.","genus"
"Piptatherum miliaceum","Piptatherum miliaceum Coss.","species"
"Pistacia lentiscus","Pistacia lentiscus L.","species"
"Pistacia terebinthus","Pistacia terebinthus L.","species"
"Pistacia vera","Pistacia vera L.","species"
"Plantago","Plantago L.","genus"
"Plantago afra","Plantago afra L.","species"
"Plantago albicans","Plantago albicans L.","species"
"Plantago altissima","Plantago altissima L.","species"
"Plantago argentea","Plantago argentea Chaix","species"
"Plantago barbata","Plantago barbata G.Forst.","species"
"Plantago barbata barbata","Plantago barbata subsp. barbata ","subspecies"
"Plantago bellardii","Plantago bellardii All.","species"
"Plantago coronopus","Plantago coronopus L.","species"
"Plantago indica","Plantago indica L.","species"
"Plantago lagopus","Plantago lagopus L.","species"
"Plantago lanceolata","Plantago lanceolata L.","species"
"Plantago major","Plantago major L.","species"
"Plantago major intermedia","Plantago major subsp. intermedia (Gilib.) Lange","subspecies"
"Plantago major major","Plantago major subsp. major ","subspecies"
"Plantago media","Plantago media L.","species"
"Plantago monosperma","Plantago monosperma Pourr.","species"
"Plantago weldenii","Plantago weldenii Rchb.","species"
"Platycapnos spicatus","Platycapnos spicatus (L.) Bernh.","species"
"Poa","Poa L.","genus"
"Poa angustifolia","Poa angustifolia L.","species"
"Poa annua","Poa annua L.","species"
"Poa bulbosa","Poa bulbosa L.","species"
"Poa compressa","Poa compressa L.","species"
"Poa infirma","Poa infirma Kunth","species"
"Poa nemoralis","Poa nemoralis L.","species"
"Poa palustris","Poa palustris L.","species"
"Poa pratensis","Poa pratensis L.","species"
"Poa trivialis","Poa trivialis L.","species"
"Poaceae","Poaceae Barnhart","family"
"Polycarpon tetraphyllum","Polycarpon tetraphyllum (L.) L.","species"
"Polycnemum","Polycnemum L.","genus"
"Polycnemum arvense","Polycnemum arvense L.","species"
"Polycnemum majus","Polycnemum majus A.Braun ex Bogenh.","species"
"Polygala calcarea","Polygala calcarea F.W.Schultz","species"
"Polygala comosa","Polygala comosa Schkuhr","species"
"Polygala monspeliaca","Polygala monspeliaca L.","species"
"Polygala vulgaris","Polygala vulgaris L.","species"
"Polygonatum","Polygonatum Mill.","genus"
"Polygonatum multiflorum","Polygonatum multiflorum (L.) All.","species"
"Polygonum","Polygonum L.","genus"
"Polygonum aviculare","Polygonum aviculare L.","species"
"Polygonum bellardii","Polygonum bellardii All.","species"
"Polypogon monspeliensis","Polypogon monspeliensis (L.) Desf.","species"
"Polypogon viridis","Polypogon viridis (Gouan) Breistr.","species"
"Populus","Populus L.","genus"
"Populus alba","Populus alba L.","species"
"Populus deltoides","Populus deltoides W.Bartram ex Marshall","species"
"Populus nigra","Populus nigra L.","species"
"Populus tremula","Populus tremula L.","species"
"Populus x canadensis","Populus × canadensis Moench","species"
"Populus x canescens","Populus × canescens (Aiton) Sm.","species"
"Porophyllum ruderale macrocephalum","Porophyllum ruderale subsp. macrocephalum (DC.) R.R.Johnson","subspecies"
"Portulaca","Portulaca L.","genus"
"Portulaca oleracea","Portulaca oleracea L.","species"
"Potamogeton","Potamogeton L.","genus"
"Potamogeton berchtoldii","Potamogeton berchtoldii Fieber","species"
"Potamogeton lucens","Potamogeton lucens L.","species"
"Potentilla","Potentilla L.","genus"
"Potentilla anglica","Potentilla anglica Laichard.","species"
"Potentilla argentea","Potentilla argentea L.","species"
"Potentilla crantzii","Potentilla crantzii (Crantz) Beck ex Fritsch","species"
"Potentilla erecta","Potentilla erecta (L.) Raeusch.","species"
"Potentilla indica","Potentilla indica (Andrews) Th.Wolf","species"
"Potentilla micrantha","Potentilla micrantha Ramond ex DC.","species"
"Potentilla norvegica","Potentilla norvegica L.","species"
"Potentilla pusilla","Potentilla pusilla Host","species"
"Potentilla recta","Potentilla recta L.","species"
"Potentilla reptans","Potentilla reptans L.","species"
"Potentilla sterilis","Potentilla sterilis (L.) Garcke","species"
"Potentilla supina","Potentilla supina L.","species"
"Potentilla verna","Potentilla verna L.","species"
"Primula","Primula L.","genus"
"Primula elatior","Primula elatior Hill","species"
"Primula latifolia","Primula latifolia Lapeyr.","species"
"Primula veris","Primula veris L.","species"
"Primula vulgaris","Primula vulgaris Huds.","species"
"Primulaceae","Primulaceae Batsch ex Borkh.","family"
"Prunella","Prunella L.","genus"
"Prunella grandiflora","Prunella grandiflora (L.) Turra","species"
"Prunella laciniata","Prunella laciniata (L.) L.","species"
"Prunella vulgaris","Prunella vulgaris L.","species"
"Prunus","Prunus L.","genus"
"Prunus avium","Prunus avium (L.) L.","species"
"Prunus cerasifera","Prunus cerasifera Ehrh.","species"
"Prunus cerasus","Prunus cerasus L.","species"
"Prunus domestica","Prunus domestica L.","species"
"Prunus dulcis","Prunus dulcis (Mill.) Rchb.","species"
"Prunus laurocerasus","Prunus laurocerasus L.","species"
"Prunus mahaleb","Prunus mahaleb L.","species"
"Prunus padus","Prunus padus L.","species"
"Prunus serotina","Prunus serotina Ehrh.","species"
"Prunus spinosa","Prunus spinosa L.","species"
"Psammophiliella muralis","Psammophiliella muralis (L.) Ikonn.","species"
"Psoralea","Psoralea L.","genus"
"Pteridium","Pteridium Gleditsch; Scopoli","genus"
"Pteridium aquilinum","Pteridium aquilinum (L.) Kuhn","species"
"Pterolepis glomerata","Pterolepis glomerata (Rottb.) Miq.","species"
"Pulicaria arabica","Pulicaria arabica (L.) Cass.","species"
"Pulicaria dysenterica","Pulicaria dysenterica Gaertn.","species"
"Pulicaria odora","Pulicaria odora (L.) Rchb.","species"
"Pulicaria vulgaris","Pulicaria vulgaris Gaertn.","species"
"Pulmonaria","Pulmonaria L.","genus"
"Pulmonaria officinalis","Pulmonaria officinalis L.","species"
"Pyrus communis","Pyrus communis L.","species"
"Quercus","Quercus L.","genus"
"Quercus cerris","Quercus cerris L.","species"
"Quercus coccifera","Quercus coccifera L.","species"
"Quercus ilex","Quercus ilex L.","species"
"Quercus petraea","Quercus petraea (Matt.) Liebl.","species"
"Quercus pubescens","Quercus pubescens Willd.","species"
"Quercus robur","Quercus robur L.","species"
"Quercus rubra","Quercus rubra L.","species"
"Quercus suber","Quercus suber L.","species"
"Rabelera holostea","Rabelera holostea (L.) M.T.Sharples & E.A.Tripp","species"
"Ranunculus","Ranunculus L.","genus"
"Ranunculus acris","Ranunculus acris L.","species"
"Ranunculus arvensis","Ranunculus arvensis L.","species"
"Ranunculus auricomus","Ranunculus auricomus L.","species"
"Ranunculus breyninus","Ranunculus breyninus Crantz","species"
"Ranunculus bulbosus","Ranunculus bulbosus L.","species"
"Ranunculus falcatus","Ranunculus falcatus L.","species"
"Ranunculus ficaria","Ranunculus ficaria L.","species"
"Ranunculus flammula","Ranunculus flammula L.","species"
"Ranunculus gramineus","Ranunculus gramineus L.","species"
"Ranunculus lanuginosus","Ranunculus lanuginosus L.","species"
"Ranunculus macrophyllus","Ranunculus macrophyllus Desf.","species"
"Ranunculus minimus","Ranunculus minimus E.H.L.Krause","species"
"Ranunculus muricatus","Ranunculus muricatus L.","species"
"Ranunculus paludosus","Ranunculus paludosus Poir.","species"
"Ranunculus parviflorus","Ranunculus parviflorus L.","species"
"Ranunculus repens","Ranunculus repens L.","species"
"Ranunculus reptans","Ranunculus reptans L.","species"
"Ranunculus sardous","Ranunculus sardous Crantz","species"
"Ranunculus sceleratus","Ranunculus sceleratus L.","species"
"Ranunculus tuberosus","Ranunculus tuberosus Lapeyr.","species"
"Raphanus","Raphanus L.","genus"
"Raphanus raphanistrum","Raphanus raphanistrum L.","species"
"Raphanus sativus","Raphanus sativus L.","species"
"Rapistrum perenne","Rapistrum perenne (L.) All.","species"
"Rapistrum rugosum","Rapistrum rugosum (L.) All.","species"
"Reichardia","Reichardia Roth","genus"
"Reichardia picroides","Reichardia picroides (L.) Roth","species"
"Reseda","Reseda Tourn. ex L.","genus"
"Reseda alba","Reseda alba L.","species"
"Reseda lanceolata","Reseda lanceolata Lag.","species"
"Reseda lutea","Reseda lutea L.","species"
"Reseda luteola","Reseda luteola L.","species"
"Reseda phyteuma","Reseda phyteuma L.","species"
"Reseda undata","Reseda undata L.","species"
"Retama sphaerocarpa","Retama sphaerocarpa (L.) Boiss.","species"
"Reynoutria japonica","Reynoutria japonica Houtt.","species"
"Rhagadiolus edulis","Rhagadiolus edulis Gaertn.","species"
"Rhagadiolus stellatus","Rhagadiolus stellatus (L.) Gaertn.","species"
"Rhamnus","Rhamnus L.","genus"
"Rhamnus alaternus","Rhamnus alaternus L.","species"
"Rhamnus cathartica","Rhamnus cathartica L.","species"
"Rhamnus saxatilis","Rhamnus saxatilis Jacq.","species"
"Rheum rhabarbarum","Rheum rhabarbarum L.","species"
"Rheum x hybridum","Rheum × hybridum Murray","species"
"Rhinanthus","Rhinanthus L.","genus"
"Rhinanthus alectorolophus","Rhinanthus alectorolophus (Scop.) Pollich","species"
"Rhinanthus minor","Rhinanthus minor L.","species"
"Rhinanthus pumilus","Rhinanthus pumilus (Sterneck) Pau","species"
"Rhizogemma staphylina","Rhizogemma staphylina (H.Whitehouse) Bonfim Santos, Siebel & Fedosov","species"
"Ribes uva-crispa","Ribes uva-crispa L.","species"
"Riccia","Riccia L.","genus"
"Riccia sorocarpa","Riccia sorocarpa Bisch.","species"
"Riccia warnstorfii","Riccia warnstorfii Limpr. ex Warnst.","species"
"Ridolfia segetum","Ridolfia segetum (Guss.) Moris","species"
"Robinia pseudoacacia","Robinia pseudoacacia L.","species"
"Roemeria apula","Roemeria apula (Ten.) Banfi, Bartolucci, J.-M.Tison & Galasso","species"
"Roemeria argemone","Roemeria argemone (L.) C.Morales, R.Mend. & Romero García","species"
"Roemeria hispida","Roemeria hispida (Lam.)  Stace","species"
"Roemeria hybrida","Roemeria hybrida (L.) DC.","species"
"Rorippa","Rorippa Scop.","genus"
"Rorippa amphibia","Rorippa amphibia (L.) Besser","species"
"Rorippa austriaca","Rorippa austriaca (Crantz) Besser","species"
"Rorippa islandica","Rorippa islandica (Oeder) Borbás","species"
"Rorippa palustris","Rorippa palustris (L.) Besser","species"
"Rorippa sylvestris","Rorippa sylvestris (L.) Besser","species"
"Rorippa x armoracioides","Rorippa × armoracioides (Tausch) Fuss","species"
"Rosa","Rosa L.","genus"
"Rosa agrestis","Rosa agrestis Savi","species"
"Rosa arvensis","Rosa arvensis Huds.","species"
"Rosa canina","Rosa canina L.","species"
"Rosa multiflora","Rosa multiflora Thunb.","species"
"Rosa rubiginosa","Rosa rubiginosa L.","species"
"Rosa sempervirens","Rosa sempervirens L.","species"
"Rosaceae","Rosaceae Juss.","family"
"Rostraria","Rostraria Trin.","genus"
"Rostraria cristata","Rostraria cristata (L.) Tzvelev","species"
"Rubia peregrina","Rubia peregrina L.","species"
"Rubia tinctorum","Rubia tinctorum L.","species"
"Rubiaceae","Rubiaceae Juss.","family"
"Rubus","Rubus L.","genus"
"Rubus arcticus","Rubus arcticus L.","species"
"Rubus armeniacus","Rubus armeniacus Focke","species"
"Rubus caesius","Rubus caesius L.","species"
"Rubus fruticosus","Rubus fruticosus L.","species"
"Rubus idaeus","Rubus idaeus L.","species"
"Rubus idenus","Rubus idenus L.","species"
"Rubus polonicus","Rubus polonicus Weston","species"
"Rubus spectabilis","Rubus spectabilis Pursh","species"
"Rubus ulmifolius","Rubus ulmifolius Schott","species"
"Rubus vestitus","Rubus vestitus Weihe","species"
"Rumex","Rumex L.","genus"
"Rumex acetosa","Rumex acetosa L.","species"
"Rumex acetosella","Rumex acetosella L.","species"
"Rumex aquitanicus","Rumex aquitanicus Rechinger","species"
"Rumex bucephalophorus","Rumex bucephalophorus L.","species"
"Rumex confertus","Rumex confertus Willd.","species"
"Rumex conglomeratus","Rumex conglomeratus Murray","species"
"Rumex crispus","Rumex crispus L.","species"
"Rumex cristatus","Rumex cristatus DC.","species"
"Rumex longifolius","Rumex longifolius DC.","species"
"Rumex obtusifolius","Rumex obtusifolius L.","species"
"Rumex palustris","Rumex palustris Sm.","species"
"Rumex patientia","Rumex patientia L.","species"
"Rumex pulcher","Rumex pulcher L.","species"
"Rumex roseus","Rumex roseus L.","species"
"Rumex sanguineus","Rumex sanguineus L.","species"
"Rumex scutatus","Rumex scutatus L.","species"
"Rumex stenophyllus","Rumex stenophyllus Ledeb.","species"
"Rumex thyrsiflorus","Rumex thyrsiflorus Fingerh.","species"
"Rumex thyrsoides","Rumex thyrsoides Desf.","species"
"Rumex x pratensis","Rumex × pratensis Mert. & W.D.J.Koch","species"
"Ruscus","Ruscus L.","genus"
"Ruscus aculeatus","Ruscus aculeatus L.","species"
"Ruta chalepensis","Ruta chalepensis L.","species"
"Ruta graveolens","Ruta graveolens L.","species"
"Sabulina mediterranea","Sabulina mediterranea (Ledeb. ex Link) Rchb.","species"
"Sabulina tenuifolia","Sabulina tenuifolia (L.) Rchb.","species"
"Sabulina tenuifolia hybrida","Sabulina tenuifolia subsp. hybrida (Vill.) Dillenb.","subspecies"
"Sabulina tenuifolia palaestina","Sabulina tenuifolia var. palaestina (McNeill) Iamonico","variety"
"Sagina","Sagina L.","genus"
"Sagina apetala","Sagina apetala Ard.","species"
"Sagina procumbens","Sagina procumbens L.","species"
"Salix","Salix L.","genus"
"Salix alba","Salix alba L.","species"
"Salix atrocinerea","Salix atrocinerea Brot.","species"
"Salix aurita","Salix aurita Host","species"
"Salix caprea","Salix caprea L.","species"
"Salix cinerea","Salix cinerea L.","species"
"Salix myrsinifolia","Salix myrsinifolia Salisb.","species"
"Salix purpurea","Salix purpurea L.","species"
"Salix triandra","Salix triandra L.","species"
"Salix x fragilis","Salix × fragilis L.","species"
"Salsola kali","Salsola kali L.","species"
"Salsola vermiculata","Salsola vermiculata L.","species"
"Salvia","Salvia L.","genus"
"Salvia nemorosa","Salvia nemorosa L.","species"
"Salvia officinalis","Salvia officinalis L.","species"
"Salvia pratensis","Salvia pratensis L.","species"
"Salvia rosmarinus","Salvia rosmarinus Spenn.","species"
"Salvia sclarea","Salvia sclarea L.","species"
"Salvia verbenaca","Salvia verbenaca L.","species"
"Salvia verticillata","Salvia verticillata L.","species"
"Salvia viridis","Salvia viridis L.","species"
"Sambucus","Sambucus L.","genus"
"Sambucus ebulus","Sambucus ebulus L.","species"
"Sambucus nigra","Sambucus nigra L.","species"
"Sanguisorba","Sanguisorba L.","genus"
"Sanguisorba minor","Sanguisorba minor Scop.","species"
"Sanguisorba minor minor","Sanguisorba minor subsp. minor ","subspecies"
"Sanguisorba officinalis","Sanguisorba officinalis L.","species"
"Sanguisorba verrucosa","Sanguisorba verrucosa (Link ex G.Don) Ces.","species"
"Santolina chamaecyparissus","Santolina chamaecyparissus L.","species"
"Saponaria ocymoides","Saponaria ocymoides L.","species"
"Saponaria officinalis","Saponaria officinalis L.","species"
"Satureja","Satureja L.","genus"
"Satureja montana","Satureja montana L.","species"
"Saxifraga granulata","Saxifraga granulata L.","species"
"Saxifraga tridactylites","Saxifraga tridactylites L.","species"
"Scabiosa","Scabiosa L.","genus"
"Scabiosa atropurpurea","Scabiosa atropurpurea L.","species"
"Scabiosa columbaria","Scabiosa columbaria L.","species"
"Scabiosa lucida","Scabiosa lucida Vill.","species"
"Scandix australis","Scandix australis L.","species"
"Scandix pecten-veneris","Scandix pecten-veneris L.","species"
"Scirpoides holoschoenus","Scirpoides holoschoenus (L.) Soják","species"
"Scirpus sylvaticus","Scirpus sylvaticus L.","species"
"Scleranthus annuus","Scleranthus annuus L.","species"
"Scleranthus perennis","Scleranthus perennis L.","species"
"Sclerochloa dura","Sclerochloa dura (L.) P.Beauv.","species"
"Scolymus","Scolymus L.","genus"
"Scolymus hispanicus","Scolymus hispanicus L.","species"
"Scolymus maculatus","Scolymus maculatus L.","species"
"Scorpiurus muricatus","Scorpiurus muricatus L.","species"
"Scorpiurus vermiculatus","Scorpiurus vermiculatus L.","species"
"Scorzonera","Scorzonera L.","genus"
"Scorzonera laciniata","Scorzonera laciniata L.","species"
"Scorzonera laciniata","Scorzonera laciniata Jacq.","species"
"Scorzonera sect podospermum","Scorzonera sect. Podospermum (DC.) Benth. & Hook.f.","section"
"Scorzoneroides","Scorzoneroides Moench","genus"
"Scorzoneroides autumnalis","Scorzoneroides autumnalis (L.) Moench","species"
"Scrophularia auriculata","Scrophularia auriculata L.","species"
"Scrophularia nodosa","Scrophularia nodosa L.","species"
"Scutellaria galericulata","Scutellaria galericulata L.","species"
"Secale","Secale L.","genus"
"Secale cereale","Secale cereale L.","species"
"Sedum","Sedum L.","genus"
"Sedum acre","Sedum acre L.","species"
"Sedum album","Sedum album L.","species"
"Sedum anglicum","Sedum anglicum Huds.","species"
"Sedum rubens","Sedum rubens L.","species"
"Selinum carvifolium","Selinum carvifolium (L.) L.","species"
"Senecio","Senecio L.","genus"
"Senecio gallicus","Senecio gallicus Vill.","species"
"Senecio inaequidens","Senecio inaequidens DC.","species"
"Senecio leucanthemifolius","Senecio leucanthemifolius Poir.","species"
"Senecio leucanthemifolius vernalis","Senecio leucanthemifolius subsp. vernalis (Waldst. & Kit.) Greuter","subspecies"
"Senecio lividus","Senecio lividus L.","species"
"Senecio sylvaticus","Senecio sylvaticus L.","species"
"Senecio viscosus","Senecio viscosus L.","species"
"Senecio vulgaris","Senecio vulgaris L.","species"
"Serapias lingua","Serapias lingua L.","species"
"Serapias vomeracea","Serapias vomeracea (Burm.f.) Briq.","species"
"Setaria","Setaria P.Beauv.","genus"
"Setaria adhaerens","Setaria adhaerens (Forssk.) Chiov.","species"
"Setaria faberi","Setaria faberi R.A.W.Herrm.","species"
"Setaria italica","Setaria italica (L.) P.Beauv.","species"
"Setaria parviflora","Setaria parviflora (Poir.) Kerguélen","species"
"Setaria pumila","Setaria pumila (Poir.) Roem. & Schult.","species"
"Setaria verticillata","Setaria verticillata (L.) P.Beauv.","species"
"Setaria viridis","Setaria viridis (L.) P.Beauv.","species"
"Sherardia","Sherardia L.","genus"
"Sherardia arvensis","Sherardia arvensis L.","species"
"Sicyos","Sicyos L.","genus"
"Sicyos angulatus","Sicyos angulatus L.","species"
"Sideritis romana","Sideritis romana L.","species"
"Silaum silaus","Silaum silaus (L.) Schinz & Thell.","species"
"Silene","Silene L.","genus"
"Silene baccifera","Silene baccifera Roth","species"
"Silene bellidifolia","Silene bellidifolia Jacq.","species"
"Silene conica","Silene conica L.","species"
"Silene conoidea","Silene conoidea L.","species"
"Silene coronaria","Silene coronaria (L.) Clairv.","species"
"Silene cretica","Silene cretica L.","species"
"Silene dichotoma","Silene dichotoma Ehrh.","species"
"Silene dioica","Silene dioica (L.) Clairv.","species"
"Silene flos-cuculi","Silene flos-cuculi (L.) Greuter & Burdet","species"
"Silene gallica","Silene gallica L.","species"
"Silene italica","Silene italica (L.) Pers.","species"
"Silene italica sicula","Silene italica subsp. sicula (Ucria) Jeanm.","subspecies"
"Silene latifolia","Silene latifolia Poir.","species"
"Silene latifolia alba","Silene latifolia subsp. alba (Mill.) Greuter & Burdet","subspecies"
"Silene muscipula","Silene muscipula L.","species"
"Silene nicaeensis","Silene nicaeensis All.","species"
"Silene noctiflora","Silene noctiflora L.","species"
"Silene nocturna","Silene nocturna L.","species"
"Silene nutans","Silene nutans L.","species"
"Silene stricta","Silene stricta L.","species"
"Silene vulgaris","Silene vulgaris (Moench) Garcke","species"
"Silphium perfoliatum","Silphium perfoliatum L.","species"
"Silybum","Silybum Adans.","genus"
"Silybum marianum","Silybum marianum (L.) Gaertn.","species"
"Sinapis","Sinapis L.","genus"
"Sinapis alba","Sinapis alba L.","species"
"Sison","Sison L.","genus"
"Sison amomum","Sison amomum L.","species"
"Sison segetum","Sison segetum L.","species"
"Sisymbrella aspera","Sisymbrella aspera (L.) Spach","species"
"Sisymbrium","Sisymbrium L.","genus"
"Sisymbrium altissimum","Sisymbrium altissimum L.","species"
"Sisymbrium austriacum","Sisymbrium austriacum Jacq.","species"
"Sisymbrium irio","Sisymbrium irio L.","species"
"Sisymbrium loeselii","Sisymbrium loeselii L.","species"
"Sisymbrium officinale","Sisymbrium officinale (L.) Scop.","species"
"Sisymbrium orientale","Sisymbrium orientale L.","species"
"Sisymbrium runcinatum","Sisymbrium runcinatum Lag. ex DC.","species"
"Smilax aspera","Smilax aspera L.","species"
"Smyrnium olusatrum","Smyrnium olusatrum L.","species"
"Solanum","Solanum L.","genus"
"Solanum americanum","Solanum americanum Mill.","species"
"Solanum chenopodioides","Solanum chenopodioides Lam.","species"
"Solanum dulcamara","Solanum dulcamara L.","species"
"Solanum lycopersicum","Solanum lycopersicum L.","species"
"Solanum nigrum","Solanum nigrum L.","species"
"Solanum physalifolium","Solanum physalifolium Rusby","species"
"Solanum tuberosum","Solanum tuberosum L.","species"
"Solanum villosum","Solanum villosum Mill.","species"
"Solidago","Solidago L.","genus"
"Solidago canadensis","Solidago canadensis L.","species"
"Solidago gigantea","Solidago gigantea Aiton","species"
"Solidago virgaurea","Solidago virgaurea Bigelow","species"
"Sonchus","Sonchus L.","genus"
"Sonchus arvensis","Sonchus arvensis L.","species"
"Sonchus asper","Sonchus asper (L.) Hill","species"
"Sonchus oleraceus","Sonchus oleraceus L.","species"
"Sonchus tenerrimus","Sonchus tenerrimus L.","species"
"Sorbus","Sorbus L.","genus"
"Sorbus aucuparia","Sorbus aucuparia L.","species"
"Sorghum","Sorghum Moench","genus"
"Sorghum bicolor","Sorghum bicolor (L.) Moench","species"
"Sorghum halepense","Sorghum halepense (L.) Pers.","species"
"Sparganium erectum","Sparganium erectum L.","species"
"Spergula","Spergula L.","genus"
"Spergula arvensis","Spergula arvensis L.","species"
"Spergula morisonii","Spergula morisonii Boreau","species"
"Spergula pentandra","Spergula pentandra L.","species"
"Spergula rubra","Spergula rubra (L.) D.Dietr.","species"
"Spergula segetalis","Spergula segetalis Vill.","species"
"Spergularia","Spergularia (Pers.) J.Presl & C.Presl","genus"
"Spergularia diandra","Spergularia diandra (Guss.) Heldr.","species"
"Spergularia media","Spergularia media (L.) C.Presl","species"
"Spergularia rubra","Spergularia rubra J.Presl & C.Presl","species"
"Spergularia segetalis","Spergularia segetalis (L.) G.Don","species"
"Sporobolus","Sporobolus R.Br.","genus"
"Sporobolus indicus","Sporobolus indicus (L.) R.Br.","species"
"Stachys","Stachys L.","genus"
"Stachys annua","Stachys annua (L.) L.","species"
"Stachys arvensis","Stachys arvensis (L.) L.","species"
"Stachys germanica","Stachys germanica L.","species"
"Stachys palustris","Stachys palustris L.","species"
"Stachys recta","Stachys recta L.","species"
"Stachys sylvatica","Stachys sylvatica L.","species"
"Stellaria","Stellaria L.","genus"
"Stellaria aquatica","Stellaria aquatica Scop.","species"
"Stellaria graminea","Stellaria graminea L.","species"
"Stellaria media","Stellaria media (L.) Vill.","species"
"Stellaria neglecta","Stellaria neglecta (Lej.) Weihe","species"
"Stellaria pallida","Stellaria pallida (Dumort.) Crép.","species"
"Stellaria palustris","Stellaria palustris Retz.","species"
"Stellaria uliginosa","Stellaria uliginosa Murray","species"
"Stipa capillata","Stipa capillata L.","species"
"Stipa dregeana","Stipa dregeana Steud.","species"
"Strigosella africana","Strigosella africana (L.) Botsch.","species"
"Succisa pratensis","Succisa pratensis Moench","species"
"Succowia balearica","Succowia balearica (L.) Medik.","species"
