"synonym_taxa","synonym_full_name","accepted_taxa"
"Epilobium dodonaei stenophyllum","Epilobium dodonaei f. stenophyllum Hausskn.","Chamaenerion fleischeri"
"Epilobium dodonaei fleischeri","Epilobium dodonaei subsp. fleischeri (Hochst.) Schinz & Thell.","Chamaenerion fleischeri"
"Epilobium fleischeri","Epilobium fleischeri Hochst.","Chamaenerion fleischeri"
"Epilobium fleischeri platyphyllum","Epilobium fleischeri f. platyphyllum (Hausskn.) Hegi","Chamaenerion fleischeri"
"Epilobium fleischeri stenophyllum","Epilobium fleischeri f. stenophyllum (Hausskn.) Hegi","Chamaenerion fleischeri"
"Epilobium rosmarinifolium fleischeri","Epilobium rosmarinifolium subsp. fleischeri (Hochst.) Bonnier & Layens","Chamaenerion fleischeri"
"Chamaenerion grandiflorum","Chamaenerion grandiflorum (Weber) Moench","Epilobium hirsutum"
"Chamaenerion hirsutum","Chamaenerion hirsutum (L.) Scop.","Epilobium hirsutum"
"Epilobium amplexicaule","Epilobium amplexicaule Lam.","Epilobium hirsutum"
"Epilobium aquaticum","Epilobium aquaticum Thuill.","Epilobium hirsutum"
"Epilobium grandiflorum","Epilobium grandiflorum All.","Epilobium hirsutum"
"Epilobium himalense","Epilobium himalense Royle","Epilobium hirsutum"
"Epilobium hirsutum albiflorum","Epilobium hirsutum f. albiflorum Hausskn.","Epilobium hirsutum"
"Epilobium hirsutum alboroseum","Epilobium hirsutum f. alboroseum D.C.Mc Clint.","Epilobium hirsutum"
"Epilobium hirsutum apricum","Epilobium hirsutum f. apricum Erdner","Epilobium hirsutum"
"Epilobium hirsutum lanceolatum","Epilobium hirsutum f. lanceolatum Hausskn.","Epilobium hirsutum"
"Epilobium hirsutum minor","Epilobium hirsutum f. minor Gancev","Epilobium hirsutum"
"Epilobium hirsutum minus","Epilobium hirsutum f. minus Gančev","Epilobium hirsutum"
"Epilobium hirsutum subapetalum","Epilobium hirsutum f. subapetalum Hausskn.","Epilobium hirsutum"
"Epilobium hirsutum umbrosum","Epilobium hirsutum f. umbrosum Erdner","Epilobium hirsutum"
"Epilobium hirsutum valdepilosum","Epilobium hirsutum f. valdepilosum Saut.","Epilobium hirsutum"
"Epilobium hirsutum villosissimum","Epilobium hirsutum f. villosissimum Ahlfv.","Epilobium hirsutum"
"Epilobium hirsutum foliosum","Epilobium hirsutum subsp. foliosum Merino","Epilobium hirsutum"
"Epilobium hirsutum grandiflorum","Epilobium hirsutum subsp. grandiflorum Ehrh.","Epilobium hirsutum"
"Epilobium hirsutum adenocaulon","Epilobium hirsutum var. adenocaulon (Hausskn.) Vollm.","Epilobium hirsutum"
"Epilobium hirsutum africanum","Epilobium hirsutum var. africanum H.Lév.","Epilobium hirsutum"
"Epilobium hirsutum foliis-variegatis","Epilobium hirsutum var. foliis-variegatis André","Epilobium hirsutum"
"Epilobium hirsutum glabriusculum","Epilobium hirsutum var. glabriusculum Mert. & W.D.J.Koch","Epilobium hirsutum"
"Epilobium hirsutum laetum","Epilobium hirsutum var. laetum Wall.","Epilobium hirsutum"
"Epilobium hirsutum sericeum","Epilobium hirsutum var. sericeum Benth.","Epilobium hirsutum"
"Epilobium hirsutum subglabrum","Epilobium hirsutum var. subglabrum W.D.J.Koch","Epilobium hirsutum"
"Epilobium hirsutum tomentosum","Epilobium hirsutum var. tomentosum (Hausskn.) Hegi","Epilobium hirsutum"
"Epilobium hirsutum villosum","Epilobium hirsutum var. villosum (Thunb.) Hausskn.","Epilobium hirsutum"
"Epilobium incanum","Epilobium incanum Pers.","Epilobium hirsutum"
"Epilobium mirei","Epilobium mirei Quézel","Epilobium hirsutum"
"Epilobium nassirelinulci","Epilobium nassirelinulci Stapf","Epilobium hirsutum"
"Epilobium ramosum","Epilobium ramosum Huds.","Epilobium hirsutum"
"Epilobium sericeum","Epilobium sericeum Benth., 1832","Epilobium hirsutum"
"Epilobium serratum","Epilobium serratum Jacquem.","Epilobium hirsutum"
"Epilobium tomentosum","Epilobium tomentosum Vent.","Epilobium hirsutum"
"Epilobium velutinum","Epilobium velutinum Nevski","Epilobium hirsutum"
"Epilobium alternans","Epilobium alternans Link","Epilobium lanceolatum"
"Epilobium anceps","Epilobium anceps Lamotte","Epilobium lanceolatum"
"Epilobium lanceolatum albiflorum","Epilobium lanceolatum f. albiflorum Maire","Epilobium lanceolatum"
"Epilobium lanceolatum simplex","Epilobium lanceolatum f. simplex E.S.Marshall","Epilobium lanceolatum"
"Epilobium lanceolatum umbrosum","Epilobium lanceolatum f. umbrosum E.S.Marshall","Epilobium lanceolatum"
"Epilobium lanceolatum lanceolatum","Epilobium lanceolatum subsp. lanceolatum","Epilobium lanceolatum"
"Epilobium lanceolatum parviflorum","Epilobium lanceolatum subsp. parviflorum Gancev","Epilobium lanceolatum"
"Epilobium lanceolatum maderense","Epilobium lanceolatum var. maderense Hausskn.","Epilobium lanceolatum"
"Epilobium otites","Epilobium otites Hoffmanns.","Epilobium lanceolatum"
"Epilobium sparsifolium","Epilobium sparsifolium Dumort.","Epilobium lanceolatum"
"Epilobium virgatum lanceolatum","Epilobium virgatum var. lanceolatum (Sebast. & Mauri) Rchb.","Epilobium lanceolatum"
"Chamaenerion montanum","Chamaenerion montanum (L.) Moench","Epilobium montanum"
"Epilobium bonsdorffii","Epilobium bonsdorffii Montell","Epilobium montanum"
"Epilobium collinum saxatile","Epilobium collinum var. saxatile Payot","Epilobium montanum"
"Epilobium glabrum","Epilobium glabrum Gilib.","Epilobium montanum"
"Epilobium heterocaule","Epilobium heterocaule Borbás","Epilobium montanum"
"Epilobium hypericifolium","Epilobium hypericifolium Tausch","Epilobium montanum"
"Epilobium laeve","Epilobium laeve Royle","Epilobium montanum"
"Epilobium larambergianum","Epilobium larambergianum F.W.Schultz","Epilobium montanum"
"Epilobium losae","Epilobium losae Sennen, 1929","Epilobium montanum"
"Epilobium montanum albiflorum","Epilobium montanum f. albiflorum E.S.Marshall","Epilobium montanum"
"Epilobium montanum alternifolium","Epilobium montanum f. alternifolium Hausskn.","Epilobium montanum"
"Epilobium montanum apricum","Epilobium montanum f. apricum Hausskn.","Epilobium montanum"
"Epilobium montanum cordifolium","Epilobium montanum f. cordifolium Sennen","Epilobium montanum"
"Epilobium montanum densiflorum","Epilobium montanum f. densiflorum (E.Hepp & Rubner) Tacik","Epilobium montanum"
"Epilobium montanum latifolium","Epilobium montanum f. latifolium Hausskn.","Epilobium montanum"
"Epilobium montanum subcordatum","Epilobium montanum f. subcordatum Hausskn.","Epilobium montanum"
"Epilobium montanum umbrosum","Epilobium montanum f. umbrosum Hausskn.","Epilobium montanum"
"Epilobium montanum verticillatum","Epilobium montanum f. verticillatum (Mert. & W.D.J.Koch) E.S.Marshall","Epilobium montanum"
"Epilobium montanum hypericifolium","Epilobium montanum subsp. hypericifolium (Tausch) Celak.","Epilobium montanum"
"Epilobium montanum silvaticum","Epilobium montanum subsp. silvaticum (Boreau) Berher","Epilobium montanum"
"Epilobium montanum sylvaticum","Epilobium montanum subsp. sylvaticum (Boreau) Rouy & E.G.Camus","Epilobium montanum"
"Epilobium montanum glandulosum","Epilobium montanum var. glandulosum E.Hepp & Rubner","Epilobium montanum"
"Epilobium montanum glaucescens","Epilobium montanum var. glaucescens (Hausskn.) Hegi","Epilobium montanum"
"Epilobium montanum humile","Epilobium montanum var. humile Bab.","Epilobium montanum"
"Epilobium montanum minus","Epilobium montanum var. minus (Hausskn.) Tacik","Epilobium montanum"
"Epilobium montanum ovatolanceolatum","Epilobium montanum var. ovatolanceolatum W.D.J.Koch","Epilobium montanum"
"Epilobium montanum ozanonis","Epilobium montanum var. ozanonis (F.W.Schultz) Rouy & E.G.Camus","Epilobium montanum"
"Epilobium montanum parviflorum","Epilobium montanum var. parviflorum Wahlenb.","Epilobium montanum"
"Epilobium montanum persicinum","Epilobium montanum var. persicinum Wirtg.","Epilobium montanum"
"Epilobium montanum saxatile","Epilobium montanum var. saxatile (Payot) Vacc.","Epilobium montanum"
"Epilobium montanum thellungianum","Epilobium montanum var. thellungianum H.Lév.","Epilobium montanum"
"Epilobium mutabile","Epilobium mutabile Wender.","Epilobium montanum"
"Epilobium ozanonis","Epilobium ozanonis F.W.Schultz","Epilobium montanum"
"Epilobium perramosum","Epilobium perramosum Schur","Epilobium montanum"
"Epilobium radicans","Epilobium radicans Hausskn.","Epilobium montanum"
"Epilobium roseum","Epilobium roseum Fr.","Epilobium montanum"
"Epilobium sylvaticum","Epilobium sylvaticum Boreau","Epilobium montanum"
"Epilobium sylvaticum sessilifolium","Epilobium sylvaticum var. sessilifolium Sennen","Epilobium montanum"
"Epilobium trigonum","Epilobium trigonum Steud.","Epilobium montanum"
"Epilobium verticillatum","Epilobium verticillatum Schur","Epilobium montanum"
"Chamaenerion obscurum","Chamaenerion obscurum (Schreb.) Ehrh.","Epilobium obscurum"
"Chamaenerion ramosissimum","Chamaenerion ramosissimum Moench","Epilobium obscurum"
"Epilobium acidulum","Epilobium acidulum Both.","Epilobium obscurum"
"Epilobium ambiguum","Epilobium ambiguum Fr.","Epilobium obscurum"
"Epilobium anagallidifolium diffusum","Epilobium anagallidifolium var. diffusum Samp.","Epilobium obscurum"
"Epilobium chordorrhizum","Epilobium chordorrhizum Fr.","Epilobium obscurum"
"Epilobium decumbens","Epilobium decumbens Dum.Cours.","Epilobium obscurum"
"Epilobium erectum","Epilobium erectum Petrie","Epilobium obscurum"
"Epilobium fennicum","Epilobium fennicum Laest.","Epilobium obscurum"
"Epilobium gemmascens","Epilobium gemmascens Lange","Epilobium obscurum"
"Epilobium gemmiferum","Epilobium gemmiferum Willk. & Lange","Epilobium obscurum"
"Epilobium gillotii","Epilobium gillotii H.Lév.","Epilobium obscurum"
"Epilobium junceum macrophyllum","Epilobium junceum var. macrophyllum Hausskn.","Epilobium obscurum"
"Epilobium lucense","Epilobium lucense Merino, 1913","Epilobium obscurum"
"Epilobium madeirense","Epilobium madeirense Hausskn.","Epilobium obscurum"
"Epilobium maderense","Epilobium maderense Hausskn.","Epilobium obscurum"
"Epilobium miguelense","Epilobium miguelense H.Lév.","Epilobium obscurum"
"Epilobium obscurum angustissimum","Epilobium obscurum f. angustissimum Rubner","Epilobium obscurum"
"Epilobium obscurum crassicaule","Epilobium obscurum f. crassicaule E.S.Marshall","Epilobium obscurum"
"Epilobium obscurum elatius","Epilobium obscurum f. elatius Hausskn.","Epilobium obscurum"
"Epilobium obscurum lanceolatum","Epilobium obscurum f. lanceolatum Rubner","Epilobium obscurum"
"Epilobium obscurum virgatum","Epilobium obscurum subsp. virgatum Nyman","Epilobium obscurum"
"Epilobium obscurum foliosum","Epilobium obscurum var. foliosum Ficinus","Epilobium obscurum"
"Epilobium obscurum herminicum","Epilobium obscurum var. herminicum Samp.","Epilobium obscurum"
"Epilobium obscurum molleri","Epilobium obscurum var. molleri (H.Lév.) Samp.","Epilobium obscurum"
"Epilobium obscurum pseudopalustre","Epilobium obscurum var. pseudopalustre P.Monts.","Epilobium obscurum"
"Epilobium obscurum strictifolium","Epilobium obscurum var. strictifolium (Hausskn.) Hegi","Epilobium obscurum"
"Epilobium purpurascens","Epilobium purpurascens Gilib.","Epilobium obscurum"
"Epilobium tetragonum gillotii","Epilobium tetragonum subsp. gillotii H.Lév.","Epilobium obscurum"
"Epilobium tetragonum obscurum","Epilobium tetragonum subsp. obscurum (Schreb.) Hook.fil.","Epilobium obscurum"
"Epilobium tetragonum herminicum","Epilobium tetragonum var. herminicum (Samp.) Samp.","Epilobium obscurum"
"Epilobium tetragonum lucidum","Epilobium tetragonum var. lucidum Rouy & E.G.Camus","Epilobium obscurum"
"Epilobium tudense","Epilobium tudense Merino, 1913","Epilobium obscurum"
"Epilobium virgatum albiflora","Epilobium virgatum f. albiflora Merino","Epilobium obscurum"
"Epilobium virgatum friesanum","Epilobium virgatum f. friesanum Merino","Epilobium obscurum"
"Epilobium virgatum brachyathum","Epilobium virgatum subsp. brachyathum Merino","Epilobium obscurum"
"Chamaenerion americanum","Chamaenerion americanum Sweet","Epilobium palustre"
"Chamaenerion palustre","Chamaenerion palustre (L.) Moench, 1794","Epilobium palustre"
"Epilobium alpinum","Epilobium alpinum L.","Epilobium palustre"
"Epilobium alpinum gavei","Epilobium alpinum var. gavei H.Lév.","Epilobium palustre"
"Epilobium alpinum majus","Epilobium alpinum var. majus Hartm.","Epilobium palustre"
"Epilobium alpinum minus","Epilobium alpinum var. minus Hartm.","Epilobium palustre"
"Epilobium alsineifolium","Epilobium alsineifolium Wirtg.","Epilobium palustre"
"Epilobium clavatotrichon","Epilobium clavatotrichon (Rohlena) A.W.Hill","Epilobium palustre"
"Epilobium empetrifolium","Epilobium empetrifolium Kunze","Epilobium palustre"
"Epilobium fischerianum","Epilobium fischerianum (Hausskn.) Pavlov","Epilobium palustre"
"Epilobium kerneri","Epilobium kerneri Borbás","Epilobium palustre"
"Epilobium lapponicum","Epilobium lapponicum (Wahlenb.) Kytöv.","Epilobium palustre"
"Epilobium ligulatum","Epilobium ligulatum Baker","Epilobium palustre"
"Epilobium lineare","Epilobium lineare Muhl.","Epilobium palustre"
"Epilobium lineare angustissimum","Epilobium lineare f. angustissimum Hausskn.","Epilobium palustre"
"Epilobium lineare latifolium","Epilobium lineare f. latifolium E.L.Rand & Redfield","Epilobium palustre"
"Epilobium lineare pennsylvanicum","Epilobium lineare f. pennsylvanicum Hausskn.","Epilobium palustre"
"Epilobium lineare simplex","Epilobium lineare f. simplex Hausskn.","Epilobium palustre"
"Epilobium lineare oliganthum","Epilobium lineare var. oliganthum (Michx.) Trel.","Epilobium palustre"
"Epilobium maciae","Epilobium maciae Merino, 1913","Epilobium palustre"
"Epilobium molle sabulonense","Epilobium molle var. sabulonense Fernald","Epilobium palustre"
"Epilobium nesophilum lupulinum","Epilobium nesophilum var. lupulinum Hodgdon & R.B.Pike","Epilobium palustre"
"Epilobium nesophilum sabulonense","Epilobium nesophilum var. sabulonense (Fernald) Fernald","Epilobium palustre"
"Epilobium oliganthum","Epilobium oliganthum Michx.","Epilobium palustre"
"Epilobium oliganthum albescens","Epilobium oliganthum var. albescens (Richardson) Farw.","Epilobium palustre"
"Epilobium palustre albiflorum","Epilobium palustre f. albiflorum Hausskn.","Epilobium palustre"
"Epilobium palustre brevifolium","Epilobium palustre f. brevifolium Hausskn.","Epilobium palustre"
"Epilobium palustre confertum","Epilobium palustre f. confertum (Hausskn.) Tacik","Epilobium palustre"
"Epilobium palustre denticulatum","Epilobium palustre f. denticulatum Rubner","Epilobium palustre"
"Epilobium palustre glandulosum","Epilobium palustre f. glandulosum Hausskn.","Epilobium palustre"
"Epilobium palustre grandiflorum","Epilobium palustre f. grandiflorum Hausskn.","Epilobium palustre"
"Epilobium palustre heterophyllum","Epilobium palustre f. heterophyllum (Rubner) Tacik","Epilobium palustre"
"Epilobium palustre latifolium","Epilobium palustre f. latifolium Hausskn.","Epilobium palustre"
"Epilobium palustre lineare","Epilobium palustre f. lineare Regel","Epilobium palustre"
"Epilobium palustre longifolium","Epilobium palustre f. longifolium Hausskn.","Epilobium palustre"
"Epilobium palustre longigemmis","Epilobium palustre f. longigemmis Murb.","Epilobium palustre"
"Epilobium palustre minus","Epilobium palustre f. minus (Hausskn.) Hegi","Epilobium palustre"
"Epilobium palustre subdenticulatum","Epilobium palustre f. subdenticulatum Rubner","Epilobium palustre"
"Epilobium palustre verticillatum","Epilobium palustre f. verticillatum Hausskn.","Epilobium palustre"
"Epilobium palustre simplex","Epilobium palustre subsp. simplex (Tratt.) Schübl. & G.Martens","Epilobium palustre"
"Epilobium palustre slendzinskii","Epilobium palustre subsp. slendzinskii Tacik","Epilobium palustre"
"Epilobium palustre adenophorum","Epilobium palustre var. adenophorum Hausskn.","Epilobium palustre"
"Epilobium palustre albescens","Epilobium palustre var. albescens Richardson","Epilobium palustre"
"Epilobium palustre alpicola","Epilobium palustre var. alpicola Hausskn.","Epilobium palustre"
"Epilobium palustre alpinum","Epilobium palustre var. alpinum Lapeyr.","Epilobium palustre"
"Epilobium palustre altaicum","Epilobium palustre var. altaicum Hausskn.","Epilobium palustre"
"Epilobium palustre angustifolium","Epilobium palustre var. angustifolium Willk.","Epilobium palustre"
"Epilobium palustre brevipes","Epilobium palustre var. brevipes Hartm.","Epilobium palustre"
"Epilobium palustre clavatotrichon","Epilobium palustre var. clavatotrichon Rohlena","Epilobium palustre"
"Epilobium palustre fischerianum","Epilobium palustre var. fischerianum Hausskn.","Epilobium palustre"
"Epilobium palustre fontanum","Epilobium palustre var. fontanum Hausskn.","Epilobium palustre"
"Epilobium palustre grammadophyllum","Epilobium palustre var. grammadophyllum (Haussknecht) Munz","Epilobium palustre"
"Epilobium palustre hypposifolium","Epilobium palustre var. hypposifolium Rchb.","Epilobium palustre"
"Epilobium palustre hyssopifolium","Epilobium palustre var. hyssopifolium Rchb.","Epilobium palustre"
"Epilobium palustre labradoricum","Epilobium palustre var. labradoricum Hausskn.","Epilobium palustre"
"Epilobium palustre lapponicum","Epilobium palustre var. lapponicum Wahlenb.","Epilobium palustre"
"Epilobium palustre lavandulaefolium","Epilobium palustre var. lavandulaefolium Lecoq & Lamotte","Epilobium palustre"
"Epilobium palustre lavandulifolium","Epilobium palustre var. lavandulifolium Lecoq & Lamotte ex Hausskn.","Epilobium palustre"
"Epilobium palustre linearifolium","Epilobium palustre var. linearifolium Regel","Epilobium palustre"
