"spec.name","spec.name.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name"
"Achillea nobilis nobilis","Achillea nobilis nobilis",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,8,22,1,"wfo-0000024466","urn:lsid:ipni.org:names:174142-1","GCC-4D33310B-17CC-4FC6-8AD4-CECE45FA2DAC","Achillea nobilis","species","","Roch. ex Nyman","Asteraceae","Asteroideae","Anthemideae","","Achillea","","nobilis","","species","Valid","Consp. Fl. Eur. 2: 367 (1879)","Unchecked","","",NA,"Source in seed data: gcc Update namepublishedIn from Consp. Fl. Eur. 2: 367. 1879 [Oct 1879] to Consp. Fl. Eur. 2: 367 (1879), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1142715","The Asteraceaae TEN","A","gcc-123642","",FALSE,"","",""
"Achillea nobilis nobilis","Achillea nobilis nobilis",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,8,22,2,"wfo-0000092435","urn:lsid:ipni.org:names:2332-2","GCC-C757D4E2-E96E-40D3-A4C2-5A3039CAE062","Achillea nobilis","species","wfo-4000000214","L.","Asteraceae","Asteroideae","Anthemideae","","Achillea","","nobilis","","species","Valid","Sp. Pl. : 899 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 899 1753 to Sp. Pl. : 899 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-48678 >The Plant Lis","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1094272","The Asteraceaae TEN","A","gcc-48678","",FALSE,"","",""
"Achillea odorata","Achillea odorata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,23,1,"wfo-0000078016","urn:lsid:ipni.org:names:311453-2","GCC-85AB320C-11E0-44E1-8AA4-4031F5C97D8A","Verbesina montevidensis","species","wfo-4000040144","Spreng.","Asteraceae","Asteroideae","Heliantheae","Verbesininae","Verbesina","","montevidensis","","species","Valid","Syst. Veg. 3: 578 (1826)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Syst. Veg. (ed. 16) [Sprengel] 3: 578 1826 to Syst. Veg. 3: 578 (1826), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/r","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1090260","The Asteraceaae TEN","A","gcc-34623","",TRUE,"Synonym","wfo-0000042039","Achillea odorata"
"Achillea odorata","Achillea odorata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,23,2,"wfo-0000040535","urn:lsid:ipni.org:names:180482-1","GCC-BC8FF78B-439C-4586-AF8E-19DAD43AB6E8","Aspilia silphioides","species","wfo-4000003335","Benth. & Hook.f.","Asteraceae","Asteroideae","Heliantheae","Ecliptinae","Aspilia","","silphioides","","species","Valid","Gen. Pl. 2(1): 372 (1873)","Accepted","","wfo-0000137257",NA,"Source in seed data: gcc Update namepublishedIn from 372 1873 to Gen. Pl. 2(1): 372 (1873), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-13920 >The Plant List v","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1086225","The Asteraceaae TEN","A","gcc-13920","",TRUE,"Synonym","wfo-0000083379","Achillea odorata"
"Achillea odorata","Achillea odorata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,23,3,"wfo-0000092435","urn:lsid:ipni.org:names:2332-2","GCC-C757D4E2-E96E-40D3-A4C2-5A3039CAE062","Achillea nobilis","species","wfo-4000000214","L.","Asteraceae","Asteroideae","Anthemideae","","Achillea","","nobilis","","species","Valid","Sp. Pl. : 899 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 899 1753 to Sp. Pl. : 899 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-48678 >The Plant Lis","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1094272","The Asteraceaae TEN","A","gcc-48678","",TRUE,"Synonym","wfo-0000089513","Achillea odorata"
"Achillea ptarmica","Achillea ptarmica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,24,1,"wfo-0000033807","urn:lsid:ipni.org:names:2336-2","GCC-991805AE-E8DB-4851-87D0-E3CE4469B956","Achillea ptarmica","species","wfo-4000000214","L.","Asteraceae","Asteroideae","Anthemideae","","Achillea","","ptarmica","","species","Valid","Sp. Pl. : 898 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 898 1753 to Sp. Pl. : 898 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-132682 >The Plant Li","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=993724","The Asteraceaae TEN","A","gcc-132682","",FALSE,"","",""
"Achillea ptarmica","Achillea ptarmica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,24,2,"wfo-0000043651","urn:lsid:ipni.org:names:174198-1","GCC-66190A9B-73EB-4269-8A75-F92CF6D5041F","Achillea ptarmica","species","","Richardson","Asteraceae","Asteroideae","Anthemideae","","Achillea","","ptarmica","","species","Valid","in Frankl. 1st Journ. ed. 2(App.): 33.","Unchecked","","",NA,"Source in seed data: gcc Updated Author from Richards. to Richardson, according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-142223 >The Plant List v.","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1147746","The Asteraceaae TEN","A","gcc-142223","",FALSE,"","",""
"Achnatherum calamagrostis","Achnatherum calamagrostis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,25,1,"wfo-0000841262","urn:lsid:ipni.org:names:384423-1","387255","Achnatherum calamagrostis","species","wfo-4000000227","(L.) P.Beauv.","Poaceae","","","","Achnatherum","","calamagrostis","","species","Valid","Ess. Agrostogr. : 19 (1812)","Accepted","","wfo-0001095557",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) P.Beauv. to P.Beauv., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-387255 >The Plant List v.","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:384423-1","The Poaceae TEN","A","kew-387255","",FALSE,"","",""
"Acinos arvensis","Acinos arvensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,26,1,"wfo-0000890516","urn:lsid:ipni.org:names:445709-1","43426","Clinopodium acinos","species","wfo-4000008626","(L.) Kuntze","Lamiaceae","","","","Clinopodium","","acinos","","species","Valid","Revis. Gen. Pl.  2: 513 (1891)","Accepted","","wfo-0000323618",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) Kuntze to Kuntze, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-43426 >The Plant List v.1.1.<","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:445709-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-43426","",TRUE,"Synonym","wfo-0000320080","Acinos arvensis"
"Adonis","Adonis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,27,1,"wfo-4000000720","urn:lsid:ipni.org:names:30104191-2","40033010","Adonis","genus","wfo-7000000514","L.","Ranunculaceae","","","","Adonis","","","","genus","Valid","Sp. Pl. [Linnaeus] 1: 547 (1753)","Accepted","","",NA,"Source in seed data: TPL1.1 Update namepublishedIn from Sp. Pl. 1: 547. 1753. (1 May 1753) to Sp. Pl. : 547 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Ranu","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","",""
"Adonis aestivalis","Adonis aestivalis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,28,1,"wfo-0000521105","urn:lsid:ipni.org:names:708056-1","755396","Adonis aestivalis","species","wfo-4000000720","L.","Ranunculaceae","","","","Adonis","","aestivalis","","species","Valid","Sp. Pl. ed. 2 : 771 (1762)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. ed. 2 771 1762 to Sp. Pl. ed. 2 : 771 (1762), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2623039 ","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2623039","",FALSE,"","",""
"Adonis aestivalis","Adonis aestivalis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,28,2,"wfo-0000521134","urn:lsid:ipni.org:names:708062-1","755422","Adonis annua","species","wfo-4000000720","L.","Ranunculaceae","","","","Adonis","","annua","","species","Valid","Sp. Pl. : 547 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 547 1753 to Sp. Pl. : 547 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2623065 >The Plant L","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2623065","",TRUE,"Synonym","wfo-0000521107","Adonis aestivalis"
"Adonis aestivalis","Adonis aestivalis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,28,3,"wfo-0000521243","urn:lsid:ipni.org:names:708126-1","755525","Adonis microcarpa","species","wfo-4000000720","DC.","Ranunculaceae","","","","Adonis","","microcarpa","","species","Valid","Syst. Nat. 1: 223 (1817)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Syst. Nat. 1: 223 1817 to Syst. Nat. 1: 223 (1817), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2623169 >T","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2623169","",TRUE,"Synonym","wfo-0000521108","Adonis aestivalis"
"Adonis aestivalis squarrosa","Adonis aestivalis squarrosa",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,10,29,1,"wfo-0000521105","urn:lsid:ipni.org:names:708056-1","755396","Adonis aestivalis","species","wfo-4000000720","L.","Ranunculaceae","","","","Adonis","","aestivalis","","species","Valid","Sp. Pl. ed. 2 : 771 (1762)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. ed. 2 771 1762 to Sp. Pl. ed. 2 : 771 (1762), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2623039 ","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2623039","",FALSE,"","",""
"Adonis aestivalis squarrosa","Adonis aestivalis squarrosa",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,10,29,2,"wfo-0000521134","urn:lsid:ipni.org:names:708062-1","755422","Adonis annua","species","wfo-4000000720","L.","Ranunculaceae","","","","Adonis","","annua","","species","Valid","Sp. Pl. : 547 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 547 1753 to Sp. Pl. : 547 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2623065 >The Plant L","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2623065","",TRUE,"Synonym","wfo-0000521107","Adonis aestivalis"
"Adonis aestivalis squarrosa","Adonis aestivalis squarrosa",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,10,29,3,"wfo-0000521243","urn:lsid:ipni.org:names:708126-1","755525","Adonis microcarpa","species","wfo-4000000720","DC.","Ranunculaceae","","","","Adonis","","microcarpa","","species","Valid","Syst. Nat. 1: 223 (1817)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Syst. Nat. 1: 223 1817 to Syst. Nat. 1: 223 (1817), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2623169 >T","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2623169","",TRUE,"Synonym","wfo-0000521108","Adonis aestivalis"
"Adonis annua","Adonis annua",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,30,1,"wfo-0000521134","urn:lsid:ipni.org:names:708062-1","755422","Adonis annua","species","wfo-4000000720","L.","Ranunculaceae","","","","Adonis","","annua","","species","Valid","Sp. Pl. : 547 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 547 1753 to Sp. Pl. : 547 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2623065 >The Plant L","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2623065","",FALSE,"","",""
"Adonis flammea","Adonis flammea",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,31,1,"wfo-0000521203","urn:lsid:ipni.org:names:708101-1","755487","Adonis flammea","species","wfo-4000000720","Jacq.","Ranunculaceae","","","","Adonis","","flammea","","species","Valid","Fl. Austriac. 4: 29 (1776)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Austriac. (Jacquin) 4: 29, t. 355. 1776 to Fl. Austriac. 4: 29 (1776), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2623131","",FALSE,"","",""
"Adonis flammea","Adonis flammea",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,31,2,"wfo-0000521105","urn:lsid:ipni.org:names:708056-1","755396","Adonis aestivalis","species","wfo-4000000720","L.","Ranunculaceae","","","","Adonis","","aestivalis","","species","Valid","Sp. Pl. ed. 2 : 771 (1762)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. ed. 2 771 1762 to Sp. Pl. ed. 2 : 771 (1762), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2623039 ","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2623039","",TRUE,"Synonym","wfo-0000521204","Adonis flammea"
"Adoxa moschatellina","Adoxa moschatellina",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,32,1,"wfo-0000521309","urn:lsid:ipni.org:names:148240-1","755586","Adoxa moschatellina","species","wfo-4000000723","L.","Viburnaceae","","","","Adoxa","","moschatellina","","species","Valid","Sp. Pl. : 367 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 367 1753 to Sp. Pl. : 367 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2623230 >The Plant L","","The Dipsacales TEN","A","kew-2623230","",FALSE,"","",""
"Aegilops","Aegilops",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,33,1,"wfo-4000000750","urn:lsid:ipni.org:names:17369-1","40033200","Aegilops","genus","wfo-7000000483","L.","Poaceae","","","","Aegilops","","","","genus","Conserved","Sp. Pl. [Linnaeus] 2: 1050 (1753)","Accepted","","",NA,"Source in seed data: TPL1.1 Update namepublishedIn from Sp. Pl. 2: 1050. 1753. (1 May 1753) to Sp. Pl. : 1050 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Po","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17369-1","The Poaceae TEN","A","","",FALSE,"","",""
"Aegilops biuncialis","Aegilops biuncialis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,34,1,"wfo-0000841598","urn:lsid:ipni.org:names:384562-1","387581","Aegilops biuncialis","species","wfo-4000000750","Vis.","Poaceae","","","","Aegilops","","biuncialis","","species","Valid","Fl. Dalmat. : t. 1, f. 2 (1842)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Fl. Dalmat. 1. to Fl. Dalmat. : t. 1, f. 2 (1842), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-387581 >The","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:384562-1","The Poaceae TEN","A","kew-387581","",FALSE,"","",""
"Aegilops cylindrica","Aegilops cylindrica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,35,1,"wfo-0000841654","urn:lsid:ipni.org:names:384583-1","387641","Aegilops cylindrica","species","wfo-4000000750","Host","Poaceae","","","","Aegilops","","cylindrica","","species","Valid","Icon. Descr. Gram. Austriac. 2: 6 (1802)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Icon. Descr. Gram. Austriac. 2: 6, t. 7. 1802 to Icon. Descr. Gram. Austriac. 2: 6 (1802), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thepla","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:384583-1","The Poaceae TEN","A","kew-387641","",FALSE,"","",""
"Aegilops cylindrica","Aegilops cylindrica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,35,2,"wfo-0000841609","urn:lsid:ipni.org:names:384571-1","387592","Aegilops caudata","species","wfo-4000000750","L.","Poaceae","","","","Aegilops","","caudata","","species","Valid","Sp. Pl. : 1051 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 2: 1051. 1753 [1 May 1753] to Sp. Pl. : 1051 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-3","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:384571-1","The Poaceae TEN","A","kew-387592","",TRUE,"Synonym","wfo-0000841655","Aegilops cylindrica"
"Aegilops geniculata","Aegilops geniculata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,36,1,"wfo-0000841692","urn:lsid:ipni.org:names:384596-1","387679","Aegilops geniculata","species","wfo-4000000750","Roth","Poaceae","","","","Aegilops","","geniculata","","species","Valid","Bot. Abh. Beobacht. : 45 (1787)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Catalect. i. 121. to Bot. Abh. Beobacht. : 45 (1787), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-387679 >","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:384596-1","The Poaceae TEN","A","kew-387679","",FALSE,"","",""
"Aegilops geniculata","Aegilops geniculata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,36,2,"wfo-0000841719","urn:lsid:ipni.org:names:384607-1","387702","Aegilops kotschyi","species","wfo-4000000750","Boiss.","Poaceae","","","","Aegilops","","kotschyi","","species","Valid","Diagn. Pl. Orient. 7: 129 (1846)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Diagn. Pl. Orient. ser. 1, 7: 129. 1846 [Jul-Oct 1846] to Diagn. Pl. Orient. 7: 129 (1846), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thepl","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:384607-1","The Poaceae TEN","A","kew-387702","",TRUE,"Synonym","wfo-0000841694","Aegilops geniculata"
"Aegilops neglecta","Aegilops neglecta",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,37,1,"wfo-0000841503","urn:lsid:ipni.org:names:384624-1","387486","Aegilops neglecta","species","wfo-4000000750","Req. ex Bertol.","Poaceae","","","","Aegilops","","neglecta","","species","Valid","Fl. Ital. 1: 787 (1834)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Fl. Ital. [Bertoloni] i. 787. to Fl. Ital. 1: 787 (1834), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-3874","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:384624-1","The Poaceae TEN","A","kew-387486","",FALSE,"","",""
"Aegilops ovata","Aegilops ovata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,38,1,"wfo-0000841503","urn:lsid:ipni.org:names:384624-1","387486","Aegilops neglecta","species","wfo-4000000750","Req. ex Bertol.","Poaceae","","","","Aegilops","","neglecta","","species","Valid","Fl. Ital. 1: 787 (1834)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Fl. Ital. [Bertoloni] i. 787. to Fl. Ital. 1: 787 (1834), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-3874","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:384624-1","The Poaceae TEN","A","kew-387486","",TRUE,"Synonym","wfo-0000841513","Aegilops ovata"
"Aegilops ovata","Aegilops ovata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,38,2,"wfo-0000841503","urn:lsid:ipni.org:names:384624-1","387486","Aegilops neglecta","species","wfo-4000000750","Req. ex Bertol.","Poaceae","","","","Aegilops","","neglecta","","species","Valid","Fl. Ital. 1: 787 (1834)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Fl. Ital. [Bertoloni] i. 787. to Fl. Ital. 1: 787 (1834), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-3874","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:384624-1","The Poaceae TEN","A","kew-387486","",TRUE,"Synonym","wfo-0000841514","Aegilops ovata"
"Aegilops triuncialis","Aegilops triuncialis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,39,1,"wfo-0000841887","urn:lsid:ipni.org:names:384658-1","387878","Aegilops triuncialis","species","wfo-4000000750","L.","Poaceae","","","","Aegilops","","triuncialis","","species","Valid","Sp. Pl. : 1051 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 2: 1051. 1753 [1 May 1753] to Sp. Pl. : 1051 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-3","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:384658-1","The Poaceae TEN","A","kew-387878","",FALSE,"","",""
"Aegopodium podagraria","Aegopodium podagraria",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,40,1,"wfo-0000521573","urn:lsid:ipni.org:names:837329-1","755855","Aegopodium podagraria","species","wfo-4000000766","L.","Apiaceae","","","","Aegopodium","","podagraria","","species","Valid","Sp. Pl. 1: 265. 1753 [1 May 1753]","Accepted","","",NA,"Source in seed data: cmp Updated namepublishedIn from Sp. Pl. 265 1753 to Sp. Pl. 1: 265. 1753 [1 May 1753] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-26234","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:5849-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2623499","",FALSE,"","",""
"Aesculus hippocastanum","Aesculus hippocastanum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,41,1,"wfo-0000522287","urn:lsid:ipni.org:names:781594-1","756868","Aesculus hippocastanum","species","wfo-4000000812","L.","Sapindaceae","Hippocastanoideae","","","Aesculus","","hippocastanum","","species","Valid","Sp. Pl. : 344 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 344 1753 to Sp. Pl. : 344 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2624517 >The Plant L","","The Sapindaceae TEN","A","kew-2624517","",FALSE,"","",""
