"taxa","original_ID","database_ID"
"Veronica hederifolia","1212","EU_HMETCALF"
"Veronica opaca","1213","EU_HMETCALF"
"Veronica persica","1214","EU_HMETCALF"
"Veronica polita","1215","EU_HMETCALF"
"Veronica praecox","1216","EU_HMETCALF"
"Veronica prostrata","1217","EU_HMETCALF"
"Veronica serpyllifolia","1218","EU_HMETCALF"
"Veronica spicata","1219","EU_HMETCALF"
"Veronica triphyllos","1220","EU_HMETCALF"
"Vicia","1221","EU_HMETCALF"
"Vicia benghalensis","1222","EU_HMETCALF"
"Vicia bithynica","1223","EU_HMETCALF"
"Vicia cracca","1224","EU_HMETCALF"
"Vicia disperma","1225","EU_HMETCALF"
"Vicia faba","1226","EU_HMETCALF"
"Vicia grandiflora","1227","EU_HMETCALF"
"Vicia hirsuta","1228","EU_HMETCALF"
"Vicia hybrida","1229","EU_HMETCALF"
"Vicia lathyroides","1230","EU_HMETCALF"
"Vicia lutea","1231","EU_HMETCALF"
"Vicia narbonensis","1232","EU_HMETCALF"
"Vicia peregrina","1233","EU_HMETCALF"
"Vicia pisiformis","1234","EU_HMETCALF"
"Vicia sativa","1235","EU_HMETCALF"
"Vicia sativa subsp. nigra","1236","EU_HMETCALF"
"Vicia sepium","1237","EU_HMETCALF"
"Vicia tenuifolia","1238","EU_HMETCALF"
"Vicia tetrasperma","1239","EU_HMETCALF"
"Vicia villosa","1240","EU_HMETCALF"
"Vicia villosa subsp. ambigua","1241","EU_HMETCALF"
"Vincetoxicum hirundinaria","1242","EU_HMETCALF"
"Viola","1243","EU_HMETCALF"
"Viola alba","1244","EU_HMETCALF"
"Viola arvensis","1245","EU_HMETCALF"
"Viola tricolor","1246","EU_HMETCALF"
"Vitis vinifera","1247","EU_HMETCALF"
"Vulpia","1248","EU_HMETCALF"
"Vulpia ciliata","1249","EU_HMETCALF"
"Vulpia geniculata","1250","EU_HMETCALF"
"Vulpia ligustica","1251","EU_HMETCALF"
"Vulpia myuros","1252","EU_HMETCALF"
"Vulpia unilateralis","1253","EU_HMETCALF"
"Xanthium","1254","EU_HMETCALF"
"Xanthium orientale subsp. italicum","1255","EU_HMETCALF"
"Xanthium cavanillesii","1256","EU_HMETCALF"
"Xanthium spinosum","1257","EU_HMETCALF"
"Xanthium strumarium","1258","EU_HMETCALF"
"Zea mays","1259","EU_HMETCALF"
"Geranium palustre","1260","EU_HMETCALF"
"Campanula rotundifolia","1261","EU_HMETCALF"
"Galega orientalis","1262","EU_HMETCALF"
"Scirpus sylvaticus","1263","EU_HMETCALF"
"Anagallis arvensis","77","EU_HMETCALF"
"Anagallis foemina","79","EU_HMETCALF"
"Anchusa hybrida","82","EU_HMETCALF"
"Anisantha diandra","92","EU_HMETCALF"
"Anisantha madritensis","93","EU_HMETCALF"
"Anisantha madritensis","94","EU_HMETCALF"
"Anisantha madritensis","95","EU_HMETCALF"
"Anisantha rigida","96","EU_HMETCALF"
"Anisantha rubens","97","EU_HMETCALF"
"Anisantha sterilis","98","EU_HMETCALF"
"Anisantha tectorum","99","EU_HMETCALF"
"Argentina anserina","121","EU_HMETCALF"
"Asparagus officinalis subsp. Officinalis","135","EU_HMETCALF"
"Atriplex hastata","146","EU_HMETCALF"
"Bidens bipinnatus","173","EU_HMETCALF"
"Bidens tripartitus","174","EU_HMETCALF"
"Bistorta officinalis","178","EU_HMETCALF"
"Bromopsis inermis","191","EU_HMETCALF"
"Bryonia dioica","201","EU_HMETCALF"
"Cenchrus spicatus","241","EU_HMETCALF"
"Centranthus calcitrapae","257","EU_HMETCALF"
"Ceratochloa cathartica","267","EU_HMETCALF"
"Chenopodiastrum hybridum","275","EU_HMETCALF"
"Chenopodiastrum murale","276","EU_HMETCALF"
"Cirsium vulgare","293","EU_HMETCALF"
"Crambe abyssinica","323","EU_HMETCALF"
"Cynoglossum cheirifolium","352","EU_HMETCALF"
"Dactylis glomerata subsp. glomerata","361","EU_HMETCALF"
"Draba verna","384","EU_HMETCALF"
"Echinochloa colonum","388","EU_HMETCALF"
"Elytrigia campestris","395","EU_HMETCALF"
"Elytrigia intermedia subsp. trichophora","396","EU_HMETCALF"
"Elytrigia repens","397","EU_HMETCALF"
"Erigeron","416","EU_HMETCALF"
"Euphorbia peplis","445","EU_HMETCALF"
"Fallopia dumetorum","459","EU_HMETCALF"
"Galactites tomentosus","485","EU_HMETCALF"
"Galeopsis angustifolia","488","EU_HMETCALF"
"Helianthus annuus","540","EU_HMETCALF"
"Hordeum vulgare subsp. distichon","565","EU_HMETCALF"
"Hylotelephium telephium","567","EU_HMETCALF"
"Hypericum linarifolium","575","EU_HMETCALF"
"Knautia integrifolia","599","EU_HMETCALF"
"Lamium album subsp. album","609","EU_HMETCALF"
"Lipandra polysperma","660","EU_HMETCALF"
"Lycopsis arvensis","677","EU_HMETCALF"
"Malva thuringiaca","694","EU_HMETCALF"
"Medicago sativa nothosubsp. varia","717","EU_HMETCALF"
"Microrrhinum minus","736","EU_HMETCALF"
"Myosoton aquaticum","751","EU_HMETCALF"
"Nigella hispanica","759","EU_HMETCALF"
"Noccaea perfoliata","760","EU_HMETCALF"
"Ochlopoa annua","763","EU_HMETCALF"
"Odontites vernus","765","EU_HMETCALF"
"Odontites vernus","766","EU_HMETCALF"
"Orlaya daucoides","781","EU_HMETCALF"
"Orobanche cumana","791","EU_HMETCALF"
"Oxalis fontana","797","EU_HMETCALF"
"Oxybasis glauca","800","EU_HMETCALF"
"Oxybasis urbica","801","EU_HMETCALF"
"Panicum miliaceum subsp. miliaceum","807","EU_HMETCALF"
"Panicum miliaceum subsp. ruderale","808","EU_HMETCALF"
"Panicum miliaceum subsp. ruderale","809","EU_HMETCALF"
"Persicaria dubia","827","EU_HMETCALF"
"Petrorhagia prolifera","833","EU_HMETCALF"
"Phalaroides arundinacea","841","EU_HMETCALF"
"Phleum ambiguum","842","EU_HMETCALF"
"Plantago arenaria","863","EU_HMETCALF"
"Plantago major subsp. intermedia","869","EU_HMETCALF"
"Plantago pauciflora","872","EU_HMETCALF"
"Poa trivialis subsp. trivialis","881","EU_HMETCALF"
"Potentilla indica","895","EU_HMETCALF"
"Raphanus sativus","919","EU_HMETCALF"
"Rumex acetosella subsp. acetosella","955","EU_HMETCALF"
"Schedonorus arundinaceus","985","EU_HMETCALF"
"Schedonorus pratensis","986","EU_HMETCALF"
"Scorzonera hirsuta","995","EU_HMETCALF"
"Setaria glauca","1013","EU_HMETCALF"
"Setaria viridis subsp. viridis","1018","EU_HMETCALF"
"Silene latifolia","1031","EU_HMETCALF"
"Silene latifolia","1032","EU_HMETCALF"
"Silene niceensis","1035","EU_HMETCALF"
"Sixalix atropurpurea subsp. maritima","1054","EU_HMETCALF"
"Solanum dulcamara","1057","EU_HMETCALF"
"Solanum nigrum","1058","EU_HMETCALF"
"Strigosella africana","1086","EU_HMETCALF"
"Teloxys aristata","1095","EU_HMETCALF"
"Triticosecale","1163","EU_HMETCALF"
"Triticum aestivum subsp. spelta","1167","EU_HMETCALF"
"Triticum turgidum subsp. durum","1168","EU_HMETCALF"
"Unknown","1171","EU_HMETCALF"
"Unknown","1172","EU_HMETCALF"
"Unknown","1174","EU_HMETCALF"
"Unknown","1175","EU_HMETCALF"
"Unknown","1176","EU_HMETCALF"
"Unknown","1177","EU_HMETCALF"
"Unknown","1178","EU_HMETCALF"
"Unknown","1179","EU_HMETCALF"
"Valeriana excelsa subsp. sambucifolia","1187","EU_HMETCALF"
"Valerianella coronata","1189","EU_HMETCALF"
"Valerianella eriocarpa","1192","EU_HMETCALF"
"Valerianella multidentata","1195","EU_HMETCALF"
"Xanthium orientale subsp. italicum","1256","EU_HMETCALF"
"Achillea millefolium",NA,"FR_ANN_37"
"Allium vineale",NA,"FR_ANN_37"
"Alopecurus myosuroides",NA,"FR_ANN_37"
"Arrhenatherum elatius",NA,"FR_ANN_37"
"Artemisia vulgaris",NA,"FR_ANN_37"
"Avena fatua",NA,"FR_ANN_37"
"Bromus commutatus",NA,"FR_ANN_37"
"Bromus hordeaceus",NA,"FR_ANN_37"
"Campanula rapunculus",NA,"FR_ANN_37"
"Cirsium arvense",NA,"FR_ANN_37"
"Convolvulus arvensis",NA,"FR_ANN_37"
"Dactylis glomerata",NA,"FR_ANN_37"
"Daucus carota",NA,"FR_ANN_37"
"Elytrigia repens",NA,"FR_ANN_37"
"Equisetum arvense",NA,"FR_ANN_37"
"Festuca rubra",NA,"FR_ANN_37"
"Galium aparine",NA,"FR_ANN_37"
"Geranium dissectum",NA,"FR_ANN_37"
"Hypericum perforatum",NA,"FR_ANN_37"
"Lapsana communis",NA,"FR_ANN_37"
"Lathyrus hirsutus",NA,"FR_ANN_37"
"Lathyrus pratensis",NA,"FR_ANN_37"
"Lolium multiflorum",NA,"FR_ANN_37"
"Persicaria maculosa",NA,"FR_ANN_37"
"Potentilla reptans",NA,"FR_ANN_37"
"Ranunculus sardous",NA,"FR_ANN_37"
"Rubus sp.",NA,"FR_ANN_37"
"Schoedonorus arundinaceus",NA,"FR_ANN_37"
"Senecio vulgaris",NA,"FR_ANN_37"
"Sison amomum",NA,"FR_ANN_37"
"Torilis arvensis",NA,"FR_ANN_37"
"Urtica dioica",NA,"FR_ANN_37"
"Vicia sativa",NA,"FR_ANN_37"
"Anisantha sterilis",NA,"FR_ANN_37"
"Aphanes arvensis",NA,"FR_ANN_37"
"Brachypodium rupestre",NA,"FR_ANN_37"
"Ceratochloa cathartica",NA,"FR_ANN_37"
"Convolvulus sepium",NA,"FR_ANN_37"
"Epilobium tetragonum",NA,"FR_ANN_37"
"Galium verum",NA,"FR_ANN_37"
"Helianthus annuus",NA,"FR_ANN_37"
"Lathyrus aphaca",NA,"FR_ANN_37"
"Linaria repens",NA,"FR_ANN_37"
"Lolium perenne",NA,"FR_ANN_37"
"Lotus corniculatus",NA,"FR_ANN_37"
"Lysimachia arvensis",NA,"FR_ANN_37"
"Lysimachia nummularia",NA,"FR_ANN_37"
"Mercurialis annua",NA,"FR_ANN_37"
"Myosotis arvensis",NA,"FR_ANN_37"
"Ononis repens",NA,"FR_ANN_37"
"Pastinaca sativa",NA,"FR_ANN_37"
"Raphanus raphanistrum",NA,"FR_ANN_37"
"Silaum silaus",NA,"FR_ANN_37"
"Avena strigosa*",NA,"FR_ANN_37"
"Crepis capillaris",NA,"FR_ANN_37"
"Filago germanica",NA,"FR_ANN_37"
"Hypericum humifusum",NA,"FR_ANN_37"
"Poa annua",NA,"FR_ANN_37"
"Poa trivialis",NA,"FR_ANN_37"
"Polygonum aviculare",NA,"FR_ANN_37"
"Rumex acetosella",NA,"FR_ANN_37"
"Solanum nigrum",NA,"FR_ANN_37"
"Tripleurospermum inodorum",NA,"FR_ANN_37"
"Viola arvensis",NA,"FR_ANN_37"
"Agrostis stolonifera",NA,"FR_ANN_37"
"Arctium minus",NA,"FR_ANN_37"
"Erigeron canadensis",NA,"FR_ANN_37"
"Euphorbia helioscopia",NA,"FR_ANN_37"
"Holcus lanatus",NA,"FR_ANN_37"
"Juglans regia",NA,"FR_ANN_37"
"Juncus bufonius",NA,"FR_ANN_37"
"Kickxia spuria",NA,"FR_ANN_37"
"Medicago lupulina",NA,"FR_ANN_37"
"Quercus robur",NA,"FR_ANN_37"
"Sonchus arvensis",NA,"FR_ANN_37"
"Sonchus asper",NA,"FR_ANN_37"
"Taraxacum sp.",NA,"FR_ANN_37"
"Cirsium vulgare",NA,"FR_ANN_37"
"Epilobium parviflorum",NA,"FR_ANN_37"
"Helminthotheca echioides",NA,"FR_ANN_37"
"Lathyrus nissolia",NA,"FR_ANN_37"
"Lythrum hyssopifolia",NA,"FR_ANN_37"
"Sinapis arvensis",NA,"FR_ANN_37"
"Vulpia myuros",NA,"FR_ANN_37"
"Atriplex patula",NA,"FR_ANN_37"
"Bryonia cretica subsp. dioica",NA,"FR_ANN_37"
"Carex hirta",NA,"FR_ANN_37"
"Geranium columbinum",NA,"FR_ANN_37"
"Ononis spinosa",NA,"FR_ANN_37"
"Sison segetum",NA,"FR_ANN_37"
"Vicia hirsuta",NA,"FR_ANN_37"
"Anisantha diandra",NA,"FR_ANN_37"
"Fallopia convolvulus",NA,"FR_ANN_37"
"Geranium rotundifolium",NA,"FR_ANN_37"
"Papaver rhoeas",NA,"FR_ANN_37"
"Trifolium repens",NA,"FR_ANN_37"
"Aethusa cynapium",NA,"FR_ANN_37"
"Elytrigia campestre",NA,"FR_ANN_37"
"Heracleum sphondylium",NA,"FR_ANN_37"
"Medicago arabica",NA,"FR_ANN_37"
"Reynoutria japonica",NA,"FR_ANN_37"
"Veronica arvensis",NA,"FR_ANN_37"
"Veronica persica",NA,"FR_ANN_37"
"Centaurea sp.",NA,"FR_ANN_37"
"Plantago lanceolata",NA,"FR_ANN_37"
"Tordylium maximum",NA,"FR_ANN_37"
"Chaerophyllum temulum",NA,"FR_ANN_37"
"Eryngium campestre",NA,"FR_ANN_37"
"Galium mollugo",NA,"FR_ANN_37"
"Rumex crispus",NA,"FR_ANN_37"
"Scandix pecten-veneris",NA,"FR_ANN_37"
"Silene latifolia alba",NA,"FR_ANN_37"
"Arenaria leptoclados",NA,"FR_ANN_37"
"Cerastium brachypetalum",NA,"FR_ANN_37"
"Crepis setosa",NA,"FR_ANN_37"
"Falcaria vulgaris",NA,"FR_ANN_37"
"Knautia arvensis",NA,"FR_ANN_37"
"Linaria vulgaris",NA,"FR_ANN_37"
"Medicago sativa",NA,"FR_ANN_37"
"Orobanche amethystea",NA,"FR_ANN_37"
"Sedum rubens",NA,"FR_ANN_37"
"Sherardia arvensis",NA,"FR_ANN_37"
"Silene vulgaris",NA,"FR_ANN_37"
"Trifolium campestre",NA,"FR_ANN_37"
"Trifolium dubium",NA,"FR_ANN_37"
"Anthemis cotula",NA,"FR_ANN_37"
"Lactuca serriola",NA,"FR_ANN_37"
"Poa pratensis",NA,"FR_ANN_37"
"Rumex sanguineus",NA,"FR_ANN_37"
"Sonchus oleraceus",NA,"FR_ANN_37"
"Capsella bursa-pastoris",NA,"FR_ANN_37"
"Carthamus lanatus",NA,"FR_ANN_37"
"Legousia speculum-veneris",NA,"FR_ANN_37"
"Lepidium squamatum",NA,"FR_ANN_37"
"Malva sylvestris",NA,"FR_ANN_37"
"Rumex obtusifolius",NA,"FR_ANN_37"
"Sisymbrium officinale",NA,"FR_ANN_37"
"Stellaria media",NA,"FR_ANN_37"
"Trifolium pratense",NA,"FR_ANN_37"
"Arctium lappa",NA,"FR_ANN_37"
"Crataegus monogyna",NA,"FR_ANN_37"
"Hedera helix",NA,"FR_ANN_37"
"Picris hieracioides",NA,"FR_ANN_37"
"Prunus spinosa",NA,"FR_ANN_37"
"Quercus pubescens",NA,"FR_ANN_37"
"Aira caryophyllea",NA,"FR_ANN_37"
"Ammi majus",NA,"FR_ANN_37"
"Bidens tripartita",NA,"FR_ANN_37"
"Bromus secalinus",NA,"FR_ANN_37"
"Chenopodium album",NA,"FR_ANN_37"
"Cladanthus mixtus",NA,"FR_ANN_37"
"Echinochloa crus-galli",NA,"FR_ANN_37"
"Odontites vernus",NA,"FR_ANN_37"
"Vicia lutea",NA,"FR_ANN_37"
"Xanthium orientale",NA,"FR_ANN_37"
"Cerastium fontanum",NA,"FR_ANN_37"
"Rumex acetosa",NA,"FR_ANN_37"
"Bromus arvensis",NA,"FR_ANN_37"
"Jacobaea vulgaris",NA,"FR_ANN_37"
"Lamium purpureum",NA,"FR_ANN_37"
"Geranium molle",NA,"FR_ANN_37"
"Geranium pusillum",NA,"FR_ANN_37"
"Torilis nodosa",NA,"FR_ANN_37"
"Clinopodium acinos",NA,"FR_ANN_37"
"Erodium cicutarium",NA,"FR_ANN_37"
"Lycopsis arvensis",NA,"FR_ANN_37"
"Medicago minima",NA,"FR_ANN_37"
"Vicia segetalis",NA,"FR_ANN_37"
"Acinos arvensis",NA,"FR_ANN_37"
"Carduus tenuiflorus",NA,"FR_ANN_37"
"Catapodium rigidum",NA,"FR_ANN_37"
"Pilosella officinarum",NA,"FR_ANN_37"
"Verbena officinalis",NA,"FR_ANN_37"
"Geranium robertianum",NA,"FR_ANN_37"
"Carduus nutans",NA,"FR_ANN_37"
"Mentha suaveolens",NA,"FR_ANN_37"
"Echium vulgare",NA,"FR_ANN_37"
"Inula conyza",NA,"FR_ANN_37"
"Holcus mollis",NA,"FR_ANN_37"
"Onopordum acanthium",NA,"FR_ANN_37"
"Malva neglecta",NA,"FR_ANN_37"
"Melampyrum arvense",NA,"FR_ANN_37"
"Reseda lutea",NA,"FR_ANN_37"
"Lysimachia foemina",NA,"FR_ANN_37"
"Cornus sanguinea",NA,"FR_ANN_37"
"Althaea officinalis",NA,"FR_ANN_37"
"Symphytum officinale",NA,"FR_ANN_37"
"Ailanthus altissimus",NA,"FR_ANN_37"
"Chondrilla juncea",NA,"FR_ANN_37"
"Ulmus minor",NA,"FR_ANN_37"
"Matricaria chamomilla",NA,"FR_ANN_37"
"Panicum dichotomiflorum",NA,"FR_ANN_37"
"Plantago major",NA,"FR_ANN_37"
"Agrostis capillaris",NA,"FR_ANN_37"
"Cytisus scoparius",NA,"FR_ANN_37"
"Galeopsis tetrahit",NA,"FR_ANN_37"
"Gnaphalium uliginosum",NA,"FR_ANN_37"
"Centaurium erythraea",NA,"FR_ANN_37"
"Lepidium campestre",NA,"FR_ANN_37"
"Colchicum autumnalis",NA,"FR_ANN_37"
"Cruciata laevipes",NA,"FR_ANN_37"
"Dipsacus fullonum",NA,"FR_ANN_37"
"Origanum vulgare",NA,"FR_ANN_37"
"Barbarea vulgaris",NA,"FR_ANN_37"
"Vicia tetrasperma",NA,"FR_ANN_37"
"Matricaria discoidea",NA,"FR_ANN_37"
"Veronica hederifolia",NA,"FR_ANN_37"
"Populus tremula",NA,"FR_ANN_37"
"Tamus communis",NA,"FR_ANN_37"
"Lycopus europaeus",NA,"FR_ANN_37"
"Solanum dulcamara",NA,"FR_ANN_37"
"Buglossoides arvensis",NA,"FR_ANN_37"
"Euphorbia peplus",NA,"FR_ANN_37"
"Centaurea scabiosa",NA,"FR_ANN_37"
"Fagopyrum esculentum",NA,"FR_ANN_37"
"Cichorium intybus",NA,"FR_ANN_37"
"Malva setigera",NA,"FR_ANN_37"
"Euphorbia exigua",NA,"FR_ANN_37"
"Phragmites australis",NA,"FR_ANN_37"
"Borago officinalis",NA,"FR_ANN_37"
"Dioscorea communis",NA,"FR_ANN_37"
"Fumaria officinalis",NA,"FR_ANN_37"
"Agrostemma githago",NA,"FR_ANN_37"
"Andryala integrifolia",NA,"FR_ANN_37"
"Jasione montana",NA,"FR_ANN_37"
"Papaver argemone",NA,"FR_ANN_37"
"Papaver dubium",NA,"FR_ANN_37"
"Spergula arvensis",NA,"FR_ANN_37"
"Apera spica-venti",NA,"FR_ANN_37"
"Hordeum murinum",NA,"FR_ANN_37"
"Vicia eriocarpa",NA,"FR_ANN_37"
"Cyanus segetum",NA,"FR_ANN_37"
"Briza minor",NA,"FR_ANN_37"
"Aira armoricana",NA,"FR_ANN_37"
"Hypochaeris radicata",NA,"FR_ANN_37"
"Vicia villosa",NA,"FR_ANN_37"
"Saponaria officinalis",NA,"FR_ANN_37"
"Trifolium arvense",NA,"FR_ANN_37"
"Herniaria hirsuta",NA,"FR_ANN_37"
"Silene conica",NA,"FR_ANN_37"
"Urtica urens",NA,"FR_ANN_37"
"Scrophularia nodosa",NA,"FR_ANN_37"
"Bifora radians",NA,"FR_ANN_37"
"Coronilla varia",NA,"FR_ANN_37"
"Filago lutescens",NA,"FR_ANN_37"
"Leontodon autumnale",NA,"FR_ANN_37"
"Leucanthemum ircutianum",NA,"FR_ANN_37"
"Medicago polymorpha polycarpa",NA,"FR_ANN_37"
"Muscari comosum",NA,"FR_ANN_37"
"Ranunculus arvensis",NA,"FR_ANN_37"
"Filago pyramidata",NA,"FR_ANN_37"
"Linaria supina",NA,"FR_ANN_37"
"Trifolium alexandrinum**",NA,"FR_ANN_37"
"Valerianella dentata",NA,"FR_ANN_37"
"Camelina sp.",NA,"FR_ANN_37"
"Minuartia hybrida tenuifolia",NA,"FR_ANN_37"
"Petrorhagia prolifera",NA,"FR_ANN_37"
"Valerianella dentata (f. rimosa)",NA,"FR_ANN_37"
"Chenopodiastrum hybridum",NA,"FR_ANN_37"
"Setaria viridis",NA,"FR_ANN_37"
"Papaver hybridum",NA,"FR_ANN_37"
"Cynodon dactylon",NA,"FR_ANN_37"
"Epilobium hirsutum",NA,"FR_ANN_37"
"Epipactis helleborine",NA,"FR_ANN_37"
"Humulus lupulus",NA,"FR_ANN_37"
"Centaurium pulchellum",NA,"FR_ANN_37"
"Juncus inflexus",NA,"FR_ANN_37"
"Pulicaria dysenterica",NA,"FR_ANN_37"
"Ranunculus repens",NA,"FR_ANN_37"
"Rumex conglomeratus",NA,"FR_ANN_37"
"Euphorbia lathyris",NA,"FR_ANN_37"
"Lathyrus tuberosus",NA,"FR_ANN_37"
"Persicaria lapathifolia",NA,"FR_ANN_37"
"Schoedonorus pratensis",NA,"FR_ANN_37"
"Vicia dasycarpa",NA,"FR_ANN_37"
"Achillea millefolium L., 1753","79908","FR_ANN_45"
"Aethusa cynapium L., 1753","80358","FR_ANN_45"
"Agrimonia eupatoria L., 1753","80410","FR_ANN_45"
"Agrostis capillaris L., 1753","80591","FR_ANN_45"
"Agrostis stolonifera L., 1753","80759","FR_ANN_45"
"Ajuga chamaepitys (L.) Schreb., 1773","80978","FR_ANN_45"
"Alliaria petiolata (M.Bieb.) Cavara & Grande, 1913","81295","FR_ANN_45"
"Allium vineale L., 1753","81544","FR_ANN_45"
"Alopecurus myosuroides Huds., 1762","81648","FR_ANN_45"
"Alopecurus pratensis L., 1753","81656","FR_ANN_45"
"Amaranthus blitoides S.Watson, 1877","81963","FR_ANN_45"
"Amaranthus retroflexus L., 1753","82018","FR_ANN_45"
"Ammi majus L., 1753","82130","FR_ANN_45"
"Anisantha diandra (Roth) Tutin ex Tzvelev, 1963","82750","FR_ANN_45"
"Anisantha sterilis (L.) Nevski, 1934","82757","FR_ANN_45"
"Anthemis cotula L., 1753","82833","FR_ANN_45"
"Anthriscus caucalis M.Bieb., 1808","82931","FR_ANN_45"
"Anthriscus sylvestris (L.) Hoffm., 1814","82952","FR_ANN_45"
"Apera spica-venti (L.) P.Beauv., 1812","83156","FR_ANN_45"
"Aphanes arvensis L., 1753","83159","FR_ANN_45"
"Arabidopsis thaliana (L.) Heynh., 1842","83272","FR_ANN_45"
"Arctium L., 1753","189406","FR_ANN_45"
"Arctium lappa L., 1753","83499","FR_ANN_45"
"Arctium minus (Hill) Bernh., 1800","83502","FR_ANN_45"
"Arenaria leptoclados (Rchb.) Guss., 1844","131605","FR_ANN_45"
"Arenaria serpyllifolia [groupe]","20000008","FR_ANN_45"
"Arenaria serpyllifolia L., 1753","83653","FR_ANN_45"
"Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl, 1819","83912","FR_ANN_45"
"Artemisia vulgaris L., 1753","84061","FR_ANN_45"
"Atriplex patula L., 1753","85102","FR_ANN_45"
"Avena fatua L., 1753","85250","FR_ANN_45"
"Barbarea intermedia Boreau, 1840","85536","FR_ANN_45"
"Barbarea vulgaris W.T.Aiton, 1812","761965","FR_ANN_45"
"Bellis perennis L., 1753","85740","FR_ANN_45"
"Brachypodium rupestre (Host) Roem. & Schult., 1817","86301","FR_ANN_45"
"Bromus arvensis L., 1753","86537","FR_ANN_45"
"Bromus commutatus Schrad., 1806","86571","FR_ANN_45"
"Bromus hordeaceus L., 1753","86634","FR_ANN_45"
"Bromus secalinus L., 1753 [nom. et typ. cons.]","86751","FR_ANN_45"
"Bryonia dioica Jacq., 1774","86828","FR_ANN_45"
"Bryum dichotomum Hedw., 1801","434325","FR_ANN_45"
"Bunias orientalis L., 1753","86975","FR_ANN_45"
"Calepina irregularis (Asso) Thell., 1905","87442","FR_ANN_45"
"Campanula rapunculus L., 1753","87712","FR_ANN_45"
"Capsella bursa-pastoris (L.) Medik., 1792","87849","FR_ANN_45"
"Carduus nutans L., 1753","88167","FR_ANN_45"
"Carduus pycnocephalus L., 1763","88191","FR_ANN_45"
"Carduus tenuiflorus Curtis, 1793","88207","FR_ANN_45"
"Carex hirta L., 1753","88569","FR_ANN_45"
"Carex spicata Huds., 1762","88885","FR_ANN_45"
"Carthamus lanatus L., 1753","89232","FR_ANN_45"
"Carthamus mitissimus L., 1753","89235","FR_ANN_45"
"Catapodium rigidum (L.) C.E.Hubb., 1953","89338","FR_ANN_45"
"Centaurea decipiens Thuill., 1799","89579","FR_ANN_45"
"Centaurea jacea L., 1753","89619","FR_ANN_45"
"Centaurea scabiosa L., 1753","89697","FR_ANN_45"
"Centaurea sect. Jacea (Mill.) Pers. ex Dumort.","20000206","FR_ANN_45"
"Centaurium pulchellum (Sw.) Druce, 1907","89852","FR_ANN_45"
"Cerastium arvense L., 1753","89968","FR_ANN_45"
"Cerastium brachypetalum Pers., 1805","89979","FR_ANN_45"
"Cerastium fontanum Baumg., 1816","90008","FR_ANN_45"
"Cerastium glomeratum Thuill., 1799","90017","FR_ANN_45"
"Cerastium pumilum [groupe]","20000020","FR_ANN_45"
"Cerastium semidecandrum L., 1753","90091","FR_ANN_45"
"Ceratochloa cathartica (Vahl) Herter, 1940","90192","FR_ANN_45"
"Chaenorhinum minus (L.) Lange, 1870","90316","FR_ANN_45"
"Chenopodiastrum hybridum (L.) S.Fuentes, Uotila & Borsch, 2012","717137","FR_ANN_45"
"Chenopodium album [groupe]","20000023","FR_ANN_45"
"Chenopodium album L., 1753","90681","FR_ANN_45"
"Chenopodium vulvaria L., 1753","90836","FR_ANN_45"
"Cichorium intybus L., 1753","91169","FR_ANN_45"
"Cirsium arvense (L.) Scop., 1772","91289","FR_ANN_45"
"Cirsium vulgare (Savi) Ten., 1838","91430","FR_ANN_45"
"Clematis vitalba L., 1753","91886","FR_ANN_45"
"Convolvulus arvensis L., 1753","92302","FR_ANN_45"
"Convolvulus sepium L., 1753","92353","FR_ANN_45"
"Coriandrum sativum L., 1753","92465","FR_ANN_45"
"Coronilla varia L., 1753","92546","FR_ANN_45"
"Crataegus monogyna Jacq., 1775","92876","FR_ANN_45"
"Crepis capillaris (L.) Wallr., 1840","93023","FR_ANN_45"
"Crepis pulchra L., 1753","93114","FR_ANN_45"
"Crepis setosa Haller f., 1797","93134","FR_ANN_45"
"Cruciata laevipes Opiz, 1852","93308","FR_ANN_45"
"Cyanus segetum Hill, 1762","93680","FR_ANN_45"
"Dactylis glomerata L., 1753","94207","FR_ANN_45"
"Datura stramonium L., 1753","94489","FR_ANN_45"
"Daucus carota L., 1753","94503","FR_ANN_45"
"Delphinium consolida L., 1753","94572","FR_ANN_45"
"Dianthus armeria L., 1753","94693","FR_ANN_45"
"Dioscorea communis (L.) Caddick & Wilkin, 2002","611652","FR_ANN_45"
"Dipsacus fullonum L., 1753","95149","FR_ANN_45"
"Echinochloa crus-galli (L.) P.Beauv., 1812","95671","FR_ANN_45"
"Echium vulgare L., 1753","95793","FR_ANN_45"
"Elytrigia campestris (Godr. & Gren.) Kergu̩len, 1987","96029","FR_ANN_45"
"Elytrigia Desv., 1810","192126","FR_ANN_45"
"Elytrigia repens [groupe]","20000030","FR_ANN_45"
"Epilobium parviflorum Schreb., 1771","96229","FR_ANN_45"
"Epilobium tetragonum L., 1753","96271","FR_ANN_45"
"Equisetum arvense L., 1753","96508","FR_ANN_45"
"Erigeron canadensis L., 1753","96749","FR_ANN_45"
"Erodium cicutarium (L.) L'H̩r., 1789","96895","FR_ANN_45"
"Ervilia hirsuta (L.) Opiz, 1852","97084","FR_ANN_45"
"Ervum tetraspermum L., 1753","97128","FR_ANN_45"
"Eryngium campestre L., 1753","97141","FR_ANN_45"
