"original_taxa","accepted_taxref","taxref_key","taxref_rank","taxref_full_name","taxref_class","taxref_order","taxref_family","taxref_status","G1_INPN","G2_INPN","G3_INPN","habitat","accepted_gbif","gbif_key","gbif_rank","gbif_full_name","gbif_phylum","gbif_order","gbif_family","gbif_status","accepted_taxa","full_name","accepted_rank","in_AT_VIN_SECBIVIT","in_AT_VINEDIVERS","in_BE_ANN_EXPLORE","in_DE_VIN_SECBIVIT","in_EU_HMETCALF","in_FR_ABY","in_FR_ALL_500_ENI","in_FR_ALL_LANGUEDOC","in_FR_ANN_37","in_FR_ANN_45","in_FR_ANN_BARR","in_FR_ANN_BIOVIGILANCE","in_FR_ANN_BOURGOGNE","in_FR_ANN_CASDAR","in_FR_ANN_DEEPIMPACT","in_FR_ANN_FENAY_GFPHD","in_FR_ANN_MP","in_FR_CASYS","in_FR_CBN","in_FR_OLI_GENTY","in_FR_SECBIVIT","in_FR_SUN_ENIVTH","in_FR_VIN_ALPES","in_FR_VIN_BIOVIGILANCE","in_FR_VIN_FLAVI","in_FR_VIN_GIGNAC","in_FR_VIN_HERAULT","in_FR_VIN_SAVM","in_FR_VINE_BDX","in_FR_VINE_CA33","in_RO_VIN_SECBIVIT","in_UK_ANN_Boundary_Margin_Verge"
"Hypochaeris achyrophorus","Hypochaeris achyrophorus",103352,"ES","Hypochaeris achyrophorus L., 1753","Equisetopsida","Asterales","Asteraceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Achyrophorus valdesii",10767432,"SPECIES","Achyrophorus valdesii F.J.Jiménez, M.Á.Ortiz & M.Talavera","Tracheophyta","Asterales","Asteraceae","EXACT_SYNONYM","Hypochaeris achyrophorus","Hypochaeris achyrophorus L., 1753","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hypochaeris glabra","Hypochaeris glabra",103364,"ES","Hypochaeris glabra L., 1753","Equisetopsida","Asterales","Asteraceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hypochaeris glabra",3093911,"SPECIES","Hypochaeris glabra L.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","Hypochaeris glabra","Hypochaeris glabra L., 1753","SPECIES",0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Hypochaeris radicata","Hypochaeris radicata",103375,"ES","Hypochaeris radicata L., 1753","Equisetopsida","Asterales","Asteraceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hypochaeris radicata",3093702,"SPECIES","Hypochaeris radicata L.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","Hypochaeris radicata","Hypochaeris radicata L., 1753","SPECIES",0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1
"Hypochoeris radicata","Hypochaeris radicata",103375,"ES","Hypochaeris radicata L., 1753","Equisetopsida","Asterales","Asteraceae","EXACT_SYNONYM","Trachéophytes","Angiospermes","Autres",3,"Hypochaeris radicata",3093702,"SPECIES","Hypochaeris radicata L.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","Hypochaeris radicata","Hypochaeris radicata L., 1753","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Hyssopus officinalis","Hyssopus officinalis",103406,"ES","Hyssopus officinalis L., 1753","Equisetopsida","Lamiales","Lamiaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hyssopus officinalis",5341387,"SPECIES","Hyssopus officinalis L.","Tracheophyta","Lamiales","Lamiaceae","EXACT_ACCEPTED","Hyssopus officinalis","Hyssopus officinalis L., 1753","SPECIES",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iberis amara","Iberis amara",103415,"ES","Iberis amara L., 1753","Equisetopsida","Brassicales","Brassicaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Iberis amara",5377163,"SPECIES","Iberis amara L.","Tracheophyta","Brassicales","Brassicaceae","EXACT_ACCEPTED","Iberis amara","Iberis amara L., 1753","SPECIES",0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Iberis pinnata","Iberis pinnata",103478,"ES","Iberis pinnata L., 1755","Equisetopsida","Brassicales","Brassicaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Iberis pinnata",5377286,"SPECIES","Iberis pinnata L.","Tracheophyta","Brassicales","Brassicaceae","EXACT_ACCEPTED","Iberis pinnata","Iberis pinnata L., 1755","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ilex aquifolium","Ilex aquifolium",103514,"ES","Ilex aquifolium L., 1753","Equisetopsida","Aquifoliales","Aquifoliaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Ilex aquifolium",5414222,"SPECIES","Ilex aquifolium L.","Tracheophyta","Aquifoliales","Aquifoliaceae","EXACT_ACCEPTED","Ilex aquifolium","Ilex aquifolium L., 1753","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Illecebrum verticillatum","Illecebrum verticillatum",103536,"ES","Illecebrum verticillatum L., 1753","Equisetopsida","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Illecebrum verticillatum",5384589,"SPECIES","Illecebrum verticillatum L.","Tracheophyta","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Illecebrum verticillatum","Illecebrum verticillatum L., 1753","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Imbribryum subapiculatum","Imbribryum subapiculatum",956667,"ES","Imbribryum subapiculatum (Hampe) D.Bell & Holyoak, 2020","Equisetopsida","Bryales","Bryaceae","EXACT_ACCEPTED","Bryophytes","Mousses","Autres",3,"Gemmabryum subapiculatum",8429763,"SPECIES","Gemmabryum subapiculatum (Hampe) J.R.Spence & H.P.Ramsay","Bryophyta","Bryales","Bryaceae","EXACT_SYNONYM","Imbribryum subapiculatum","Imbribryum subapiculatum (Hampe) D.Bell & Holyoak, 2020","SPECIES",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Impatiens glandulifera","Impatiens glandulifera",103547,"ES","Impatiens glandulifera Royle, 1833","Equisetopsida","Ericales","Balsaminaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Impatiens glandulifera",2891770,"SPECIES","Impatiens glandulifera Royle","Tracheophyta","Ericales","Balsaminaceae","EXACT_ACCEPTED","Impatiens glandulifera","Impatiens glandulifera Royle, 1833","SPECIES",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Imperata cylindrica","Imperata cylindrica",103562,"ES","Imperata cylindrica (L.) Raeusch., 1797","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Imperata cylindrica",8424006,"SPECIES","Imperata cylindrica (L.) Raeusch.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","Imperata cylindrica","Imperata cylindrica (L.) Raeusch., 1797","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Inula britannica","Inula britannica",103598,"ES","Inula britannica L., 1753","Equisetopsida","Asterales","Asteraceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Pentanema britannicum",10010617,"SPECIES","Pentanema britannicum (L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort.","Tracheophyta","Asterales","Asteraceae","EXACT_SYNONYM","Inula britannica","Inula britannica L., 1753","SPECIES",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Inula conyza","Inula conyzae",945856,"ES","Inula conyzae (Greiss.) DC., 1836","Equisetopsida","Asterales","Asteraceae","EXACT_SYNONYM","Trachéophytes","Angiospermes","Autres",3,"Pentanema squarrosum",10998833,"SPECIES","Pentanema squarrosum (L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort.","Tracheophyta","Asterales","Asteraceae","EXACT_SYNONYM","Inula conyzae","Inula conyzae (Greiss.) DC., 1836","SPECIES",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Inula helenium","Inula helenium",103627,"ES","Inula helenium L., 1753","Equisetopsida","Asterales","Asteraceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Inula helenium",3148340,"SPECIES","Inula helenium L.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","Inula helenium","Inula helenium L., 1753","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ipomoea purpurea","Ipomoea purpurea",521639,"ES","Ipomoea purpurea (L.) Roth, 1787","Equisetopsida","Solanales","Convolvulaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Ipomoea purpurea",2928576,"SPECIES","Ipomoea purpurea (L.) Roth","Tracheophyta","Solanales","Convolvulaceae","EXACT_ACCEPTED","Ipomoea purpurea","Ipomoea purpurea (L.) Roth, 1787","SPECIES",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iris foetidissima","Iris foetidissima",103734,"ES","Iris foetidissima L., 1753","Equisetopsida","Asparagales","Iridaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Iris foetidissima",5298765,"SPECIES","Iris foetidissima L.","Tracheophyta","Asparagales","Iridaceae","EXACT_ACCEPTED","Iris foetidissima","Iris foetidissima L., 1753","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Iris pseudacorus","Iris pseudacorus",103772,"ES","Iris pseudacorus L., 1753","Equisetopsida","Asparagales","Iridaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Iris pseudacorus",5298231,"SPECIES","Iris pseudacorus L.","Tracheophyta","Asparagales","Iridaceae","EXACT_ACCEPTED","Iris pseudacorus","Iris pseudacorus L., 1753","SPECIES",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Isatis tinctoria","Isatis tinctoria",103817,"ES","Isatis tinctoria L., 1753","Equisetopsida","Brassicales","Brassicaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Isatis tinctoria",5374118,"SPECIES","Isatis tinctoria L.","Tracheophyta","Brassicales","Brassicaceae","EXACT_ACCEPTED","Isatis tinctoria","Isatis tinctoria L., 1753","SPECIES",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Iva xanthiifolia","Iva xanthiifolia",103924,"ES","Iva xanthiifolia Nutt., 1818","Equisetopsida","Asterales","Asteraceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Cyclachaena xanthiifolia",3141890,"SPECIES","Cyclachaena xanthiifolia (Nutt.) Fresen.","Tracheophyta","Asterales","Asteraceae","EXACT_SYNONYM","Iva xanthiifolia","Iva xanthiifolia Nutt., 1818","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jacobaea aquatica","Jacobaea aquatica",103987,"ES","Jacobaea aquatica (Hill) G.Gaertn., B.Mey. & Scherb., 1801","Equisetopsida","Asterales","Asteraceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Jacobaea aquatica",8340600,"SPECIES","Jacobaea aquatica (Hill) G.Gaertn., B.Mey. & Scherb.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","Jacobaea aquatica","Jacobaea aquatica (Hill) G.Gaertn., B.Mey. & Scherb., 1801","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jacobaea erucifolia","Jacobaea erucifolia",103991,"ES","Jacobaea erucifolia (L.) G.Gaertn., B.Mey. & Scherb., 1801","Equisetopsida","Asterales","Asteraceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Jacobaea erucifolia",10487667,"SPECIES","Jacobaea erucifolia (L.) G.Gaertn., B.Mey. & Scherb.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","Jacobaea erucifolia","Jacobaea erucifolia (L.) G.Gaertn., B.Mey. & Scherb., 1801","SPECIES",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"Jacobaea vulgaris","Jacobaea vulgaris",610646,"ES","Jacobaea vulgaris Gaertn., 1791","Equisetopsida","Asterales","Asteraceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Jacobaea vulgaris",5388602,"SPECIES","Jacobaea vulgaris Gaertn.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","Jacobaea vulgaris","Jacobaea vulgaris Gaertn., 1791","SPECIES",0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0
"Jasione montana","Jasione montana",104022,"ES","Jasione montana L., 1753","Equisetopsida","Asterales","Campanulaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Jasione montana",8366345,"SPECIES","Jasione montana L.","Tracheophyta","Asterales","Campanulaceae","EXACT_ACCEPTED","Jasione montana","Jasione montana L., 1753","SPECIES",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Jasminum fruticans","Jasminum fruticans",104036,"ES","Jasminum fruticans L., 1753","Equisetopsida","Lamiales","Oleaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Chrysojasminum fruticans",9556104,"SPECIES","Chrysojasminum fruticans (L.) Banfi","Tracheophyta","Lamiales","Oleaceae","EXACT_SYNONYM","Jasminum fruticans","Jasminum fruticans L., 1753","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Juglans","Juglans",193685,"GN","Juglans L., 1753","Equisetopsida","Fagales","Juglandaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Juglans",3054350,"GENUS","Juglans L.","Tracheophyta","Fagales","Juglandaceae","HIGHERRANK_ACCEPTED","Juglans","Juglans L., 1753","GENUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Juglans nigra","Juglans nigra",104074,"ES","Juglans nigra L., 1753","Equisetopsida","Fagales","Juglandaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Juglans nigra",3054357,"SPECIES","Juglans nigra L.","Tracheophyta","Fagales","Juglandaceae","EXACT_ACCEPTED","Juglans nigra","Juglans nigra L., 1753","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Juglans regia","Juglans regia",104076,"ES","Juglans regia L., 1753","Equisetopsida","Fagales","Juglandaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Juglans regia",3054368,"SPECIES","Juglans regia L.","Tracheophyta","Fagales","Juglandaceae","EXACT_ACCEPTED","Juglans regia","Juglans regia L., 1753","SPECIES",0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Juncus","Juncus",193689,"GN","Juncus L., 1753","Equisetopsida","Poales","Juncaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",8,"Juncus",2701072,"GENUS","Juncus L.","Tracheophyta","Poales","Juncaceae","HIGHERRANK_ACCEPTED","Juncus","Juncus L., 1753","GENUS",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Juncus acutiflorus","Juncus acutiflorus",104101,"ES","Juncus acutiflorus Ehrh. ex Hoffm., 1791","Equisetopsida","Poales","Juncaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Juncus acutiflorus",2701571,"SPECIES","Juncus acutiflorus Ehrh. ex Hoffm.","Tracheophyta","Poales","Juncaceae","EXACT_ACCEPTED","Juncus acutiflorus","Juncus acutiflorus Ehrh. ex Hoffm., 1791","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Juncus articulatus","Juncus articulatus",104126,"ES","Juncus articulatus L., 1753","Equisetopsida","Poales","Juncaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Juncus articulatus",2701261,"SPECIES","Juncus articulatus L.","Tracheophyta","Poales","Juncaceae","EXACT_ACCEPTED","Juncus articulatus","Juncus articulatus L., 1753","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Juncus bufonius","Juncus bufonius",104144,"ES","Juncus bufonius L., 1753","Equisetopsida","Poales","Juncaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Juncus bufonius",6413649,"SPECIES","Juncus bufonius L.","Tracheophyta","Poales","Juncaceae","EXACT_ACCEPTED","Juncus bufonius","Juncus bufonius L., 1753","SPECIES",0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
"Juncus capitatus","Juncus capitatus",104148,"ES","Juncus capitatus Weigel, 1772","Equisetopsida","Poales","Juncaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Juncus capitatus",2701957,"SPECIES","Juncus capitatus Weigel","Tracheophyta","Poales","Juncaceae","EXACT_ACCEPTED","Juncus capitatus","Juncus capitatus Weigel, 1772","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Juncus conglomeratus","Juncus conglomeratus",104160,"ES","Juncus conglomeratus L., 1753","Equisetopsida","Poales","Juncaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Juncus conglomeratus",2701418,"SPECIES","Juncus conglomeratus L.","Tracheophyta","Poales","Juncaceae","EXACT_ACCEPTED","Juncus conglomeratus","Juncus conglomeratus L., 1753","SPECIES",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Juncus effusum","Juncus effusus",104173,"ES","Juncus effusus L., 1753","Equisetopsida","Poales","Juncaceae","FUZZY_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Juncus effusus",2701311,"SPECIES","Juncus effusus L.","Tracheophyta","Poales","Juncaceae","EXACT_ACCEPTED","Juncus effusus","Juncus effusus L., 1753","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Juncus effusus","Juncus effusus",104173,"ES","Juncus effusus L., 1753","Equisetopsida","Poales","Juncaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Juncus effusus",2701311,"SPECIES","Juncus effusus L.","Tracheophyta","Poales","Juncaceae","EXACT_ACCEPTED","Juncus effusus","Juncus effusus L., 1753","SPECIES",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
"Juncus inflexus","Juncus inflexus",104214,"ES","Juncus inflexus L., 1753","Equisetopsida","Poales","Juncaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Juncus inflexus",2701841,"SPECIES","Juncus inflexus L.","Tracheophyta","Poales","Juncaceae","EXACT_ACCEPTED","Juncus inflexus","Juncus inflexus L., 1753","SPECIES",0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Juncus tenuis","Juncus tenuis",104353,"ES","Juncus tenuis Willd., 1799","Equisetopsida","Poales","Juncaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Juncus tenuis",2702084,"SPECIES","Juncus tenuis Willd.","Tracheophyta","Poales","Juncaceae","EXACT_ACCEPTED","Juncus tenuis","Juncus tenuis Willd., 1799","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Juniperus oxycedrus","Juniperus oxycedrus",104409,"ES","Juniperus oxycedrus L., 1753","Equisetopsida","Cupressales","Cupressaceae","EXACT_ACCEPTED","Trachéophytes","Gymnospermes","Autres",3,"Juniperus oxycedrus",2684451,"SPECIES","Juniperus oxycedrus L.","Tracheophyta","Pinales","Cupressaceae","EXACT_ACCEPTED","Juniperus oxycedrus","Juniperus oxycedrus L., 1753","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Kandis perfoliata","Microthlaspi perfoliatum",108522,"ES","Microthlaspi perfoliatum (L.) F.K.Mey., 1973","Equisetopsida","Brassicales","Brassicaceae","EXACT_SYNONYM","Trachéophytes","Angiospermes","Autres",3,"Noccaea perfoliata",7639623,"SPECIES","Noccaea perfoliata (L.) Al-Shehbaz","Tracheophyta","Brassicales","Brassicaceae","EXACT_SYNONYM","Microthlaspi perfoliatum","Microthlaspi perfoliatum (L.) F.K.Mey., 1973","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kernera saxatilis","Kernera saxatilis",104488,"ES","Kernera saxatilis (L.) Sweet, 1827","Equisetopsida","Brassicales","Brassicaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Kernera saxatilis",5374828,"SPECIES","Kernera saxatilis (L.) Sweet","Tracheophyta","Brassicales","Brassicaceae","EXACT_ACCEPTED","Kernera saxatilis","Kernera saxatilis (L.) Sweet, 1827","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kickxia","Kickxia",193722,"GN","Kickxia Dumort., 1829","Equisetopsida","Lamiales","Plantaginaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Kickxia",3170816,"GENUS","Kickxia Dumort.","Tracheophyta","Lamiales","Plantaginaceae","HIGHERRANK_ACCEPTED","Kickxia","Kickxia Dumort., 1829","GENUS",0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Kickxia commutata","Kickxia commutata",104501,"ES","Kickxia commutata (Bernh. ex Rchb.) Fritsch, 1897","Equisetopsida","Lamiales","Plantaginaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Kickxia commutata",8111514,"SPECIES","Kickxia commutata (Bernh. ex Rchb.) Fritsch","Tracheophyta","Lamiales","Plantaginaceae","EXACT_ACCEPTED","Kickxia commutata","Kickxia commutata (Bernh. ex Rchb.) Fritsch, 1897","SPECIES",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kickxia elatine","Kickxia elatine",104502,"ES","Kickxia elatine (L.) Dumort., 1827","Equisetopsida","Lamiales","Plantaginaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Kickxia elatine",3170819,"SPECIES","Kickxia elatine (L.) Dumort.","Tracheophyta","Lamiales","Plantaginaceae","EXACT_ACCEPTED","Kickxia elatine","Kickxia elatine (L.) Dumort., 1827","SPECIES",0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
"Kickxia elatine elatine","Kickxia elatine",104502,"ES","Kickxia elatine (L.) Dumort., 1827","Equisetopsida","Lamiales","Plantaginaceae","EXACT_SYNONYM","Trachéophytes","Angiospermes","Autres",3,"Kickxia elatine",3170819,"SPECIES","Kickxia elatine (L.) Dumort.","Tracheophyta","Lamiales","Plantaginaceae","EXACT_ACCEPTED","Kickxia elatine","Kickxia elatine (L.) Dumort., 1827","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kickxia spuria","Kickxia spuria",104506,"ES","Kickxia spuria (L.) Dumort., 1827","Equisetopsida","Lamiales","Plantaginaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Kickxia spuria",3170817,"SPECIES","Kickxia spuria (L.) Dumort.","Tracheophyta","Lamiales","Plantaginaceae","EXACT_ACCEPTED","Kickxia spuria","Kickxia spuria (L.) Dumort., 1827","SPECIES",0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1
"Knautia arvensis","Knautia arvensis",104516,"ES","Knautia arvensis (L.) Coult., 1828","Equisetopsida","Dipsacales","Caprifoliaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Knautia arvensis",2888808,"SPECIES","Knautia arvensis (L.) Coult.","Tracheophyta","Dipsacales","Caprifoliaceae","EXACT_ACCEPTED","Knautia arvensis","Knautia arvensis (L.) Coult., 1828","SPECIES",1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"Knautia collina","Knautia collina",998978,"ES","Knautia collina Heynh., 1840","Equisetopsida","Dipsacales","Caprifoliaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Knautia collina",11986416,"SPECIES","Knautia collina Heynh., 1840","Tracheophyta","Dipsacales","Caprifoliaceae","EXACT_DOUBTFUL","Knautia collina","Knautia collina Heynh., 1840","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Knautia integrifola","Knautia integrifolia",104537,"ES","Knautia integrifolia (L.) Bertol., 1836","Equisetopsida","Dipsacales","Caprifoliaceae","FUZZY_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Knautia integrifolia",7504215,"SPECIES","Knautia integrifolia (L.) Bertol.","Tracheophyta","Dipsacales","Caprifoliaceae","EXACT_ACCEPTED","Knautia integrifolia","Knautia integrifolia (L.) Bertol., 1836","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
