"original_taxa","accepted_taxref","taxref_key","taxref_rank","taxref_full_name","taxref_class","taxref_order","taxref_family","taxref_status","G1_INPN","G2_INPN","G3_INPN","habitat","accepted_gbif","gbif_key","gbif_rank","gbif_full_name","gbif_phylum","gbif_order","gbif_family","gbif_status","accepted_taxa","full_name","accepted_rank","in_AT_VIN_SECBIVIT","in_AT_VINEDIVERS","in_BE_ANN_EXPLORE","in_DE_VIN_SECBIVIT","in_EU_HMETCALF","in_FR_ABY","in_FR_ALL_500_ENI","in_FR_ALL_LANGUEDOC","in_FR_ANN_37","in_FR_ANN_45","in_FR_ANN_BARR","in_FR_ANN_BIOVIGILANCE","in_FR_ANN_BOURGOGNE","in_FR_ANN_CASDAR","in_FR_ANN_DEEPIMPACT","in_FR_ANN_FENAY_GFPHD","in_FR_ANN_MP","in_FR_CASYS","in_FR_CBN","in_FR_OLI_GENTY","in_FR_SECBIVIT","in_FR_SUN_ENIVTH","in_FR_VIN_ALPES","in_FR_VIN_BIOVIGILANCE","in_FR_VIN_FLAVI","in_FR_VIN_GIGNAC","in_FR_VIN_HERAULT","in_FR_VIN_SAVM","in_FR_VINE_BDX","in_FR_VINE_CA33","in_RO_VIN_SECBIVIT","in_UK_ANN_Boundary_Margin_Verge"
"Raphanus","Raphanus",197049,"GN","Raphanus L., 1753","Equisetopsida","Brassicales","Brassicaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Raphanus",3040962,"GENUS","Raphanus L.","Tracheophyta","Brassicales","Brassicaceae","HIGHERRANK_ACCEPTED","Raphanus","Raphanus L., 1753","GENUS",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Raphanus raphanistrum","Raphanus raphanistrum",117353,"ES","Raphanus raphanistrum L., 1753","Equisetopsida","Brassicales","Brassicaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Raphanus raphanistrum",3040983,"SPECIES","Raphanus raphanistrum L.","Tracheophyta","Brassicales","Brassicaceae","EXACT_ACCEPTED","Raphanus raphanistrum","Raphanus raphanistrum L., 1753","SPECIES",0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1
"Raphanus raphanistrum raphanistrum","Raphanus raphanistrum subsp. raphanistrum",139841,"SSES","Raphanus raphanistrum subsp. raphanistrum L., 1753","Equisetopsida","Brassicales","Brassicaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Raphanus raphanistrum raphanistrum",7225596,"SUBSPECIES","Raphanus raphanistrum subsp. raphanistrum","Tracheophyta","Brassicales","Brassicaceae","EXACT_ACCEPTED","Raphanus raphanistrum subsp. raphanistrum","Raphanus raphanistrum subsp. raphanistrum L., 1753","SUBSPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"Raphanus raphanistrum sativus","Raphanus sativus",117355,"ES","Raphanus sativus L., 1753","Equisetopsida","Brassicales","Brassicaceae","EXACT_SYNONYM","Trachéophytes","Angiospermes","Autres",3,"Raphanus sativus",7678610,"SPECIES","Raphanus sativus L.","Tracheophyta","Brassicales","Brassicaceae","EXACT_ACCEPTED","Raphanus sativus","Raphanus sativus L., 1753","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Raphanus sativus","Raphanus sativus",117355,"ES","Raphanus sativus L., 1753","Equisetopsida","Brassicales","Brassicaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Raphanus sativus",7678610,"SPECIES","Raphanus sativus L.","Tracheophyta","Brassicales","Brassicaceae","EXACT_ACCEPTED","Raphanus sativus","Raphanus sativus L., 1753","SPECIES",1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Rapistrum perenne","Rapistrum perenne",117390,"ES","Rapistrum perenne (L.) All., 1785","Equisetopsida","Brassicales","Brassicaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rapistrum perenne",5373365,"SPECIES","Rapistrum perenne (L.) All.","Tracheophyta","Brassicales","Brassicaceae","EXACT_ACCEPTED","Rapistrum perenne","Rapistrum perenne (L.) All., 1785","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rapistrum rugosum","Rapistrum rugosum",117393,"ES","Rapistrum rugosum (L.) All., 1785","Equisetopsida","Brassicales","Brassicaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rapistrum rugosum",5373368,"SPECIES","Rapistrum rugosum (L.) All.","Tracheophyta","Brassicales","Brassicaceae","EXACT_ACCEPTED","Rapistrum rugosum","Rapistrum rugosum (L.) All., 1785","SPECIES",0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"Rapistrum rugosum orientale","Rapistrum rugosum subsp. orientale",139849,"SSES","Rapistrum rugosum subsp. orientale (L.) Arcang., 1882","Equisetopsida","Brassicales","Brassicaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rapistrum rugosum",5373368,"SPECIES","Rapistrum rugosum (L.) All.","Tracheophyta","Brassicales","Brassicaceae","EXACT_SYNONYM","Rapistrum rugosum subsp. orientale","Rapistrum rugosum subsp. orientale (L.) Arcang., 1882","SUBSPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Reichardia picroides","Reichardia picroides",117426,"ES","Reichardia picroides (L.) Roth, 1787","Equisetopsida","Asterales","Asteraceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Reichardia picroides",5385655,"SPECIES","Reichardia picroides (L.) Roth","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","Reichardia picroides","Reichardia picroides (L.) Roth, 1787","SPECIES",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
"Reseda","Reseda",197080,"GN","Reseda L., 1753","Equisetopsida","Brassicales","Resedaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Reseda",3040250,"GENUS","Reseda L.","Tracheophyta","Brassicales","Resedaceae","HIGHERRANK_ACCEPTED","Reseda","Reseda L., 1753","GENUS",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Reseda alba","Reseda alba",117428,"ES","Reseda alba L., 1753","Equisetopsida","Brassicales","Resedaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Reseda alba",3040254,"SPECIES","Reseda alba L.","Tracheophyta","Brassicales","Resedaceae","EXACT_ACCEPTED","Reseda alba","Reseda alba L., 1753","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Reseda lanceolata",NA,NA,NA,NA,NA,NA,NA,"NOT FOUND",NA,NA,NA,NA,"Reseda lanceolata",7275936,"SPECIES","Reseda lanceolata Lag.","Tracheophyta","Brassicales","Resedaceae","EXACT_ACCEPTED","Reseda lanceolata","Reseda lanceolata Lag.","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Reseda lutea","Reseda lutea",117458,"ES","Reseda lutea L., 1753","Equisetopsida","Brassicales","Resedaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Reseda lutea",3040252,"SPECIES","Reseda lutea L.","Tracheophyta","Brassicales","Resedaceae","EXACT_ACCEPTED","Reseda lutea","Reseda lutea L., 1753","SPECIES",1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"Reseda luteola","Reseda luteola",117459,"ES","Reseda luteola L., 1753","Equisetopsida","Brassicales","Resedaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Reseda luteola",3040251,"SPECIES","Reseda luteola L.","Tracheophyta","Brassicales","Resedaceae","EXACT_ACCEPTED","Reseda luteola","Reseda luteola L., 1753","SPECIES",0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"Reseda phyteuma","Reseda phyteuma",117469,"ES","Reseda phyteuma L., 1753","Equisetopsida","Brassicales","Resedaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Reseda phyteuma",3040253,"SPECIES","Reseda phyteuma L.","Tracheophyta","Brassicales","Resedaceae","EXACT_ACCEPTED","Reseda phyteuma","Reseda phyteuma L., 1753","SPECIES",0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0
"Reseda undata","Reseda undata",608802,"ES","Reseda undata L., 1759","Equisetopsida","Brassicales","Resedaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Reseda undata",7368336,"SPECIES","Reseda undata L.","Tracheophyta","Brassicales","Resedaceae","EXACT_ACCEPTED","Reseda undata","Reseda undata L., 1759","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Retama sphaerocarpa","Genista sphaerocarpa",717209,"ES","Genista sphaerocarpa (L.) Lam., 1788","Equisetopsida","Fabales","Fabaceae","EXACT_SYNONYM","Trachéophytes","Angiospermes","Autres",7,"Retama sphaerocarpa",2965093,"SPECIES","Retama sphaerocarpa (L.) Boiss.","Tracheophyta","Fabales","Fabaceae","EXACT_SYNONYM","Genista sphaerocarpa","Genista sphaerocarpa (L.) Lam., 1788","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Reynoutria japonica","Reynoutria japonica",117503,"ES","Reynoutria japonica Houtt., 1777","Equisetopsida","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Reynoutria japonica",2889173,"SPECIES","Reynoutria japonica Houtt.","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Reynoutria japonica","Reynoutria japonica Houtt., 1777","SPECIES",0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhagadiolus edulis","Rhagadiolus edulis",117512,"ES","Rhagadiolus edulis Gaertn., 1791","Equisetopsida","Asterales","Asteraceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rhagadiolus edulis",5399549,"SPECIES","Rhagadiolus edulis Gaertn.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","Rhagadiolus edulis","Rhagadiolus edulis Gaertn., 1791","SPECIES",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhagadiolus stellatus","Rhagadiolus stellatus",117521,"ES","Rhagadiolus stellatus (L.) Gaertn., 1791","Equisetopsida","Asterales","Asteraceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rhagadiolus stellatus",5399550,"SPECIES","Rhagadiolus stellatus (L.) Gaertn.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","Rhagadiolus stellatus","Rhagadiolus stellatus (L.) Gaertn., 1791","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhamnus","Rhamnus",197112,"GN","Rhamnus L., 1753","Equisetopsida","Rosales","Rhamnaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rhamnus",3039471,"GENUS","Rhamnus L.","Tracheophyta","Rosales","Rhamnaceae","HIGHERRANK_ACCEPTED","Rhamnus","Rhamnus L., 1753","GENUS",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhamnus alaternus","Rhamnus alaternus",117526,"ES","Rhamnus alaternus L., 1753","Equisetopsida","Rosales","Rhamnaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rhamnus alaternus",6371424,"SPECIES","Rhamnus alaternus L.","Tracheophyta","Rosales","Rhamnaceae","EXACT_ACCEPTED","Rhamnus alaternus","Rhamnus alaternus L., 1753","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Rhamnus cathartica","Rhamnus cathartica",117530,"ES","Rhamnus cathartica L., 1753","Equisetopsida","Rosales","Rhamnaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rhamnus cathartica",3039491,"SPECIES","Rhamnus cathartica L.","Tracheophyta","Rosales","Rhamnaceae","EXACT_ACCEPTED","Rhamnus cathartica","Rhamnus cathartica L., 1753","SPECIES",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Rheum x hybridum","Rheum x hybridum",117585,"ES","Rheum x hybridum Murray, 1775","Equisetopsida","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rheum hybridum",4037896,"SPECIES","Rheum × hybridum Murray","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Rheum x hybridum","Rheum x hybridum Murray, 1775","SPECIES",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhinanthus","Rhinanthus",197131,"GN","Rhinanthus L., 1753","Equisetopsida","Lamiales","Orobanchaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rhinanthus",3172042,"GENUS","Rhinanthus L.","Tracheophyta","Lamiales","Orobanchaceae","HIGHERRANK_ACCEPTED","Rhinanthus","Rhinanthus L., 1753","GENUS",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhinanthus alectorolophus","Rhinanthus alectorolophus",117587,"ES","Rhinanthus alectorolophus (Scop.) Pollich, 1777","Equisetopsida","Lamiales","Orobanchaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rhinanthus alectorolophus",3172045,"SPECIES","Rhinanthus alectorolophus (Scop.) Pollich","Tracheophyta","Lamiales","Orobanchaceae","EXACT_ACCEPTED","Rhinanthus alectorolophus","Rhinanthus alectorolophus (Scop.) Pollich, 1777","SPECIES",0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhinanthus minor","Rhinanthus minor",117616,"ES","Rhinanthus minor L., 1756","Equisetopsida","Lamiales","Orobanchaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rhinanthus minor",3172043,"SPECIES","Rhinanthus minor L.","Tracheophyta","Lamiales","Orobanchaceae","EXACT_ACCEPTED","Rhinanthus minor","Rhinanthus minor L., 1756","SPECIES",0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhinanthus pumilus","Rhinanthus pumilus",117625,"ES","Rhinanthus pumilus (Sterneck) Soldano, 1986","Equisetopsida","Lamiales","Orobanchaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rhinanthus pumilus pumilus",7333350,"SUBSPECIES","Rhinanthus pumilus subsp. pumilus","Tracheophyta","Lamiales","Orobanchaceae","EXACT_SYNONYM","Rhinanthus pumilus","Rhinanthus pumilus (Sterneck) Soldano, 1986","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhizogemma staphylina","Rhizogemma staphylina",1036867,"ES","Rhizogemma staphylina (H.Whitehouse) Bonfim Santos, Siebel & Fedosov, 2023","Equisetopsida","Dicranales","Rhizogemmaceae","EXACT_ACCEPTED","Bryophytes","Mousses","Autres",7,NA,NA,NA,NA,NA,NA,NA,"NOT FOUND","Rhizogemma staphylina","Rhizogemma staphylina (H.Whitehouse) Bonfim Santos, Siebel & Fedosov, 2023","SPECIES",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ribes uva-crispa","Ribes uva-crispa",117787,"ES","Ribes uva-crispa L., 1753","Equisetopsida","Saxifragales","Grossulariaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Ribes uva-crispa",2986185,"SPECIES","Ribes uva-crispa L.","Tracheophyta","Saxifragales","Grossulariaceae","EXACT_ACCEPTED","Ribes uva-crispa","Ribes uva-crispa L., 1753","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Riccia sorocarpa","Riccia sorocarpa",6230,"ES","Riccia sorocarpa Bisch., 1835","Equisetopsida","Marchantiales","Ricciaceae","EXACT_ACCEPTED","Bryophytes","Hépatiques et Anthocérotes","Autres",3,"Riccia sorocarpa",5286296,"SPECIES","Riccia sorocarpa Bisch.","Marchantiophyta","Marchantiales","Ricciaceae","EXACT_ACCEPTED","Riccia sorocarpa","Riccia sorocarpa Bisch., 1835","SPECIES",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riccia warnstorfii","Riccia warnstorfii",6235,"ES","Riccia warnstorfii Limpr. ex Warnst., 1899","Equisetopsida","Marchantiales","Ricciaceae","EXACT_ACCEPTED","Bryophytes","Hépatiques et Anthocérotes","Autres",3,"Riccia warnstorfii",5931123,"SPECIES","Riccia warnstorfii Limpr. ex Warnst.","Marchantiophyta","Marchantiales","Ricciaceae","EXACT_ACCEPTED","Riccia warnstorfii","Riccia warnstorfii Limpr. ex Warnst., 1899","SPECIES",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ridolfia segetum","Ridolfia segetum",117820,"ES","Ridolfia segetum (Guss.) Moris, 1842","Equisetopsida","Apiales","Apiaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Anethum ridolfia",11921804,"SPECIES","Anethum ridolfia Spalik & Reduron","Tracheophyta","Apiales","Apiaceae","EXACT_SYNONYM","Ridolfia segetum","Ridolfia segetum (Guss.) Moris, 1842","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robinia pseudoacacia","Robinia pseudoacacia",117860,"ES","Robinia pseudoacacia L., 1753","Equisetopsida","Fabales","Fabaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Robinia pseudoacacia",5352251,"SPECIES","Robinia pseudoacacia L.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","Robinia pseudoacacia","Robinia pseudoacacia L., 1753","SPECIES",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Roemeria argemone","Roemeria argemone",117874,"ES","Roemeria argemone (L.) C.Morales, R.Mend. & Romero García, 1988","Equisetopsida","Ranunculales","Papaveraceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Roemeria argemone",5531435,"SPECIES","Roemeria argemone (L.) C.Morales, R.Mend. & Romero García","Tracheophyta","Ranunculales","Papaveraceae","EXACT_ACCEPTED","Roemeria argemone","Roemeria argemone (L.) C.Morales, R.Mend. & Romero García, 1988","SPECIES",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roemeria hybrida","Roemeria hybrida",117876,"ES","Roemeria hybrida (L.) DC., 1821","Equisetopsida","Ranunculales","Papaveraceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Roemeria hybrida",7315023,"SPECIES","Roemeria hybrida (L.) DC.","Tracheophyta","Ranunculales","Papaveraceae","EXACT_ACCEPTED","Roemeria hybrida","Roemeria hybrida (L.) DC., 1821","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rorippa","Rorippa",197263,"GN","Rorippa Scop., 1760","Equisetopsida","Brassicales","Brassicaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rorippa",3053118,"GENUS","Rorippa Scop.","Tracheophyta","Brassicales","Brassicaceae","HIGHERRANK_ACCEPTED","Rorippa","Rorippa Scop., 1760","GENUS",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rorippa amphibia","Rorippa amphibia",117933,"ES","Rorippa amphibia (L.) Besser, 1821","Equisetopsida","Brassicales","Brassicaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",7,"Rorippa amphibia",3053201,"SPECIES","Rorippa amphibia (L.) Besser","Tracheophyta","Brassicales","Brassicaceae","EXACT_ACCEPTED","Rorippa amphibia","Rorippa amphibia (L.) Besser, 1821","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rorippa armoracioides","Rorippa x armoracioides",117953,"ES","Rorippa x armoracioides (Tausch) Fuss, 1866","Equisetopsida","Brassicales","Brassicaceae","FUZZY_ACCEPTED","Trachéophytes","Angiospermes","Autres",7,"Rorippa anceps",3693336,"SPECIES","Rorippa anceps (Wahlenb.) Rchb.","Tracheophyta","Brassicales","Brassicaceae","EXACT_SYNONYM","Rorippa x armoracioides","Rorippa x armoracioides (Tausch) Fuss, 1866","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rorippa austriaca","Rorippa austriaca",117937,"ES","Rorippa austriaca (Crantz) Besser, 1821","Equisetopsida","Brassicales","Brassicaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rorippa austriaca",3053406,"SPECIES","Rorippa austriaca (Crantz) Besser","Tracheophyta","Brassicales","Brassicaceae","EXACT_ACCEPTED","Rorippa austriaca","Rorippa austriaca (Crantz) Besser, 1821","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rorippa islandica","Rorippa islandica",117940,"ES","Rorippa islandica (Oeder ex Gunnerus) Borbás, 1900","Equisetopsida","Brassicales","Brassicaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",7,"Rorippa islandica",3053144,"SPECIES","Rorippa islandica (Oeder) Borbás","Tracheophyta","Brassicales","Brassicaceae","EXACT_ACCEPTED","Rorippa islandica","Rorippa islandica (Oeder ex Gunnerus) Borbás, 1900","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rorippa nasturtium-aquaticum","Nasturtium officinale",109422,"ES","Nasturtium officinale W.T.Aiton, 1812","Equisetopsida","Brassicales","Brassicaceae","EXACT_SYNONYM","Trachéophytes","Angiospermes","Autres",8,"Nasturtium officinale",7701037,"SPECIES","Nasturtium officinale R.Br.","Tracheophyta","Brassicales","Brassicaceae","EXACT_SYNONYM","Nasturtium officinale","Nasturtium officinale W.T.Aiton, 1812","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Rorippa palustris","Rorippa palustris",117944,"ES","Rorippa palustris (L.) Besser, 1821","Equisetopsida","Brassicales","Brassicaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rorippa palustris",3053168,"SPECIES","Rorippa palustris (L.) Besser","Tracheophyta","Brassicales","Brassicaceae","EXACT_ACCEPTED","Rorippa palustris","Rorippa palustris (L.) Besser, 1821","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rorippa sylvestris","Rorippa sylvestris",117951,"ES","Rorippa sylvestris (L.) Besser, 1821","Equisetopsida","Brassicales","Brassicaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rorippa sylvestris",3053376,"SPECIES","Rorippa sylvestris (L.) Besser","Tracheophyta","Brassicales","Brassicaceae","EXACT_ACCEPTED","Rorippa sylvestris","Rorippa sylvestris (L.) Besser, 1821","SPECIES",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Rosa","Rosa",197264,"GN","Rosa L., 1753","Equisetopsida","Rosales","Rosaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rosa",8395064,"GENUS","Rosa L.","Tracheophyta","Rosales","Rosaceae","HIGHERRANK_ACCEPTED","Rosa","Rosa L., 1753","GENUS",0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"Rosa arvensis","Rosa arvensis",118016,"ES","Rosa arvensis Huds., 1762","Equisetopsida","Rosales","Rosaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rosa arvensis",3007054,"SPECIES","Rosa arvensis Huds.","Tracheophyta","Rosales","Rosaceae","EXACT_ACCEPTED","Rosa arvensis","Rosa arvensis Huds., 1762","SPECIES",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Rosa canina","Rosa canina",118073,"ES","Rosa canina L., 1753","Equisetopsida","Rosales","Rosaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rosa canina",3002461,"SPECIES","Rosa canina L.","Tracheophyta","Rosales","Rosaceae","EXACT_ACCEPTED","Rosa canina","Rosa canina L., 1753","SPECIES",1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
"Rosa rubiginosa","Rosa rubiginosa",118474,"ES","Rosa rubiginosa L., 1771","Equisetopsida","Rosales","Rosaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rosa rubiginosa",8174785,"SPECIES","Rosa rubiginosa L.","Tracheophyta","Rosales","Rosaceae","EXACT_ACCEPTED","Rosa rubiginosa","Rosa rubiginosa L., 1771","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
