"accepted_taxa","original_taxa_BIEN","Flower.color_BIEN","Leaf.area_mm2_BIEN","SLA_m2.kg-1_BIEN","Leaf.carbon.to.nitrogen.content_mg.g-1_BIEN","Leaf.dry.mass_g_BIEN","Leaf.dry.mass.content_mg.g-1_BIEN","Leaf.nitrogen.content_mg.g-1_BIEN","Flowering_begin.month_BIEN","Seed.mass_mg_BIEN","Growth.form_BIEN","Plant.height_m_BIEN"
"Phyllanthus","Phyllanthus amarus_Phyllanthus debilis_Phyllanthus maderaspatensis_Phyllanthus muellerianus_Phyllanthus niruri_Phyllanthus niruroides_Phyllanthus odontadenius_Phyllanthus pentandrus_Phyllanthus reticulatus_Phyllanthus tenellus_Phyllanthus urinaria","",NA,NA,NA,NA,NA,18.62,"9",0.54925,"4_herb_woody herb*_Aquatic_sedge_shrub_Herb_Herb_shrub*_Herb_woody climber_Liana_shrub_woody climber_Woody climber",NA
"Phyllanthus amarus","Phyllanthus amarus","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_woody climber",NA
"Phyllanthus debilis","Phyllanthus debilis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_shrub*",NA
"Phyllanthus maderaspatensis","Phyllanthus maderaspatensis","",NA,NA,NA,NA,NA,NA,"",0.54925,"4_herb_woody herb*",NA
"Phyllanthus muellerianus","Phyllanthus muellerianus","",NA,NA,NA,NA,NA,NA,"",NA,"Liana_shrub_woody climber",NA
"Phyllanthus niruri","Phyllanthus niruri","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Phyllanthus niruroides","Phyllanthus niruroides","",NA,NA,NA,NA,NA,NA,"",NA,"Woody climber",NA
"Phyllanthus odontadenius","Phyllanthus odontadenius","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Phyllanthus pentandrus","Phyllanthus pentandrus","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Phyllanthus reticulatus","Phyllanthus reticulatus","",NA,NA,NA,NA,NA,18.62,"9",NA,"Aquatic_sedge_shrub",NA
"Phyllanthus sublanatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phyllanthus tenellus","Phyllanthus tenellus","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Phyllanthus urinaria","Phyllanthus urinaria","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Phyllocosmus africanus","Phyllocosmus africanus","",NA,NA,NA,NA,NA,NA,"",NA,"Tree",9.75
"Physalis angulata","Physalis angulata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Physalis lagascae","Physalis lagascae","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Phytolacca americana","Phytolacca americana","White",NA,NA,NA,NA,NA,NA,"6",6.11572727272727,"Herb",3
"Pigea enneasperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pilea microphylla","Pilea microphylla","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Piliostigma","Piliostigma reticulatum_Piliostigma thonningii","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub_shrub*_tree_Shrub_tree",NA
"Piliostigma reticulatum","Piliostigma reticulatum","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub_tree",NA
"Piliostigma thonningii","Piliostigma thonningii","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub_shrub*_tree",NA
"Piper dilatatum","Piper dilatatum","",NA,NA,NA,NA,NA,NA,"",0.125,"Shrub",NA
"Piper umbellatum","Piper umbellatum","",NA,14.4262295,11.619,NA,NA,27.593199,"",0.073,"Herb_shrub",NA
"Piriqueta cistoides","Piriqueta cistoides","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Piriqueta viscosa","Piriqueta viscosa","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Pistia stratiotes","Pistia stratiotes","",NA,NA,NA,NA,NA,NA,"",NA,"Aquatic_herb",NA
"Pithecellobium dulce","Pithecellobium dulce","",NA,12.877,10.73,NA,NA,28.7469212,"",79.261,"Shrub_tree",5.93034782608696
"Pityrogramma calomelanos","Pityrogramma calomelanos","",654.3,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Plantago lanceolata","Plantago lanceolata","",1975.2666875,19.2313444539735,15.1708263333333,2.9271441549505,160.519277416,20.3386174866667,"5_6",1.5269752195122,"Forb_herb",0.2055435
"Plantago major","Plantago major","Green",8045.099725,21.7863851375926,17.143,0.11257757,127.630165264286,13.42191,"6_7",0.192904526315789,"Forb_herb",0.253048407411111
"Platostoma africanum","Platostoma africanum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Pleioceras barteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pleurolobus gangeticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pleurolobus salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poa annua","Poa annua","Yellow",777.090657142857,36.7588637963636,NA,0.0201836258095238,240.014920638462,27.123405,"1_5_6_7",0.283832964285714,"Grass_herb",0.165017714285714
"Polhillides velutina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polycarpaea corymbosa","Polycarpaea corymbosa","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Polycarpaea eriantha","Polycarpaea eriantha","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Polycarpaea eriantha effusa","Polycarpaea eriantha","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Polygala arenaria","Polygala arenaria","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Polygala multiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polygala paniculata","Polygala paniculata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Polygala petitiana","Polygala petitiana","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Polyscias","Polyscias fruticosa","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Polyscias fruticosa","Polyscias fruticosa","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Polytrichum formosum","Polytrichum formosum","",NA,NA,NA,NA,NA,NA,"",NA,"Brophyte",NA
"Pontederia azurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pontederia crassipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pontederia natans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Porophyllum ruderale","Porophyllum ruderale","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_liana*",NA
"Portulaca grandiflora","Portulaca grandiflora","",NA,NA,NA,NA,136.5,NA,"",0.112,"Herb",NA
"Portulaca oleracea","Portulaca oleracea","",25.725,19.272,NA,0.001488,106.547,NA,"6_7_8",0.172221,"4_herb",0.175
"Portulaca quadrifida","Portulaca quadrifida","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Potamogeton octandrus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potentilla indica","Potentilla indica","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Pouzolzia guineensis","Pouzolzia guineensis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Premna angolensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Premna quadrifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Priva lappulacea","Priva lappulacea","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Prosopis africana","Prosopis africana","",NA,NA,NA,NA,NA,NA,"",146.4,"Tree",NA
"Prunella vulgaris","Prunella vulgaris","Purple",673.2065,29.0513089351181,NA,2.00766154258491,172.446216655556,16.74747,"6",0.963407676470588,"Forb_herb",0.157670307692308
"Pseudoconyza viscosa","Pseudoconyza viscosa","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Psidium cattleianum","Psidium cattleianum","",NA,4.6641791,12.122,NA,NA,NA,"",NA,"Shrub_tree",4
"Psidium guajava","Psidium guajava","White",NA,NA,11.193,NA,425.7,NA,"10",10.31,"Tree",3.32909333333333
"Psychotria calva","Psychotria calva","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Psychotria schweinfurthii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pteridium aquilinum","Pteridium aquilinum","Green",NA,17.7984489515385,11.8668571333333,NA,298,21.3124983333333,"",NA,"Fern_herb_moss_shrub",1.13571428571429
"Pteris atrovirens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pteris hamulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pterocarpus erinaceus","Pterocarpus erinaceus","",NA,NA,NA,NA,NA,NA,"",285.7,"Tree",NA
"Pterocarpus indicus","Pterocarpus indicus","",NA,22.796,NA,NA,NA,37.3,"",422.34,"Tree",NA
"Pterolepis glomerata","Pterolepis glomerata","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Pulicaria undulata","Pulicaria undulata","",NA,NA,NA,NA,NA,NA,"",0.1,"Herb",NA
"Pupalia lappacea","Pupalia lappacea","",NA,NA,NA,NA,NA,NA,"",0.27,"Herb_shrub",NA
"Pyrenacantha macrocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus sericeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raphanus raphanistrum","Raphanus raphanistrum","",6127.33333333333,25.6333333333333,NA,0.286623364666667,120,NA,"6",16.725875,"Herb",0.338461538461538
"Rauvolfia vomitoria","Rauvolfia vomitoria","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub_tree",4.85714285714286
"Reissantia indica","Reissantia indica","",NA,NA,NA,NA,NA,NA,"10",NA,"Climber_liana_shrub",NA
"Rhamphicarpa fistulosa","Rhamphicarpa fistulosa","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Rhynchosia","Rhynchosia malacophylla_Rhynchosia minima_Rhynchosia viscosa","",NA,NA,NA,NA,NA,NA,"",12.64925,"4_creeper*_herb_liana_vine_Climber_herb_Herbaceous climber",NA
"Rhynchosia buettneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhynchosia malacophylla","Rhynchosia malacophylla","",NA,NA,NA,NA,NA,NA,"",NA,"Climber_herb",NA
"Rhynchosia minima","Rhynchosia minima","",NA,NA,NA,NA,NA,NA,"",12.64925,"4_creeper*_herb_liana_vine",NA
"Rhynchosia nyasica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhynchosia viscosa","Rhynchosia viscosa","",NA,NA,NA,NA,NA,NA,"",NA,"Herbaceous climber",NA
"Rhynchosia viscosa breviracemosa","Rhynchosia viscosa","",NA,NA,NA,NA,NA,NA,"",NA,"Herbaceous climber",NA
"Rhynchospora corymbosa","Rhynchospora corymbosa","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_sedge",NA
"Rhynchospora holoschoenoides","Rhynchospora holoschoenoides","",NA,NA,NA,NA,NA,NA,"",NA,"Cyperoid*_herb",NA
"Rhynchospora marisculus","Rhynchospora marisculus","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Rhynchospora pura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richardia brasiliensis","Richardia brasiliensis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Richardia scabra","Richardia scabra","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Ricinodendron heudelotii","Ricinodendron heudelotii","",NA,NA,NA,NA,NA,NA,"",1590,"Tree",6.5
"Ricinus communis","Ricinus communis","",NA,NA,NA,NA,NA,NA,"1_9",378.757142857143,"Shrub",3.6576
"Rinorea welwitschii welwitschii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rolandra fruticosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rorippa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rotheca violacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rothia hirsuta","Rothia hirsuta","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Rothmannia longiflora","Rothmannia longiflora","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub_tree",NA
"Rothmannia munsae megalostigma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rottboellia cochinchinensis","Rottboellia cochinchinensis","",NA,NA,NA,NA,NA,NA,"",NA,"Grass_herb",NA
"Rourea coccinea","Rourea coccinea","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub_woody climber",NA
"Rubus","Rubus alceifolius_Rubus apetalus_Rubus fraxinifolius_Rubus rosifolius","",NA,NA,NA,NA,NA,NA,"",0.415913666666667,"Climber_shrub_Liana_shrub_Shrub",NA
"Rubus alceifolius","Rubus alceifolius","",NA,NA,NA,NA,NA,NA,"",NA,"Climber_shrub",NA
"Rubus apetalus","Rubus apetalus","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Rubus fraxinifolius","Rubus fraxinifolius","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Rubus rosifolius","Rubus rosifolius","",NA,NA,NA,NA,NA,NA,"",0.415913666666667,"Liana_shrub",NA
"Rubus tonkinensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruellia blechum","Ruellia blechum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_liana",NA
"Ruellia togoensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rugoloa pilosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex","Rumex abyssinicus_Rumex brownii_Rumex crispus","",8894.7,23.9109785253333,NA,0.2396959135,114.720518166667,NA,"6",1.53547784090909,"4_herb_Forb_herb_Herb_shrub*",0.616544833333333
"Rumex abyssinicus","Rumex abyssinicus","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_shrub*",NA
"Rumex acetosella angiocarpus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex brownii","Rumex brownii","",NA,NA,NA,NA,NA,NA,"",1.36660218181818,"4_herb",NA
"Rumex crispus","Rumex crispus","",8894.7,23.9109785253333,NA,0.2396959135,114.720518166667,NA,"6",1.7043535,"Forb_herb",0.616544833333333
"Ruthalicia eglandulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruthalicia longipes","Ruthalicia longipes","",NA,NA,NA,NA,NA,NA,"",NA,"Climber",NA
"Rytigynia canthioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rytigynia umbellulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sabicea calycina","Sabicea calycina","",NA,NA,NA,NA,NA,NA,"",NA,"Herbaceous climber_liana",NA
"Sabicea discolor","Sabicea discolor","",NA,NA,NA,NA,NA,NA,"",NA,"Climber",NA
"Sabicea vogelii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saccharum officinarum","Saccharum officinarum","White",NA,NA,NA,NA,NA,NA,"",0.4,"Herb_shrub_shrub*",NA
"Sacciolepis africana","Sacciolepis africana","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Sacciolepis cymbiandra","Sacciolepis cymbiandra","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Sacciolepis indica","Sacciolepis indica","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Sacciolepis striata","Sacciolepis striata","Purple",3116.89846153846,NA,NA,0.101563076923077,NA,NA,"",NA,"Aquatic_herb",NA
"Sagittaria guayanensis","Sagittaria guayanensis","",NA,NA,NA,NA,NA,NA,"",NA,"Aquatic",NA
"Salacia nitida","Salacia nitida","",NA,NA,NA,NA,NA,NA,"",NA,"Liana_woody climber",NA
"Salacia pallescens","Salacia pallescens","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub_woody climber",NA
"Salomonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvadora persica","Salvadora persica","",NA,NA,NA,NA,NA,NA,"6",NA,"Shrub_tree",NA
"Salvia rosmarinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvinia","Salvinia auriculata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Salvinia auriculata","Salvinia auriculata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Salvinia nymphellula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samanea saman","Samanea saman","",NA,NA,11.193,NA,NA,40.25312746,"12",174.615869333333,"Tree",8.79715862068966
"Sauvagesia erecta","Sauvagesia erecta","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Scadoxus multiflorus","Scadoxus multiflorus","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Scepocarpus keayi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schinus terebinthifolia","Schinus terebinthifolia","",NA,NA,NA,NA,NA,NA,"",18.135,"Tree",10.668
"Schizachyrium","Schizachyrium exile_Schizachyrium platyphyllum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Schizachyrium exile","Schizachyrium exile","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Schizachyrium platyphyllum","Schizachyrium platyphyllum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Schoenoplectiella mucronata","Schoenoplectiella mucronata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Schoenoplectiella senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schwenckia americana","Schwenckia americana","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Scleria boivinii","Scleria boivinii","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Scleria cyperina","Scleria cyperina","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Scleria depressa","Scleria depressa","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Scleria gaertneri","Scleria gaertneri","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Scleria pergracilis","Scleria pergracilis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Scleromitrion diffusum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scleromitrion tenelliflorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scoparia dulcis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Secamone afzelii","Secamone afzelii","",NA,NA,NA,NA,NA,NA,"",NA,"Climber",NA
"Secamone punctulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sechium edule","Sechium edule","",NA,NA,NA,NA,NA,NA,"",NA,"Vine",NA
"Securidaca longepedunculata","Securidaca longepedunculata","",NA,NA,NA,NA,NA,NA,"8",NA,"Shrub_tree",NA
"Senegalia pentagona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senna","Senna alata_Senna hirsuta_Senna obtusifolia_Senna occidentalis_Senna siamea_Senna tora","",NA,NA,NA,NA,NA,44.2,"1_11_4",23.5426610644258,"Forb_herb_shrub_sub-shrub_Herb_Herb_shrub_Shrub_Shrub_tree_Tree",12.7652059701493
"Senna alata","Senna alata","",NA,NA,NA,NA,NA,44.2,"",49.5,"Shrub_tree",NA
"Senna hirsuta","Senna hirsuta","",NA,NA,NA,NA,NA,NA,"4",9.62882352941176,"Shrub",NA
"Senna obtusifolia","Senna obtusifolia","",NA,NA,NA,NA,NA,NA,"",24.4714285714286,"Forb_herb_shrub_sub-shrub",NA
"Senna occidentalis","Senna occidentalis","",NA,NA,NA,NA,NA,NA,"1",17.4321428571429,"Herb_shrub",NA
"Senna siamea","Senna siamea","",NA,NA,NA,NA,NA,NA,"11",24.5235714285714,"Tree",12.7652059701493
"Senna tora","Senna tora","",NA,NA,NA,NA,NA,NA,"",15.7,"Herb",NA
"Sesamum indicum","Sesamum indicum","",6896.3,19.93495,NA,NA,1.85,NA,"",2.54385714285714,"Herb",0.1275
"Sesamum radiatum","Sesamum radiatum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Sesamum sesamoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesbania","Sesbania bispinosa_Sesbania cannabina_Sesbania herbacea_Sesbania microphylla_Sesbania pachycarpa_Sesbania sesban","Yellow",NA,NA,NA,NA,NA,NA,"9",13.32945,"Aquatic_herb_shrub_tree_Aquatic_sedge_Herb_Shrub",NA
"Sesbania bispinosa","Sesbania bispinosa","",NA,NA,NA,NA,NA,NA,"9",9.92,"Shrub",NA
"Sesbania cannabina","Sesbania cannabina","Yellow",NA,NA,NA,NA,NA,NA,"",12.9,"Aquatic_sedge",NA
"Sesbania herbacea","Sesbania herbacea","",NA,NA,NA,NA,NA,NA,"",12.471,"Herb",NA
"Sesbania microphylla","Sesbania microphylla","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Sesbania pachycarpa","Sesbania pachycarpa","",NA,NA,NA,NA,NA,NA,"",19.95,"Herb",NA
"Sesbania rostrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesbania sericea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesbania sesban","Sesbania sesban","",NA,NA,NA,NA,NA,NA,"",11.40625,"Aquatic_herb_shrub_tree",NA
"Sesbania sesban punctata","Sesbania sesban","",NA,NA,NA,NA,NA,NA,"",11.40625,"Aquatic_herb_shrub_tree",NA
"Sesbania sudanica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesuvium portulacastrum","Sesuvium portulacastrum","",NA,NA,NA,NA,NA,NA,"",0.5441635,"Herb",NA
"Setaria","Setaria barbata_Setaria longiseta_Setaria megaphylla_Setaria palmifolia_Setaria pumila_Setaria sphacelata_Setaria verticillata_Setaria viridis","White",2350.42304539211,17.045090032619,17.143,0.0667022187410714,238.77235,20.425,"6_7_7",0.917238095238095,"Grass_herb_Herb",0.433397767857143
"Setaria barbata","Setaria barbata","",1295.834,NA,NA,0.03734,NA,NA,"",NA,"Herb",NA
"Setaria geminata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria longiseta","Setaria longiseta","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Setaria megaphylla","Setaria megaphylla","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Setaria palmifolia","Setaria palmifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Grass_herb",NA
"Setaria pumila","Setaria pumila","White",1890.75,23.8145714285714,NA,0.07509,216.37,NA,"7",0.871,"Grass_herb",0.46
"Setaria sphacelata","Setaria sphacelata","",NA,2.0549,NA,NA,NA,18,"",0.71,"Grass_herb",0.2471625
"Setaria verticillata","Setaria verticillata","",4534.921,NA,NA,0.100393,NA,NA,"6_7",0.994285714285714,"Herb",0.45
"Setaria viridis","Setaria viridis","",1680.18718156842,25.2657986692857,17.143,0.0539858749642857,261.1747,22.85,"6_7",1.09366666666667,"Herb",0.576428571428571
"Sicyos angulatus","Sicyos angulatus","",NA,NA,NA,NA,NA,NA,"",93,"Vine",NA
"Sida","Sida acuta_Sida cordata_Sida cordifolia_Sida glabra_Sida glutinosa_Sida linifolia_Sida ovata_Sida rhombifolia_Sida spinosa_Sida ulmifolia_Sida urens","",NA,NA,NA,NA,NA,NA,"",2.21925,"4_herb_Forb_herb_shrub_woody herb_Herb_Herb_shrub_Herb_shrub_woody herb",NA
"Sida acuta","Sida acuta","",NA,NA,NA,NA,NA,NA,"",2.35,"Herb",NA
"Sida alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida alnifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida cordata","Sida cordata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Sida cordifolia","Sida cordifolia","",NA,NA,NA,NA,NA,NA,"",2.2,"Herb_shrub",NA
"Sida glabra","Sida glabra","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Sida glutinosa","Sida glutinosa","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Sida hyssopifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida linifolia","Sida linifolia","",NA,NA,NA,NA,NA,NA,"",1.57,"Herb",NA
"Sida ovata","Sida ovata","",NA,NA,NA,NA,NA,NA,"",1.86,"Forb_herb_shrub_woody herb",NA
"Sida rhombifolia","Sida rhombifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_shrub_woody herb",NA
"Sida spinosa","Sida spinosa","",NA,NA,NA,NA,NA,NA,"",3.11625,"4_herb",NA
"Sida ulmifolia","Sida ulmifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Sida urens","Sida urens","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Sieruela coeruleorosea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sieruela hirta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sieruela monophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sieruela rutidosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sigesbeckia orientalis","Sigesbeckia orientalis","",8365.25,30.1,NA,0.322696,128.814,NA,"",1.329998,"Herb_shrub*",0.970714285714286
"Siphonochilus aethiopicus","Siphonochilus aethiopicus","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Sisyrinchium micranthum","Sisyrinchium micranthum","",NA,NA,NA,NA,NA,NA,"",0.57,"Herb",NA
"Smilax","Smilax anceps","",NA,NA,NA,NA,NA,NA,"",NA,"Liana_shrub_vine_woody climber",NA
"Smilax anceps","Smilax anceps","",NA,NA,NA,NA,NA,NA,"",NA,"Liana_shrub_vine_woody climber",NA
"Solanum","Solanum americanum_Solanum anguivi_Solanum donianum_Solanum erianthum_Solanum lycopersicum_Solanum mauritianum_Solanum melongena_Solanum nigrum_Solanum seaforthianum_Solanum subinerme_Solanum torvum_Solanum violaceum","",5144.4,13.316255928419,NA,0.039173142,66.69355,NA,"1_6",1.58612202380952,"4_herb_shrub_Herb_Herb_shrub_Shrub_Shrub_tree_Shrub_tree_woody_Vine",2.0127
"Solanum americanum","Solanum americanum","",NA,NA,NA,NA,NA,NA,"",0.672333333333333,"Herb_shrub",NA
"Solanum anguivi","Solanum anguivi","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_shrub",NA
"Solanum cerasiferum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum donianum","Solanum donianum","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub_tree",NA
"Solanum erianthum","Solanum erianthum","",NA,NA,NA,NA,NA,NA,"",0.775,"Shrub",5.08
"Solanum lycopersicum","Solanum lycopersicum","",9016.3,1.02376778525689,NA,NA,1.8871,NA,"",2.251,"Herb",0.3581
"Solanum mauritianum","Solanum mauritianum","",NA,NA,NA,NA,NA,NA,"1",1.03,"Shrub_tree_woody",NA
"Solanum melongena","Solanum melongena","",NA,13.7,NA,NA,NA,NA,"",3.965,"Herb_shrub",NA
