"original_taxa","accepted_gbif","gbif_key","gbif_rank","gbif_full_name","gbif_phylum","gbif_order","gbif_family","gbif_status","accepted_rank","accepted_taxa"
"Aristida adscensionis","Aristida adscensionis",2706277,"SPECIES","Aristida adscensionis L.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Aristida adscensionis"
"Aristida barbicollis","Aristida barbicollis",4129823,"SPECIES","Aristida barbicollis Trin. & Rupr.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Aristida barbicollis"
"Aristida hordeacea","Aristida hordeacea",4126800,"SPECIES","Aristida hordeacea Kunth","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Aristida hordeacea"
"Aristida kerstingii","Aristida kerstingii",4126387,"SPECIES","Aristida kerstingii Pilg.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Aristida kerstingii"
"Aristolochia","Aristolochia",2873978,"GENUS","Aristolochia L.","Tracheophyta","Piperales","Aristolochiaceae","HIGHERRANK_ACCEPTED","GENUS","Aristolochia"
"Aristolochia acuminata","Aristolochia acuminata",8207569,"SPECIES","Aristolochia acuminata Lam.","Tracheophyta","Piperales","Aristolochiaceae","EXACT_ACCEPTED","SPECIES","Aristolochia acuminata"
"Aristolochia littoralis","Aristolochia littoralis",2873993,"SPECIES","Aristolochia littoralis Parodi","Tracheophyta","Piperales","Aristolochiaceae","EXACT_ACCEPTED","SPECIES","Aristolochia littoralis"
"Arivela viscosa ","Arivela viscosa",6370562,"SPECIES","Arivela viscosa (L.) Raf.","Tracheophyta","Brassicales","Cleomaceae","EXACT_ACCEPTED","SPECIES","Arivela viscosa"
"Artemisia verlotiorum","Artemisia verlotiorum",3120790,"SPECIES","Artemisia verlotiorum Lamotte","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Artemisia verlotiorum"
"Artemisia vulgaris","Artemisia vulgaris",3120946,"SPECIES","Artemisia vulgaris L.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Artemisia vulgaris"
"Asclepias mellodora","Asclepias mellodora",7537973,"SPECIES","Asclepias mellodora A.St.-Hil.","Tracheophyta","Gentianales","Apocynaceae","EXACT_ACCEPTED","SPECIES","Asclepias mellodora"
"Asparagus","Asparagus",9527393,"GENUS","Asparagus Tourn. ex L.","Tracheophyta","Asparagales","Asparagaceae","HIGHERRANK_ACCEPTED","GENUS","Asparagus"
"Asparagus africanus","Asparagus africanus",2768551,"SPECIES","Asparagus africanus Lam.","Tracheophyta","Asparagales","Asparagaceae","EXACT_ACCEPTED","SPECIES","Asparagus africanus"
"Aspilia africana","Aspilia africana",5396273,"SPECIES","Aspilia africana (Pers.) C.D.Adams","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Aspilia africana"
"Aspilia bussei","Aspilia bussei",5396360,"SPECIES","Aspilia bussei O.Hoffm & Muschl.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Aspilia bussei"
"Aspilia helianthoides","Aspilia helianthoides",5396271,"SPECIES","Aspilia helianthoides (Schumach. & Thonn.) Oliv. & Hiern","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Aspilia helianthoides"
"Aspilia helianthoides prieureana","Aspilia helianthoides prieureana",9284580,"SUBSPECIES","Aspilia helianthoides subsp. prieureana (DC.) C.D.Adams","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SUBSPECIES","Aspilia helianthoides prieureana"
"Aspilia kotschyi","Aspilia kotschyi",5396396,"SPECIES","Aspilia kotschyi (Sch.Bip. ex Hochst.) Oliv.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Aspilia kotschyi"
"Asplenium aethiopicum","Asplenium aethiopicum",2650613,"SPECIES","Asplenium aethiopicum (Burm.fil.) Bech.","Tracheophyta","Polypodiales","Aspleniaceae","EXACT_ACCEPTED","SPECIES","Asplenium aethiopicum"
"Asplenium africanum","Asplenium africanum",4258086,"SPECIES","Asplenium africanum Desv.","Tracheophyta","Polypodiales","Aspleniaceae","EXACT_ACCEPTED","SPECIES","Asplenium africanum"
"Astraea lobata",NA,NA,NA,NA,NA,NA,NA,"NONE_NA","GENUS","Astraea lobata"
"Asystasia buettneri","Asystasia buettneri",3775313,"SPECIES","Asystasia buettneri Lindau","Tracheophyta","Lamiales","Acanthaceae","EXACT_ACCEPTED","SPECIES","Asystasia buettneri"
"Asystasia gangetica","Asystasia gangetica",3173254,"SPECIES","Asystasia gangetica (L.) T.Anderson","Tracheophyta","Lamiales","Acanthaceae","EXACT_ACCEPTED","SPECIES","Asystasia gangetica"
"Asystasia vogeliana","Asystasia vogeliana",3774504,"SPECIES","Asystasia vogeliana Benth.","Tracheophyta","Lamiales","Acanthaceae","EXACT_ACCEPTED","SPECIES","Asystasia vogeliana"
"Axonopus compressus","Axonopus compressus",2705924,"SPECIES","Axonopus compressus (Sw.) P.Beauv.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Axonopus compressus"
"Axonopus purpusii","Axonopus purpusii",2705928,"SPECIES","Axonopus purpusii (Mez) Chase","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Axonopus purpusii"
"Azadirachta indica","Azadirachta indica",3190474,"SPECIES","Azadirachta indica A.Juss.","Tracheophyta","Sapindales","Meliaceae","EXACT_ACCEPTED","SPECIES","Azadirachta indica"
"Azolla","Azolla",2650103,"GENUS","Azolla Lam.","Tracheophyta","Salviniales","Salviniaceae","HIGHERRANK_ACCEPTED","GENUS","Azolla"
"Azolla pinnata","Azolla pinnata",2650106,"SPECIES","Azolla pinnata R.Br.","Tracheophyta","Salviniales","Salviniaceae","EXACT_ACCEPTED","SPECIES","Azolla pinnata"
"Baccharoides guineensis","Baccharoides guineensis",3124584,"SPECIES","Baccharoides guineensis (Benth.) H.Rob.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Baccharoides guineensis"
"Bacopa","Bacopa",3171166,"GENUS","Bacopa Aubl.","Tracheophyta","Lamiales","Plantaginaceae","HIGHERRANK_ACCEPTED","GENUS","Bacopa"
"Bacopa crenata","Bacopa crenata",3731342,"SPECIES","Bacopa crenata (Benth.) Hepper","Tracheophyta","Lamiales","Plantaginaceae","EXACT_ACCEPTED","SPECIES","Bacopa crenata"
"Bacopa decumbens","Bacopa decumbens",3731399,"SPECIES","Bacopa decumbens (Fernald) F.N.Williams","Tracheophyta","Lamiales","Plantaginaceae","EXACT_ACCEPTED","SPECIES","Bacopa decumbens"
"Baissea multiflora","Baissea multiflora",3615895,"SPECIES","Baissea multiflora A.DC.","Tracheophyta","Gentianales","Apocynaceae","EXACT_ACCEPTED","SPECIES","Baissea multiflora"
"Baissea zygodioides","Baissea zygodioides",3615738,"SPECIES","Baissea zygodioides (K.Schum.) Stapf","Tracheophyta","Gentianales","Apocynaceae","EXACT_ACCEPTED","SPECIES","Baissea zygodioides"
"Balanites aegyptiaca","Balanites aegyptiaca",5421115,"SPECIES","Balanites aegyptiaca (L.) Delile","Tracheophyta","Zygophyllales","Zygophyllaceae","EXACT_ACCEPTED","SPECIES","Balanites aegyptiaca"
"Balanites wilsoniana","Balanites wilsoniana",7309916,"SPECIES","Balanites wilsoniana Dawe & Sprague","Tracheophyta","Zygophyllales","Zygophyllaceae","EXACT_ACCEPTED","SPECIES","Balanites wilsoniana"
"Baphia nitida","Baphia nitida",5352599,"SPECIES","Baphia nitida G.Lodd.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Baphia nitida"
"Baphia pubescens","Baphia pubescens",5352626,"SPECIES","Baphia pubescens Hook.f.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Baphia pubescens"
"Barbarea verna","Barbarea verna",5374672,"SPECIES","Barbarea verna (Mill.) Asch.","Tracheophyta","Brassicales","Brassicaceae","EXACT_ACCEPTED","SPECIES","Barbarea verna"
"Basella alba","Basella alba",3083504,"SPECIES","Basella alba L.","Tracheophyta","Caryophyllales","Basellaceae","EXACT_ACCEPTED","SPECIES","Basella alba"
"Basilicum polystachyon","Basilicum polystachyon",3882375,"SPECIES","Basilicum polystachyon (L.) Moench","Tracheophyta","Lamiales","Lamiaceae","EXACT_ACCEPTED","SPECIES","Basilicum polystachyon"
"Bergia suffruticosa","Bergia suffruticosa",5646125,"SPECIES","Bergia suffruticosa (Delile) Fenzl","Tracheophyta","Malpighiales","Elatinaceae","EXACT_ACCEPTED","SPECIES","Bergia suffruticosa"
"Bidens cynapiifolia","Bidens cynapiifolia",5391763,"SPECIES","Bidens cynapiifolia Kunth","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Bidens cynapiifolia"
"Bidens pilosa","Bidens pilosa",5391845,"SPECIES","Bidens pilosa L.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Bidens pilosa"
"Biophytum umbraculum","Biophytum umbraculum",3628150,"SPECIES","Biophytum umbraculum Welw.","Tracheophyta","Oxalidales","Oxalidaceae","EXACT_ACCEPTED","SPECIES","Biophytum umbraculum"
"Blainvillea acmella","Blainvillea acmella",5385687,"SPECIES","Blainvillea acmella (L.) Philipson","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Blainvillea acmella"
"Blighia sapida","Blighia sapida",3189955,"SPECIES","Blighia sapida K.D.Koenig","Tracheophyta","Sapindales","Sapindaceae","EXACT_ACCEPTED","SPECIES","Blighia sapida"
"Blighia unijugata","Blighia unijugata",3788159,"SPECIES","Blighia unijugata Baker","Tracheophyta","Sapindales","Sapindaceae","EXACT_ACCEPTED","SPECIES","Blighia unijugata"
"Blighia welwitschii","Blighia welwitschii",3788154,"SPECIES","Blighia welwitschii (Hiern) Radlk.","Tracheophyta","Sapindales","Sapindaceae","EXACT_ACCEPTED","SPECIES","Blighia welwitschii"
"Blumea","Blumea",3119250,"GENUS","Blumea DC.","Tracheophyta","Asterales","Asteraceae","HIGHERRANK_ACCEPTED","GENUS","Blumea"
"Blutaparon vermiculare","Gomphrena vermicularis",3085047,"SPECIES","Gomphrena vermicularis L.","Tracheophyta","Caryophyllales","Amaranthaceae","EXACT_SYNONYM","SPECIES","Gomphrena vermicularis"
"Boehmeria penduliflora","Boehmeria penduliflora",7769607,"SPECIES","Boehmeria penduliflora Wedd. ex D.G.Long","Tracheophyta","Rosales","Urticaceae","EXACT_ACCEPTED","SPECIES","Boehmeria penduliflora"
"Boerhavia coccinea","Boerhavia coccinea",3086287,"SPECIES","Boerhavia coccinea Mill.","Tracheophyta","Caryophyllales","Nyctaginaceae","EXACT_ACCEPTED","SPECIES","Boerhavia coccinea"
"Boerhavia diffusa","Boerhavia diffusa",3086282,"SPECIES","Boerhavia diffusa L.","Tracheophyta","Caryophyllales","Nyctaginaceae","EXACT_ACCEPTED","SPECIES","Boerhavia diffusa"
"Boerhavia erecta","Boerhavia erecta",3086281,"SPECIES","Boerhavia erecta L.","Tracheophyta","Caryophyllales","Nyctaginaceae","EXACT_ACCEPTED","SPECIES","Boerhavia erecta"
"Boerhavia repens","Boerhavia repens",3086288,"SPECIES","Boerhavia repens L.","Tracheophyta","Caryophyllales","Nyctaginaceae","EXACT_ACCEPTED","SPECIES","Boerhavia repens"
"Bolboschoenus maritimus","Bolboschoenus maritimus",2718307,"SPECIES","Bolboschoenus maritimus (L.) Palla","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Bolboschoenus maritimus"
"Bombax buonopozense","Bombax buonopozense",4073599,"SPECIES","Bombax buonopozense Beauverd","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Bombax buonopozense"
"Bonnaya antipoda","Bonnaya antipoda",3733807,"SPECIES","Bonnaya antipoda (L.) Druce","Tracheophyta","Lamiales","Linderniaceae","EXACT_ACCEPTED","SPECIES","Bonnaya antipoda"
"Borassus flabellifer","Borassus flabellifer",2733934,"SPECIES","Borassus flabellifer L.","Tracheophyta","Arecales","Arecaceae","EXACT_ACCEPTED","SPECIES","Borassus flabellifer"
"Borreria","Spermacoce",2918053,"GENUS","Spermacoce L.","Tracheophyta","Gentianales","Rubiaceae","HIGHERRANK_SYNONYM","GENUS","Spermacoce"
"Boswellia dalzielii","Boswellia dalzielii",5636150,"SPECIES","Boswellia dalzielii Hutch.","Tracheophyta","Sapindales","Burseraceae","EXACT_ACCEPTED","SPECIES","Boswellia dalzielii"
"Bothriospermum zeylanicum","Bothriospermum zeylanicum",4063474,"SPECIES","Bothriospermum zeylanicum (J.Jacq.) Druce","Tracheophyta","Boraginales","Boraginaceae","EXACT_ACCEPTED","SPECIES","Bothriospermum zeylanicum"
"Bouffordia dichotoma","Bouffordia dichotoma",10854344,"SPECIES","Bouffordia dichotoma (Willd.) H.Ohashi & K.Ohashi","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Bouffordia dichotoma"
"Brachiaria","Urochloa",2705813,"GENUS","Urochloa P.Beauv.","Tracheophyta","Poales","Poaceae","HIGHERRANK_SYNONYM","GENUS","Urochloa"
"Brachiaria nana","Brachiaria nana",4132726,"SPECIES","Brachiaria nana Stapf","Tracheophyta","Poales","Poaceae","EXACT_DOUBTFUL","SPECIES","Brachiaria nana"
"Brachiaria umbellata","Brachiaria umbellata",4131828,"SPECIES","Brachiaria umbellata (Trin.) Clayton","Tracheophyta","Poales","Poaceae","EXACT_DOUBTFUL","SPECIES","Brachiaria umbellata"
"Brassica juncea","Brassica juncea",3042751,"SPECIES","Brassica juncea (L.) Czern.","Tracheophyta","Brassicales","Brassicaceae","EXACT_ACCEPTED","SPECIES","Brassica juncea"
"Brassica rapa","Brassica rapa",7903057,"SPECIES","Brassica rapa L.","Tracheophyta","Brassicales","Brassicaceae","EXACT_ACCEPTED","SPECIES","Brassica rapa"
"Breynia fruticosa","Breynia fruticosa",5383016,"SPECIES","Breynia fruticosa (L.) Müll.Arg.","Tracheophyta","Malpighiales","Phyllanthaceae","EXACT_ACCEPTED","SPECIES","Breynia fruticosa"
"Breynia retusa","Breynia retusa",5383065,"SPECIES","Breynia retusa (Dennst.) Alston","Tracheophyta","Malpighiales","Phyllanthaceae","EXACT_ACCEPTED","SPECIES","Breynia retusa"
"Bridelia ferruginea","Bridelia ferruginea",3076157,"SPECIES","Bridelia ferruginea Benth.","Tracheophyta","Malpighiales","Phyllanthaceae","EXACT_ACCEPTED","SPECIES","Bridelia ferruginea"
"Briza minor","Briza minor",2702793,"SPECIES","Briza minor L.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Briza minor"
"Bromus catharticus","Bromus catharticus",2703723,"SPECIES","Bromus catharticus Vahl","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Bromus catharticus"
"Bulbostylis",NA,NA,NA,NA,NA,NA,NA,NA,"GENUS","Bulbostylis"
"Bulbostylis abortiva","Bulbostylis abortiva",5292304,"SPECIES","Bulbostylis abortiva (Steud.) C.B.Clarke","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Bulbostylis abortiva"
"Bulbostylis barbata","Bulbostylis barbata",5292372,"SPECIES","Bulbostylis barbata (Rottb.) C.B.Clarke","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Bulbostylis barbata"
"Bulbostylis cioniana","Bulbostylis cioniana",5292311,"SPECIES","Bulbostylis cioniana (Pi.Savi) Lye","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Bulbostylis cioniana"
"Bulbostylis hispidula","Bulbostylis hispidula",5292456,"SPECIES","Bulbostylis hispidula (Vahl) R.W.Haines","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Bulbostylis hispidula"
"Bulbostylis hispidula hispidula","Bulbostylis hispidula hispidula",7226948,"SUBSPECIES","Bulbostylis hispidula subsp. hispidula","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SUBSPECIES","Bulbostylis hispidula hispidula"
"Bulbostylis hispidula senegalensis","Bulbostylis hispidula senegalensis",5292457,"SUBSPECIES","Bulbostylis hispidula subsp. senegalensis (Cherm.) Vanden Berghen","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SUBSPECIES","Bulbostylis hispidula senegalensis"
"Bulbostylis pilosa","Bulbostylis pilosa",5292190,"SPECIES","Bulbostylis pilosa (Willd.) Cherm.","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Bulbostylis pilosa"
"Burnatia enneandra","Burnatia enneandra",2865202,"SPECIES","Burnatia enneandra Micheli","Tracheophyta","Alismatales","Alismataceae","EXACT_ACCEPTED","SPECIES","Burnatia enneandra"
"Cajanus cajan","Cajanus cajan",7587087,"SPECIES","Cajanus cajan (L.) Huth","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Cajanus cajan"
"Cajanus scarabaeoides","Cajanus scarabaeoides",2960284,"SPECIES","Cajanus scarabaeoides (L.) Thouars","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Cajanus scarabaeoides"
"Caladium bicolor","Caladium bicolor",2868390,"SPECIES","Caladium bicolor (Aiton) Vent.","Tracheophyta","Alismatales","Araceae","EXACT_ACCEPTED","SPECIES","Caladium bicolor"
"Calliandra","Calliandra",2981784,"GENUS","Calliandra Benth.","Tracheophyta","Fabales","Fabaceae","HIGHERRANK_ACCEPTED","GENUS","Calliandra"
"Calopogonium","Calopogonium",2959416,"GENUS","Calopogonium Desv.","Tracheophyta","Fabales","Fabaceae","HIGHERRANK_ACCEPTED","GENUS","Calopogonium"
"Calopogonium mucunoides","Calopogonium mucunoides",2959433,"SPECIES","Calopogonium mucunoides Desv.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Calopogonium mucunoides"
"Calotropis procera","Calotropis procera",5414566,"SPECIES","Calotropis procera (Aiton) W.T.Aiton","Tracheophyta","Gentianales","Apocynaceae","EXACT_ACCEPTED","SPECIES","Calotropis procera"
"Calycobolus africanus","Calycobolus africanus",7365967,"SPECIES","Calycobolus africanus (G.Don) Heine","Tracheophyta","Solanales","Convolvulaceae","EXACT_ACCEPTED","SPECIES","Calycobolus africanus"
"Calycobolus heudelotii","Calycobolus heudelotii",8272306,"SPECIES","Calycobolus heudelotii (Baker ex Oliv.) Heine","Tracheophyta","Solanales","Convolvulaceae","EXACT_ACCEPTED","SPECIES","Calycobolus heudelotii"
"Camonea umbellata","Camonea umbellata",9452352,"SPECIES","Camonea umbellata (L.) A.R.Simões & Staples","Tracheophyta","Solanales","Convolvulaceae","EXACT_ACCEPTED","SPECIES","Camonea umbellata"
"Campylostemon warneckeanus","Campylostemon warneckeanus",3793504,"SPECIES","Campylostemon warneckeanus Loes. ex Fritsch","Tracheophyta","Celastrales","Celastraceae","EXACT_ACCEPTED","SPECIES","Campylostemon warneckeanus"
"Canna indica","Canna indica",8034409,"SPECIES","Canna indica L.","Tracheophyta","Zingiberales","Cannaceae","EXACT_ACCEPTED","SPECIES","Canna indica"
"Canthium","Canthium",2917429,"GENUS","Canthium Lam.","Tracheophyta","Gentianales","Rubiaceae","HIGHERRANK_ACCEPTED","GENUS","Canthium"
"Cantinoa americana","Cantinoa americana",7664995,"SPECIES","Cantinoa americana (Aubl.) Harley & J.F.B.Pastore","Tracheophyta","Lamiales","Lamiaceae","EXACT_ACCEPTED","SPECIES","Cantinoa americana"
"Caperonia fistulosa","Caperonia fistulosa",3055023,"SPECIES","Caperonia fistulosa Beille","Tracheophyta","Malpighiales","Euphorbiaceae","EXACT_ACCEPTED","SPECIES","Caperonia fistulosa"
"Caperonia palustris","Caperonia palustris",3055012,"SPECIES","Caperonia palustris (L.) A.St.-Hil.","Tracheophyta","Malpighiales","Euphorbiaceae","EXACT_ACCEPTED","SPECIES","Caperonia palustris"
"Capsicum annuum","Capsicum annuum",2932944,"SPECIES","Capsicum annuum L.","Tracheophyta","Solanales","Solanaceae","EXACT_ACCEPTED","SPECIES","Capsicum annuum"
"Capsicum frutescens","Capsicum frutescens",8403992,"SPECIES","Capsicum frutescens L.","Tracheophyta","Solanales","Solanaceae","EXACT_ACCEPTED","SPECIES","Capsicum frutescens"
"Cardamine hirsuta","Cardamine hirsuta",3046258,"SPECIES","Cardamine hirsuta L.","Tracheophyta","Brassicales","Brassicaceae","EXACT_ACCEPTED","SPECIES","Cardamine hirsuta"
"Cardiospermum grandiflorum","Cardiospermum grandiflorum",3189935,"SPECIES","Cardiospermum grandiflorum Sw.","Tracheophyta","Sapindales","Sapindaceae","EXACT_ACCEPTED","SPECIES","Cardiospermum grandiflorum"
"Cardiospermum halicacabum","Cardiospermum halicacabum",3189939,"SPECIES","Cardiospermum halicacabum L.","Tracheophyta","Sapindales","Sapindaceae","EXACT_ACCEPTED","SPECIES","Cardiospermum halicacabum"
"Cardiospermum microcarpum","Cardiospermum microcarpum",3189937,"SPECIES","Cardiospermum microcarpum Kunth","Tracheophyta","Sapindales","Sapindaceae","EXACT_ACCEPTED","SPECIES","Cardiospermum microcarpum"
"Carex boryana","Carex boryana",2725720,"SPECIES","Carex boryana Schkuhr","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Carex boryana"
"Carex wahlenbergiana","Carex wahlenbergiana",2727524,"SPECIES","Carex wahlenbergiana Boott","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Carex wahlenbergiana"
"Carica papaya","Carica papaya",2874484,"SPECIES","Carica papaya L.","Tracheophyta","Brassicales","Caricaceae","EXACT_ACCEPTED","SPECIES","Carica papaya"
"Caroxylon imbricatum","Caroxylon imbricatum",7889407,"SPECIES","Caroxylon imbricatum (Forssk.) Akhani & Roalson","Tracheophyta","Caryophyllales","Amaranthaceae","EXACT_ACCEPTED","SPECIES","Caroxylon imbricatum"
"Carpolobia lutea","Carpolobia lutea",4049471,"SPECIES","Carpolobia lutea G.Don","Tracheophyta","Fabales","Polygalaceae","EXACT_ACCEPTED","SPECIES","Carpolobia lutea"
"Cassia sieberiana","Cassia sieberiana",5357182,"SPECIES","Cassia sieberiana DC.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Cassia sieberiana"
"Catharanthus","Catharanthus",3169829,"GENUS","Catharanthus G.Don","Tracheophyta","Gentianales","Apocynaceae","HIGHERRANK_ACCEPTED","GENUS","Catharanthus"
